Loc PackedFile	1
key	text	tooltip
effects_description_elo_fedbywar_ch	Charge Bonus: %+n% for all Troll units	true
effects_description_elo_fedbywar_sp	Battle Speed: %+n% for all Troll units	true
effects_description_elo_toostupid_psy	Enables Attribute: Immune to Psychology (all Troll units)	true
effects_description_elo_toostupid_up	Upkeep: %+n% for all Troll units	true
effects_description_elo_bloodlust_me	Melee Attack: %+n for Skinwolves	true
effects_description_elo_bloodlust_wp	Weapon Strength: %+n% for Skinwolves	true
effects_description_elo_hitharder_wp	Weapon Strength: %+n% for all Troll units	true
effects_description_elo_hitharder_vig	Vigour Loss Reduction: Large	true
effects_description_elo_feral_def	Melee Defense: %+n for Mammoths	true
effects_description_elo_feral_ch	Charge Bonus: %+n% for Mammoths	true
effects_description_elo_xp_gen	Recruitment Rank: %+n for Troll units	true
effects_description_elo_mon_rec	Recruitment Cost: %+n% for all Monsters, Beasts and Monsterous Infantry units	true
effects_description_elo_mon_up	Upkeep: %+n%  for all Monsters, Beasts and Monsterous Infantry units	true
effects_description_elo_mon_time	Recruitment Time: %+n  for all Monsters, Beasts and Monsterous Infantry units (minimum 1 turn).	true
effects_description_elo_mar_rec	Recruitment Cost: %+n% for all Marauders	true
effects_description_elo_raw_might_wp	Weapon Strength: %+n%  for Bile Trolls, Armoured Chaos Trolls and Norscan Trolls  {{tr:rank7}}	true
effects_description_elo_mountain_masters_large	Bonus vs Large: %+n  for Stone Trolls {{tr:rank7}}	true
effects_description_elo_scourge_res	Resistance Against Missiles: %+n%  for Ice Trolls and Armoured Ice Trolls {{tr:rank7}}	true
effects_description_elo_mountain_masters_res	Resistance Against All: %+n%  for Stone Trolls {{tr:rank7}}	true
effects_description_elo_scourge_fat	Enables Attribute: Immune to Fatigue for Ice Trolls and Armoured Ice Trolls {{tr:rank7}}	true
effects_description_elo_danger_gue	Enables Attribute: Vanguard Deployment for River Trolls {{tr:rank7}}	true
effects_description_elo_danger_mel	Melee Attack: %+n  for River Trolls {{tr:rank7}}	true
effects_description_elo_small_inf	Bonus vs Infantry: %+n  for Southern Trolls {{tr:rank7}}	true
effects_description_elo_small_sp	Battle Speed: %+n% for Southern Trolls {{tr:rank7}}	true
effects_description_elo_forest_splash	Weapon Splash Damage: %+n%  for ForestTrolls {{tr:rank7}}	true
effects_description_elo_forest_arm	Armour: %+n for Forest Trolls {{tr:rank7}}	true
effects_description_agent_cap_increase_engineer_elo_snow_troll	Capacity: %+n for Snow Trolls	true
effects_description_enable_recruitment_engineer_elo_snow_troll	Enables Recruitment of Snow Trolls	true
effects_description_raw_might_charge7	Charge Bonus: %+n for Norscan Trolls, Chaos Trolls, Troll Bonethrowers, Southern Trolls and Armoured Chaos Trolls {{tr:rank7}}	true
effects_description_raw_might_speed7	Speed: %+n% for Norscan Trolls, Chaos Trolls, Troll Bonethrowers, Southern Trolls and Armoured Chaos Trolls {{tr:rank7}}	true
effects_description_raw_might_missle_res7	Resistance Against Missiles: %+n% for Norscan Trolls, Chaos Trolls, Troll Bonethrowers, Southern Trolls and Armoured Chaos Trolls {{tr:rank7}}	true
effects_description_children_chaos_mdef	Melee Defense: %+n for Norscan Trolls, Chaos Trolls, Troll Bonethrowers, Southern Trolls and Armoured Chaos Trolls	true
effects_description_children_chaos_wps	Weapon Strength: %+n%  for Norscan Trolls, Chaos Trolls, Troll Bonethrowers, Southern Trolls and Armoured Chaos Trolls	true
effects_description_mountain_masters_phy_res7	Physical Resistance: %+n% for Bile Trolls, Stone Trolls, Lava Trolls and Chaos Stone Trolls {{tr:rank7}}	true
effects_description_mountain_masters_wps7	Weapon Strength: %+n%  for Bile Trolls, Stone Trolls, Lava Trolls and Chaos Stone Trolls {{tr:rank7}}	true
effects_description_mountain_masters_ma	Melee Attack: %+n for Bile Trolls, Stone Trolls, Lava Trolls and Chaos Stone Trolls  {{tr:rank7}}	true
effects_description_unnatural_resilience_mdf	Melee Defense: %+n for Bile Trolls, Stone Trolls, Lava Trolls and Chaos Stone Trolls	true
effects_description_unnatural_resilience_armour	Armour: %+n for Bile Trolls, Stone Trolls, Lava Trolls and Chaos Stone Trolls	true
effects_description_blight_men_mag_res7	Magical Resistance: %+n% for Trolls, Forest Trolls and River Trolls  {{tr:rank7}}	true
effects_description_blight_men_mag_mdf7	Melee Defense: %+n for Trolls, Forest Trolls and River Trolls  {{tr:rank7}}	true
effects_description_blight_men_mag_wps7	Weapon Strength: %+n% for Trolls, Forest Trolls and River Trolls  {{tr:rank7}}	true
effects_description_menace_land_ma	Melee Attack: %+n for Southern Trolls, Forest Trolls and River Trolls	true
effects_description_menace_land_wps	Weapon Strength: %+n% for Southern Trolls, Forest Trolls and River Trolls	true
effects_description_scourge_north_speed7	Speed: %+n% for Ice Trolls, Armoured Ice Trolls and Snow Trolls {{tr:rank7}}	true
effects_description_scourge_north_ma7	Melee Attack: %+n for Ice Trolls, Armoured Ice Trolls and Snow Trolls {{tr:rank7}}	true
effects_description_scourge_north_mdef7	Melee Defense: %+n for Ice Trolls, Armoured Ice Trolls and Snow Trolls {{tr:rank7}}	true
effects_description_ice_snow_charge	Charge Bonus: %+n for Ice Trolls, Armoured Ice Trolls and Snow Trolls	true
effects_description_ice_snow_ma	Melee Attack: %+n for Ice Trolls, Armoured Ice Trolls and Snow Trolls	true
effects_description_elo_all_trolls_ma	Melee Attack: %+n for all Troll units	true
effects_description_elo_all_trolls_mdef	Melee Defense: %+n for all Troll units	true
effects_description_elo_all_trolls_up	Upkeep: %+n%  for all Troll units	true
effects_description_elo_all_trolls_mis_res	Resistance Against Missiles: %+n% for all Troll units	true
effects_description_elo_all_trolls_moral	Leadership: %+n for all Troll units	true
effects_description_elo_all_trolls_replen	Replenishment: %+n% for all Troll units	true
effects_description_elo_charge_trolls_fim	Charge Bonus: %+n% for all Troll and Fimir units	true
effects_description_elo_cost_trolls_fim	Recruitment Cost: %+n% for all Troll and Fimir units	true
effects_description_elo_wps_trolls_fim	Weapon Strength: %+n% for all Troll and Fimir units	true
effects_description_ugma_river_morale	Leadership: %+n for River Trolls	true
effects_description_ugma_river_physical	Physical Resistance: %+n% for River Trolls	true
effects_description_ugma_river_attack	Melee Attack: %+n for River Trolls	true
