unit_special_abilities_tables	51
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	spawn_is_transformation	wind_down_stance	use_loop_stance	spawn_is_decoy	only_affect_owned_units	ability_available_ui_event
war_fury	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0		false	0.0	true	7878001				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
war_fury_2	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0		false	0.0	true	7878002				0.0	0.0	wh_abilities_generic_debuff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
woad_paint	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0		false	0.0	true	7878003				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
druid_bound_awakening_of_the_wood	12.0	31.0	2	0.0	false	0	0	false	0.0		false	true	true	200.0		false	1.0	false	7878004			cast_up_short	0.0	0.0	wh_abilities_generic_explosion	wh_abilities_generic_explosion			wh_dlc05_spell_life_awakening_of_the_wood	0.0		aoe	wh_dlc05_spell_life_awakening_of_the_wood	life_medium	vo_battle_special_ability_spell_cast_wef_life	41.0	41.0				false	false	true	false			false		false	false	false	
devestating_charge	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0		false	0.0	true	7878005				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
spell_truth_gift_life	25.0	48.0	-1	0.0	true	1	0	false	0.0		true	false	false	200.0		true	5.0	false	7878006			cast_up_long	13.0	0.0	wh_abilities_generic_regeneration_no_ring	wh_abilities_generic_regeneration_no_ring				0.0		healing	wh_dlc05_spell_life_regrowth	life_long	vo_battle_special_ability_spell_cast_wef_life	121.0	121.0				false	false	true	true			false		false	false	false	
spell_truth_gift_life_upgraded	25.0	48.0	-1	30.0	true	4	0	false	0.0		true	false	false	200.0		true	5.0	false	7878007			cast_up_long	17.0	0.0	wh_abilities_generic_regeneration_no_ring	wh_abilities_generic_regeneration_no_ring				0.5	wh_dlc05_spell_life_miscast	healing	wh_dlc05_spell_life_regrowth_upgraded	life_long	vo_battle_special_ability_spell_cast_wef_life	121.0	121.0				false	false	true	true			false		false	false	false	
wh2_main_lore_passive_truthsayer	-1.0	-1.0	-1	-1.0	true	-1	0	true	-1.0		false	false	false	0.0		false	0.0	true	7878008				0.0	0.0	wh_abilities_generic_buff_no_ring					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	true	false			false		false	false	false	
spell_truth_valor	22.0	30.0	-1	0.0	true	1	0	false	0.0		true	false	false	200.0		false	1.0	false	7878009			cast_up_short	6.0	0.0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.0		augment_melee	wh_main_spell_heavens_harmonic_convergence	life_short	vo_battle_special_ability_spell_cast_positive	82.0	0.0				false	false	true	true			false		false	false	false	
spell_truth_valor_upgraded	22.0	30.0	-1	40.0	true	-1	0	false	0.0		true	false	false	200.0		false	1.0	false	7878010			cast_up_short	10.0	0.0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.5	wh_dlc05_spell_life_miscast	augment_melee_area	wh_main_spell_heavens_harmonic_convergence_upgraded	life_short	vo_battle_special_ability_spell_cast_positive	82.0	0.0				false	false	true	true			false		false	false	false	
spell_truth_protection	30.0	43.0	-1	0.0	true	1	0	false	0.0		true	false	false	200.0		true	3.0	false	7878011			cast_up_medium	7.0	0.0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.0		augment_defense	wh_dlc03_spell_beasts_panns_impenetrable_pelt	life_medium	vo_battle_special_ability_spell_cast_positive	80.0	80.0				false	false	true	true			false		false	false	false	
spell_truth_protection_upgraded	30.0	43.0	-1	40.0	true	-1	0	false	0.0		true	false	true	200.0		true	3.0	false	7878012			cast_up_medium	14.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.5	wh_dlc05_spell_life_miscast	augment_defense_area	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	life_medium	vo_battle_special_ability_spell_cast_positive	80.0	80.0				false	false	true	true			false		false	false	false	
spell_truth_voice_command	30.0	38.0	-1	0.0	false	0	1	false	0.0		false	true	false	200.0		false	2.0	false	7878013			cast_up_medium	7.0	20.0	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0		hex_ranged	wh_main_spell_light_net_of_amyntok	life_medium	vo_battle_special_ability_spell_cast_negative	79.0	82.0				false	false	true	false			false		false	false	false	
spell_truth_voice_command_upgraded	30.0	38.0	-1	40.0	false	0	-1	true	0.0		false	true	true	200.0		false	2.0	false	7878014			cast_up_medium	14.0	0.0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0.5	wh_dlc05_spell_life_miscast	hex_ranged_area	wh_main_spell_light_net_of_amyntok_upgraded	life_medium	vo_battle_special_ability_spell_cast_negative	79.0	82.0				false	false	true	false			false		false	false	false	
spell_truth_boon_courage	16.0	43.0	-1	40.0	true	-1	0	false	0.0		true	false	true	200.0		false	3.0	false	7878015			cast_up_medium	7.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0		augment_morale_area	wh_main_spell_light_light_of_battle	light_medium	vo_battle_special_ability_spell_cast_positive	80.0	80.0				false	false	true	true			false		false	false	false	
spell_truth_boon_courage_upgraded	32.0	43.0	-1	40.0	true	-1	0	false	0.0		true	false	true	200.0		false	3.0	false	7878016			cast_up_medium	11.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.5	wh_dlc05_spell_life_miscast	augment_morale_area	wh_main_spell_light_light_of_battle_upgraded	light_medium	vo_battle_special_ability_spell_cast_positive	80.0	80.0				false	false	true	true			false		false	false	false	
spell_truth_wings_fate	-1.0	29.0	-1	0.0	false	0	0	false	0.0	wings_fate	false	true	false	250.0		true	1.0	false	7878017			cast_forward_short	4.0	0.0	wh_spell_generic_missiles	wh_spell_generic_missiles				0.0		projectile	wh_main_spell_light_shems_burning_gaze	life_short	vo_battle_special_ability_spell_cast_negative	0.0	78.0				false	false	true	false			false		false	false	false	
spell_truth_wings_fate_upgraded	-1.0	29.0	-1	0.0	false	0	0	false	0.0	wings_fate_upgraded	false	true	false	250.0		true	1.0	false	7878018			cast_forward_short	8.0	0.0	wh_spell_generic_missiles	wh_spell_generic_missiles				0.5	wh_dlc05_spell_life_miscast	projectile	wh_main_spell_light_shems_burning_gaze	life_short	vo_battle_special_ability_spell_cast_negative	0.0	78.0				false	false	true	false			false		false	false	false	
magic_siphon	-1.0	-1.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0		false	0.0	true	7878019				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
embodiment_albion	-1.0	-1.0	-1	60.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	7878020				0.0	0.0	wh_abilities_generic_debuff_no_ring					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
albion_warcry	18.0	90.0	-1	40.0	true	-1	0	false	0.0		false	false	false	0.0		false	0.0	false	7878021				0.0	0.0	wh_abilities_generic_buff					0.0		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	109.0	53.0				false	false	true	false			false		false	false	false	
omen_of_doom	-1.0	-1.0	-1	40.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	7878022				0.0	0.0	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	true	false			false		false	false	false	
omen_of_war	-1.0	-1.0	-1	40.0	false	-1	0	true	-1.0		false	false	false	0.0		false	0.0	true	7878023				0.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	true	false			false		false	false	false	
murder_crows	15.0	45.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	7878024				0.0	0.0	wh_abilities_generic_debuff					0.0					vo_battle_special_ability_generic_response	119.0	119.0				false	false	true	false			false		false	false	false	
howling_shields	-1.0	-1.0	-1	30.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	7878025				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	false	false			false		false	false	false	
spell_truth_wings_fate_bound	-1.0	29.0	4	0.0	false	0	0	false	0.0	wings_fate_upgraded	false	true	false	250.0		true	1.0	false	7878026			cast_forward_short	0.0	0.0	wh_spell_generic_missiles	wh_spell_generic_missiles				0.0		projectile	wh_main_spell_light_shems_burning_gaze	life_short	vo_battle_special_ability_spell_cast_negative	0.0	78.0				false	false	true	false			false		false	false	false	
darkened_skies	-1.0	-1.0	-1	-1.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	7878027				0.0	0.0	wh_abilities_generic_debuff					0.0					vo_battle_special_ability_generic_response	119.0	119.0				false	false	true	false			false		false	false	false	
murder_crows_upgraded	15.0	30.0	-1	60.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	7878024				0.0	0.0	wh_abilities_generic_debuff					0.0					vo_battle_special_ability_generic_response	119.0	119.0				false	false	true	false			false		false	false	false	
morrigan_hunters_dmg	-1.0	-1.0	-1	0.0	true	0	0	false	-1.0		false	false	false	100.0		false	0.0	true	7878028				0.0	0.0	wh_abilities_generic_buff					0.0					vo_battle_special_ability_generic_response	0.0	162.0				false	false	true	false			false		false	false	false	
elo_summon_fenbeasts	3.0	43.0	2	0.0	false	1	0	false	0.0		true	false	true	60.0		false	3.0	false	7878029		elo_summon_fenbeasts	cast_up_medium	12.0	22.0	wh_abilities_generic_spawn					0.0		threatened	wh2_dlc11_spell_deep_denizens_of_the_deep	deep_medium	vo_battle_special_ability_raise_dead	79.0	79.0		unit_position_offset	wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true			false		false	false	false	
lesser_shield_of_the_old_ones	25.0	90.0	-1	40.0	true	-1	0	true	0.0		false	false	true	150.0		false	0.0	false	7878030				0.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff	wh2_main_character_abilities_slann_forcefield			0.0		augment_melee_area	wh_group_character		vo_battle_special_ability_generic_response	78.0	78.0				true	false	true	true			false		false	false	false	
elo_staff_of_dural_durak	-1.0	-1.0	-1	-1.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	7878031				0.0	0.0	wh_abilities_generic_buff_no_ring					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	true	false			false		false	false	false	
elo_amulet_old_ones	-1.0	-1.0	1	0.0	true	0	0	false	-1.0		false	false	false	0.0		true	0.0	true	7878032				0.0	0.0	wh_abilities_generic_regeneration_no_ring					0.0					vo_battle_special_ability_generic_response	0.0	259.0				false	false	false	false			false		false	false	false	
elo_albion_freedom	10.0	30.0	-1	0.0	true	1	0	true	-1.0		false	false	false	0.0	delay_death	false	0.0	true	7878040				0.0	0.0	wh_abilities_generic_buff_no_ring					0.0					vo_battle_special_ability_generic_response	40.0	40.0				false	false	true	false			false		false	false	false	
