unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/elo_troll_vanilla					
			elo_shipwreckers	all_units_excluding_terror	true
			elo_bile_trolls	all_units_excluding_terror	true
			elo_red_avalanche	all_units_excluding_terror	true
			elo_armoured_icetrolls_erengrad	elo_troll_monster	false
			elo_armoured_icetrolls	elo_troll_monster	false
			elo_southern_trolls	elo_troll_monster	false
			wh_dlc01_chs_mon_trolls_1	elo_troll_monster	false
			elo_red_avalanche	elo_troll_monster	false
			elo_river_trolls_erengrad	elo_troll_monster	false
			elo_river_trolls	elo_troll_monster	false
			elo_mountain_trolls_erengrad	elo_troll_monster	false
			elo_mountain_trolls	elo_troll_monster	false
			elo_shipwreckers	elo_troll_monster	false
			elo_cha_troll_lord	elo_troll_monster	false
			wh_dlc08_nor_cha_fimir_balefiend_fire_0	elo_troll_monster	false
			wh_dlc08_nor_cha_fimir_balefiend_shadow_0	elo_troll_monster	false
			wh_dlc08_nor_cha_skin_wolf_werekin_0	elo_troll_monster	false
			wh_dlc08_nor_mon_fimir_0	elo_troll_monster	false
			wh_dlc08_nor_mon_fimir_1	elo_troll_monster	false
			wh_dlc08_nor_mon_frost_wyrm_0	elo_troll_monster	false
			wh_dlc08_nor_mon_frost_wyrm_ror_0	elo_troll_monster	false
			wh_dlc08_nor_mon_warwolves_0	elo_troll_monster	false
			wh_dlc08_nor_mon_norscan_giant_0	elo_troll_monster	false
			wh_dlc08_nor_mon_norscan_ice_trolls_0	elo_troll_monster	false
			wh_dlc08_nor_mon_skinwolves_0	elo_troll_monster	false
			wh_dlc08_nor_mon_skinwolves_1	elo_troll_monster	false
			wh_dlc08_nor_mon_war_mammoth_0	elo_troll_monster	false
			wh_main_nor_mon_chaos_trolls	elo_troll_monster	false
			wh_main_nor_mon_chaos_warhounds_0	elo_troll_monster	false
			wh_main_nor_mon_chaos_warhounds_1	elo_troll_monster	false
			wh_pro04_nor_mon_fimir_ror_0	elo_troll_monster	false
			wh_pro04_nor_mon_marauder_warwolves_ror_0	elo_troll_monster	false
			wh_pro04_nor_mon_skinwolves_ror_0	elo_troll_monster	false
			elo_kin	elo_troll_monster	false
			elo_forest_trolls_erengrad	elo_troll_monster	false
			elo_forest_trolls	elo_troll_monster	false
			elo_bile_trolls	elo_troll_monster	false
			elo_snow_troll_erengrad	elo_troll_monster	false
			elo_snow_troll	elo_troll_monster	false
			elo_forest_trolls_erengrad	all_units_excluding_guerrilla_deployment	true
			elo_forest_trolls	all_units_excluding_guerrilla_deployment	true
			elo_kin	all_units_excluding_immune_to_psychology	true
			wh_dlc08_nor_mon_fimir_0	elo_troll_monster_local	false
			wh_dlc08_nor_mon_fimir_1	elo_troll_monster_local	false
			wh_dlc08_nor_mon_frost_wyrm_0	elo_troll_monster_local	false
			wh_dlc01_chs_mon_trolls_1	elo_troll_monster_local	false
			elo_river_trolls	elo_troll_monster_local	false
			elo_mountain_trolls_erengrad	elo_troll_monster_local	false
			elo_bile_trolls	elo_troll_monster_local	false
			elo_mountain_trolls	elo_troll_monster_local	false
			elo_armoured_icetrolls_erengrad	elo_troll_monster_local	false
			elo_armoured_icetrolls	elo_troll_monster_local	false
			wh_dlc08_nor_mon_norscan_giant_0	elo_troll_monster_local	false
			wh_dlc08_nor_mon_norscan_ice_trolls_0	elo_troll_monster_local	false
			wh_dlc08_nor_mon_war_mammoth_0	elo_troll_monster_local	false
			elo_snow_troll_erengrad	elo_troll_monster_local	false
			elo_snow_troll	elo_troll_monster_local	false
			wh_dlc08_nor_feral_manticore	elo_troll_monster	false
			elo_red_avalanche	wh2_main_ror_units_all	false
			elo_shipwreckers	wh2_main_ror_units_all	false
			elo_kin	wh2_main_ror_units_all	false
			elo_night_trolls_ror	wh2_main_ror_units_all	false
			elo_night_trolls_ror	all_units_excluding_guerrilla_deployment	false
			wh2_dlc15_grn_mon_river_trolls_0_no_scrap	elo_troll_monster	false
			wh2_dlc15_grn_mon_river_trolls_0_no_scrap	elo_troll_monster_local	false
			wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	elo_troll_monster	false
			wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	elo_troll_monster_local	false
			wh2_dlc15_grn_mon_river_trolls_ror_0	elo_troll_monster	false
			wh2_dlc15_grn_mon_river_trolls_ror_0	elo_troll_monster_local	false
			wh2_dlc15_grn_mon_river_trolls_ror_0	wh2_main_ror_units_all	false
			elo_sea_troll	elo_troll_monster_local	false
			elo_sea_troll	elo_troll_monster	false
			elo_troll_giant	elo_troll_monster	false
			elo_troll_giant	elo_troll_monster_local	false
