bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/elo_troll		
mod_land_movement_battle	elo_fedbywar_sp	dlc08_nor_trolls
charge_bonus	elo_fedbywar_ch	dlc08_nor_trolls
upkeep_mod	elo_toostupid_up	dlc08_nor_trolls
melee_attack_mod	elo_bloodlust_me	dlc08_nor_skin_wolves
melee_damage_mod_mult	elo_bloodlust_wp	dlc08_nor_skin_wolves
melee_damage_mod_mult	elo_hitharder_wp	dlc08_nor_trolls
unit_fatigue_resistance_mod	elo_hitharder_vig	dlc08_nor_trolls
charge_bonus	elo_feral_ch	dlc08_mammoths
melee_defence_mod	elo_feral_def	dlc08_mammoths
unit_xp_mod	elo_xp_gen	dlc08_nor_trolls
cost_mod	elo_mon_rec	elo_troll_monster
upkeep_mod	elo_mon_up	elo_troll_monster
recruit_time_mod	elo_mon_time	elo_troll_monster
cost_mod	elo_mar_rec	dlc08_nor_marauders_all
melee_damage_mod_mult	elo_raw_might_wp	elo_raw_might
damage_vs_large_entities	elo_mountain_masters_large	elo_mountain_masters
unit_damage_resistance_all_mod	elo_mountain_masters_res	elo_mountain_masters
unit_damage_resistance_missile_mod	elo_scourge_res	elo_northern_scourge
melee_attack_mod	elo_danger_mel	elo_danger_below
mod_land_movement_battle	elo_small_sp	elo_small_mean
damage_vs_infantry	elo_small_inf	elo_small_mean
splash_attack_power_mod_add	elo_forest_splash	elo_bane_forest
armour_mod	elo_forest_arm	elo_bane_forest
recruit_time_mod	elo_mon_time_local	elo_troll_monster_local
melee_damage_ap_mod_mult	elo_raw_might_wp_ap	elo_raw_might
melee_damage_ap_mod_mult	elo_hitharder_wp_ap	dlc08_nor_trolls
melee_damage_ap_mod_mult	elo_bloodlust_wp_ap	dlc08_nor_skin_wolves
upkeep_mod	ovn_troll_effect_force_all_campaign_upkeep	all_units
