diplomacy_negotiation_string_options_tables	4
key	string	option	group
accept	Scythan_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Scythan_&_Negative
accept	Scythan_Dip_Acceptance_Negative_02	1	diplomacy_Faction_Scythan_&_Negative
accept	Scythan_Dip_Acceptance_Negative_03	2	diplomacy_Faction_Scythan_&_Negative
demand_payment	Scythan_Dip_Demand_Payments_Negative_01	0	diplomacy_Faction_Scythan_&_Negative
generic_offer_demand	Scythan_Dip_Generic_Offer_Negative_01	0	diplomacy_Faction_Scythan_&_Negative
generic_offer_demand	Scythan_Dip_Generic_Offer_Negative_02	1	diplomacy_Faction_Scythan_&_Negative
generic_offer_demand	Scythan_Dip_Generic_Offer_Negative_03	2	diplomacy_Faction_Scythan_&_Negative
generic_reject	Scythan_Dip_Rejection_Negative_01	0	diplomacy_Faction_Scythan_&_Negative
generic_reject	Scythan_Dip_Rejection_Negative_02	1	diplomacy_Faction_Scythan_&_Negative
generic_reject	Scythan_Dip_Rejection_Negative_03	2	diplomacy_Faction_Scythan_&_Negative
receive	Scythan_Dip_Greet_Neg_01	0	diplomacy_Faction_Scythan_&_Negative
receive	Scythan_Dip_Greet_Neg_02	1	diplomacy_Faction_Scythan_&_Negative
receive	Scythan_Dip_Greet_Neg_03	2	diplomacy_Faction_Scythan_&_Negative
accept	Scythan_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Scythan_&_Positive
accept	Scythan_Dip_Acceptance_Positive_03	1	diplomacy_Faction_Scythan_&_Positive
demand_payment	Scythan_Dip_Demand_Payments_Positive_01	0	diplomacy_Faction_Scythan_&_Positive
generic_offer_demand	Scythan_Dip_Generic_Offer_Positive_01	0	diplomacy_Faction_Scythan_&_Positive
generic_offer_demand	Scythan_Dip_Generic_Offer_Positive_02	1	diplomacy_Faction_Scythan_&_Positive
generic_offer_demand	Scythan_Dip_Generic_Offer_Positive_03	2	diplomacy_Faction_Scythan_&_Positive
generic_reject	Scythan_Dip_Rejection_Positive_01	0	diplomacy_Faction_Scythan_&_Positive
generic_reject	Scythan_Dip_Rejection_Positive_02	1	diplomacy_Faction_Scythan_&_Positive
generic_reject	Scythan_Dip_Rejection_Positive_03	2	diplomacy_Faction_Scythan_&_Positive
receive	Scythan_Dip_Greet_Pos_01	0	diplomacy_Faction_Scythan_&_Positive
receive	Scythan_Dip_Greet_Pos_02	1	diplomacy_Faction_Scythan_&_Positive
receive	Scythan_Dip_Greet_Pos_03	2	diplomacy_Faction_Scythan_&_Positive
accept	Scythan_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Scythan
accept	Scythan_Dip_Acceptance_Neutral_02	1	diplomacy_Faction_Scythan
accept_state_gift	Scythan_Dip_Accept_State_Gift_01	0	diplomacy_Faction_Scythan
accept_state_gift	Scythan_Dip_Accept_State_Gift_02	1	diplomacy_Faction_Scythan
accept_state_gift	Scythan_Dip_Accept_State_Gift_03	2	diplomacy_Faction_Scythan
acknowledge_accept	Scythan_Dip_Acknowledge_Accept_01	0	diplomacy_Faction_Scythan
acknowledge_accept	Scythan_Dip_Acknowledge_Accept_02	1	diplomacy_Faction_Scythan
acknowledge_accept	Scythan_Dip_Acknowledge_Accept_03	2	diplomacy_Faction_Scythan
acknowledge_cancel_treaty	Scythan_Dip_Acknowledge_Cancel_Treaty_01	0	diplomacy_Faction_Scythan
acknowledge_cancel_treaty	Scythan_Dip_Acknowledge_Cancel_Treaty_02	1	diplomacy_Faction_Scythan
acknowledge_cancel_treaty	Scythan_Dip_Acknowledge_Cancel_Treaty_03	2	diplomacy_Faction_Scythan
acknowledge_reject	Scythan_Dip_Acknowledge_Reject_01	0	diplomacy_Faction_Scythan
acknowledge_reject	Scythan_Dip_Acknowledge_Reject_02	1	diplomacy_Faction_Scythan
acknowledge_reject	Scythan_Dip_Acknowledge_Reject_03	2	diplomacy_Faction_Scythan
acknowledge_war	Scythan_Dip_Acknowledge_War_01	0	diplomacy_Faction_Scythan
acknowledge_war	Scythan_Dip_Acknowledge_War_02	1	diplomacy_Faction_Scythan
acknowledge_war	Scythan_Dip_Acknowledge_War_03	2	diplomacy_Faction_Scythan
cancel_treaty	Scythan_Dip_Cancel_Treaty_01	0	diplomacy_Faction_Scythan
cancel_treaty	Scythan_Dip_Cancel_Treaty_02	1	diplomacy_Faction_Scythan
cancel_treaty	Scythan_Dip_Cancel_Treaty_03	2	diplomacy_Faction_Scythan
demand_join_war	Scythan_Dip_Demand_Join_War_01	0	diplomacy_Faction_Scythan
demand_join_war	Scythan_Dip_Demand_Join_War_02	1	diplomacy_Faction_Scythan
demand_join_war	Scythan_Dip_Demand_Join_War_03	2	diplomacy_Faction_Scythan
demand_payment	Scythan_Dip_Demand_Payments_Neutral_01	0	diplomacy_Faction_Scythan
generic_offer_demand	Scythan_Dip_Generic_Offer_Neutral_01	0	diplomacy_Faction_Scythan
generic_offer_demand	Scythan_Dip_Generic_Offer_Neutral_02	1	diplomacy_Faction_Scythan
generic_offer_demand	Scythan_Dip_Generic_Offer_Neutral_03	2	diplomacy_Faction_Scythan
generic_reject	Scythan_Dip_Rejection_Neutral_01	0	diplomacy_Faction_Scythan
generic_reject	Scythan_Dip_Rejection_Neutral_02	1	diplomacy_Faction_Scythan
generic_reject	Scythan_Dip_Rejection_Neutral_03	2	diplomacy_Faction_Scythan
offer_cooperation	Scythan_Dip_Offer_Cooperation_01	0	diplomacy_Faction_Scythan
offer_cooperation	Scythan_Dip_Offer_Cooperation_02	1	diplomacy_Faction_Scythan
offer_cooperation	Scythan_Dip_Offer_Cooperation_03	2	diplomacy_Faction_Scythan
offer_demand_peace	Scythan_Dip_Offer_Peace_01	0	diplomacy_Faction_Scythan
offer_demand_peace	Scythan_Dip_Offer_Peace_02	1	diplomacy_Faction_Scythan
offer_demand_peace	Scythan_Dip_Offer_Peace_03	2	diplomacy_Faction_Scythan
offer_join_war	Scythan_Dip_Offer_Join_War_01	0	diplomacy_Faction_Scythan
offer_join_war	Scythan_Dip_Offer_Join_War_02	1	diplomacy_Faction_Scythan
offer_join_war	Scythan_Dip_Offer_Join_War_03	2	diplomacy_Faction_Scythan
offer_payment	Scythan_Dip_Offer_Gift_01	0	diplomacy_Faction_Scythan
offer_payment	Scythan_Dip_Offer_Gift_02	1	diplomacy_Faction_Scythan
offer_payment	Scythan_Dip_Offer_Gift_03	2	diplomacy_Faction_Scythan
receive	Scythan_Dip_Greet_Neu_01	0	diplomacy_Faction_Scythan
receive	Scythan_Dip_Greet_Neu_02	1	diplomacy_Faction_Scythan
receive	Scythan_Dip_Greet_Neu_03	2	diplomacy_Faction_Scythan
reject_offer_demand_peace	Scythan_Dip_Reject_Peace_01	0	diplomacy_Faction_Scythan
