units_custom_battle_permissions_tables	8
faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive
wh_main_chs_chaos	false	ovn_nurgle_chs_cav_chaos_knights_0	true	true				false
wh_main_chs_chaos	false	ovn_nurgle_chs_cav_chaos_knights_1	true	true				false
wh2_main_nor_rotbloods	false	ovn_nurgle_chs_cav_chaos_knights_0	true	true				false
wh2_main_nor_rotbloods	false	ovn_nurgle_chs_cav_chaos_knights_1	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_inf_chaos_warriors_0	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_inf_chaos_warriors_2	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_inf_chosen_2	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_inf_chosen_0	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_inf_chosen_1	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_inf_forsaken_0	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_mon_dragon_ogre_shaggoth	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_mon_chaos_spawn	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_mon_chaos_warhounds_1	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_art_hellcannon	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_cav_chaos_chariot	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_cav_chaos_knights_0	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_cav_chaos_knights_1	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_inf_chaos_warriors_1	true	true				false
wh2_main_nor_rotbloods	false	wh_main_chs_mon_giant	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc06_chs_cav_marauder_horsemasters_0	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc06_chs_feral_manticore	true	true				false
wh2_main_nor_rotbloods	false	elo_bile_trolls	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_mon_dragon_ogre	true	true				false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_lord_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_dlc01_chs_cha_chaos_lord_10	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_lord_2	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_dlc01_chs_cha_chaos_lord_2	false
wh2_main_nor_rotbloods	true	wh_main_nor_cha_marauder_chieftan_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/nor_marauder_chieftain_campaign_02_0.png	wh_main_uniform_nor_marauder_chieftain_campaign_02	wh_dlc08_nor_cha_marauder_chieftain_0	false
wh2_main_nor_rotbloods	true	wh_main_nor_cha_marauder_chieftan_1	true	true	ui/portraits/portholes/wh_main_chs_chaos/nor_marauder_chieftain_campaign_02_0.png	wh_main_uniform_nor_marauder_chieftain_campaign_02	wh_dlc08_nor_cha_marauder_chieftain_0	false
wh2_main_nor_rotbloods	true	wh_main_nor_cha_marauder_chieftan_2	true	true	ui/portraits/portholes/wh_main_chs_chaos/nor_marauder_chieftain_campaign_02_0.png	wh_main_uniform_nor_marauder_chieftain_campaign_02	wh_dlc08_nor_cha_marauder_chieftain_0	false
wh2_main_nor_rotbloods	true	wh_main_nor_cha_marauder_chieftan_3	true	true	ui/portraits/portholes/wh_main_chs_chaos/nor_marauder_chieftain_campaign_02_0.png	wh_main_uniform_nor_marauder_chieftain_campaign_02	wh_dlc08_nor_cha_marauder_chieftain_0	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_0	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_13	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_9	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_10	false
wh2_main_nor_rotbloods	true	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_12	false
wh2_main_nor_rotbloods	true	wh_main_chs_cha_chaos_lord_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_main_chs_cha_chaos_lord_0	false
wh2_main_nor_rotbloods	true	wh_main_chs_cha_chaos_lord_11	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_main_chs_cha_chaos_lord_11	false
wh2_main_nor_rotbloods	true	wh_main_chs_cha_chaos_lord_12	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_main_chs_cha_chaos_lord_12	false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_cha_exalted_hero_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_exalted_hero_campaign_01_0.png	wh_main_uniform_chs_exalted_hero_campaign_01	wh_dlc01_chs_cha_exalted_hero_10	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_exalted_hero_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_exalted_hero_campaign_01_0.png	wh_main_uniform_chs_exalted_hero_campaign_01	wh_main_chs_cha_exalted_hero_0	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_exalted_hero_12	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_exalted_hero_campaign_01_0.png	wh_main_uniform_chs_exalted_hero_campaign_01	wh_main_chs_cha_exalted_hero_12	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_exalted_hero_13	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_exalted_hero_campaign_01_0.png	wh_main_uniform_chs_exalted_hero_campaign_01	wh_main_chs_cha_exalted_hero_13	false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_04_0.png	wh_main_uniform_chs_sorcerer_campaign_04	wh_dlc07_chs_cha_chaos_sorcerer_shadows_0	false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_04_0.png	wh_main_uniform_chs_sorcerer_campaign_04	wh_dlc07_chs_cha_chaos_sorcerer_shadows_10	false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_04_0.png	wh_main_uniform_chs_sorcerer_campaign_04	wh_dlc07_chs_cha_chaos_sorcerer_shadows_11	false
wh2_main_nor_rotbloods	false	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_04_0.png	wh_main_uniform_chs_sorcerer_campaign_04	wh_dlc07_chs_cha_chaos_sorcerer_shadows_9	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_death_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_02_0.png	wh_main_uniform_chs_sorcerer_campaign_02	wh_main_chs_cha_chaos_sorcerer_death_0	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_death_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_02_0.png	wh_main_uniform_chs_sorcerer_campaign_02	wh_main_chs_cha_chaos_sorcerer_death_10	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_death_11	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_02_0.png	wh_main_uniform_chs_sorcerer_campaign_02	wh_main_chs_cha_chaos_sorcerer_death_11	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_death_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_02_0.png	wh_main_uniform_chs_sorcerer_campaign_02	wh_main_chs_cha_chaos_sorcerer_death_9	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_fire_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_03_0.png	wh_main_uniform_chs_sorcerer_campaign_03	wh_main_chs_cha_chaos_sorcerer_fire_0	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_fire_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_03_0.png	wh_main_uniform_chs_sorcerer_campaign_03	wh_main_chs_cha_chaos_sorcerer_fire_10	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_fire_11	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_03_0.png	wh_main_uniform_chs_sorcerer_campaign_03	wh_main_chs_cha_chaos_sorcerer_fire_11	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_fire_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_03_0.png	wh_main_uniform_chs_sorcerer_campaign_03	wh_main_chs_cha_chaos_sorcerer_fire_9	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_metal_0	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_01_0.png	wh_main_uniform_chs_sorcerer_campaign_01	wh_main_chs_cha_chaos_sorcerer_metal_0	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_metal_10	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_01_0.png	wh_main_uniform_chs_sorcerer_campaign_01	wh_main_chs_cha_chaos_sorcerer_metal_10	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_metal_11	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_01_0.png	wh_main_uniform_chs_sorcerer_campaign_01	wh_main_chs_cha_chaos_sorcerer_metal_11	false
wh2_main_nor_rotbloods	false	wh_main_chs_cha_chaos_sorcerer_metal_9	true	true	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_01_0.png	wh_main_uniform_chs_sorcerer_campaign_01	wh_main_chs_cha_chaos_sorcerer_metal_9	false
wh2_main_nor_rotbloods	false	wh_main_nor_cav_marauder_horsemen_0	true	true				false
wh2_main_nor_rotbloods	false	wh_main_nor_cav_marauder_horsemen_1	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc08_nor_inf_marauder_hunters_0	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc08_nor_inf_marauder_hunters_1	true	true				false
wh2_main_nor_rotbloods	false	wh_main_nor_inf_chaos_marauders_0	true	true				false
wh2_main_nor_rotbloods	false	wh_dlc06_chs_inf_aspiring_champions_0	true	true				false
wh2_main_nor_rotbloods	false	wh_pro04_chs_art_hellcannon_ror_0	true	true				false
wh2_main_nor_rotbloods	false	wh_pro04_chs_cav_chaos_knights_ror_0	true	true				false
wh2_main_nor_rotbloods	false	wh_pro04_chs_inf_chaos_warriors_ror_0	true	true				false
wh2_main_nor_rotbloods	false	wh_pro04_chs_inf_forsaken_ror_0	true	true				false
