ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/elo_ugma_new			
anc_adventurer_trinkets	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10.0
anc_adventurer_trinkets	wh_main_effect_force_all_campaign_upkeep	general_to_force_own	-10.0
anc_adventurer_trinkets	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	5.0
anc_adventurer_trinkets	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1.0
anc_adventurer_trinkets	wh_main_effect_character_stat_mod_armour	character_to_character_own	15.0
anc_adventurer_trinkets	elo_trash_armour	character_to_character_own	1.0
anc_resevoir_stone	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15.0
anc_resevoir_stone	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	20.0
anc_resevoir_stone	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10.0
anc_resevoir_stone	elo_reservoir_hammer	character_to_character_own	1.0
