faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive
#units_custom_battle_permissions_tables;8;db/units_custom_battle_permissions_tables/ovn_arb_vizier								
wh2_main_arb_caliphate_of_araby	true	arb_vizier_fire_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_fire_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_fire_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_life_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_life_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_life_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_heavens_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_heavens_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_heavens_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_desert_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_desert_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_caliphate_of_araby	true	arb_vizier_desert_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_fire_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_fire_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_fire_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_life_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_life_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_life_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_heavens_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_heavens_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_heavens_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_desert_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_desert_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_flaming_scimitar	true	arb_vizier_desert_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_fire_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_fire_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_fire_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_fire_1.png	arb_vizier_fire_1	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_life_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_life_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_life_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_life_0.png	arb_vizier_life_0	wh_main_emp_cha_wizard_fire_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_heavens_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_heavens_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_heavens_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_heavens_1.png	arb_vizier_heavens_1	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_desert_0	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_desert_1	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
wh2_main_arb_aswad_scythans	true	arb_vizier_desert_2	true	true	ui/portraits/portholes/no_culture/arb_vizier_desert_0.png	arb_vizier_desert_0	wh_main_emp_cha_wizard_heavens_0	false
