level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
#building_levels_tables;16;db/building_levels_tables/ovn_new_rogue_troll_chain																										
ovn_wh2_main_rogue_settlement_major_1	wh2_main_rogue_settlement_major	1	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_major_rogue	true	0	0
ovn_wh2_main_rogue_settlement_major_2	wh2_main_rogue_settlement_major	2	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	false	0	wh_cam_settlement_major_rogue	true	0	0
ovn_wh2_main_rogue_settlement_major_3	wh2_main_rogue_settlement_major	3	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	false	0	wh_cam_settlement_major_rogue	true	0	0
ovn_wh2_main_rogue_settlement_major_coast_1	wh2_main_rogue_settlement_major_coast	1	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	Wh_Cam_Settlement_Port_Generic	true	0	0
ovn_wh2_main_rogue_settlement_major_coast_2	wh2_main_rogue_settlement_major_coast	2	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	false	0	Wh_Cam_Settlement_Port_Generic	true	0	0
ovn_wh2_main_rogue_settlement_major_coast_3	wh2_main_rogue_settlement_major_coast	3	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	false	0	Wh_Cam_Settlement_Port_Generic	true	0	0
ovn_wh2_main_rogue_settlement_major_coast_ruin	wh2_main_rogue_settlement_major_coast	0	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
ovn_wh2_main_rogue_settlement_minor_1	wh2_main_rogue_settlement_minor	1	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor	false	0.0	0	true	0	wh_cam_settlement_minor_rogue	true	0	0
ovn_wh2_main_rogue_settlement_minor_2	wh2_main_rogue_settlement_minor	2	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor	false	0.0	0	true	0	wh_cam_settlement_minor_rogue	true	0	0
ovn_wh2_main_rogue_settlement_minor_3	wh2_main_rogue_settlement_minor	3	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor	false	0.0	0	true	0	wh_cam_settlement_minor_rogue	true	0	0
ovn_wh2_main_rogue_settlement_minor_coast_1	wh2_main_rogue_settlement_minor_coast	1	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	true	0	Wh_Cam_Settlement_Port_Generic	true	0	0
ovn_wh2_main_rogue_settlement_minor_coast_2	wh2_main_rogue_settlement_minor_coast	2	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	true	0	Wh_Cam_Settlement_Port_Generic	true	0	0
ovn_wh2_main_rogue_settlement_minor_coast_3	wh2_main_rogue_settlement_minor_coast	3	1	1	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	true	0	Wh_Cam_Settlement_Port_Generic	true	0	0
