Loc PackedFile	1
key	text	tooltip
building_culture_variants_name_arb_flaming_scimitar_main_1wh_main_sc_emp_araby	General Cabin	true
building_culture_variants_name_arb_flaming_scimitar_main_2wh_main_sc_emp_araby	Officers' Cabin	true
building_culture_variants_name_arb_flaming_scimitar_main_3wh_main_sc_emp_araby	Captain's Cabin	true
building_culture_variants_name_arb_flaming_scimitar_main_4wh_main_sc_emp_araby	Sea Cabin	true
building_culture_variants_name_arb_flaming_scimitar_main_5wh_main_sc_emp_araby	Great Cabin	true
building_culture_variants_name_arb_flaming_scimitar_barracks_1wh_main_sc_emp_araby	Spar Deck	true
building_culture_variants_name_arb_flaming_scimitar_barracks_2wh_main_sc_emp_araby	Upper Deck	true
building_culture_variants_name_arb_flaming_scimitar_barracks_3wh_main_sc_emp_araby	Weather Deck	true
building_culture_variants_name_arb_flaming_scimitar_support_monsters_1wh_main_sc_emp_araby	Basic Wooden Hull	true
building_culture_variants_name_arb_flaming_scimitar_support_monsters_2wh_main_sc_emp_araby	Wooden Hull with Keel	true
building_culture_variants_name_arb_flaming_scimitar_support_monsters_3wh_main_sc_emp_araby	Composite Hull	true
building_culture_variants_name_arb_flaming_scimitar_support_mages_1wh_main_sc_emp_araby	Magician's Minbar	true
building_culture_variants_name_arb_flaming_scimitar_support_mages_2wh_main_sc_emp_araby	Magician's Dome	true
building_culture_variants_name_arb_flaming_scimitar_structure_movement_1wh_main_sc_emp_araby	Topgallant Royal	true
building_culture_variants_name_arb_flaming_scimitar_structure_movement_2wh_main_sc_emp_araby	Skysail	true
building_culture_variants_name_arb_flaming_scimitar_structure_movement_3wh_main_sc_emp_araby	Moonraker	true
building_culture_variants_name_arb_flaming_scimitar_structure_upkeep_1wh_main_sc_emp_araby	Tiller	true
building_culture_variants_name_arb_flaming_scimitar_structure_upkeep_2wh_main_sc_emp_araby	Whipstaff	true
building_culture_variants_name_arb_flaming_scimitar_structure_upkeep_3wh_main_sc_emp_araby	Ship's Wheel	true
building_culture_variants_name_arb_flaming_scimitar_structure_replenishment_1wh_main_sc_emp_araby	Ship's Hold	true
building_culture_variants_name_arb_flaming_scimitar_structure_replenishment_2wh_main_sc_emp_araby	Cargo Hold	true
building_culture_variants_name_arb_flaming_scimitar_structure_replenishment_3wh_main_sc_emp_araby	Bulk Cargo Hold	true
building_culture_variants_name_arb_flaming_scimitar_structure_growth_1wh_main_sc_emp_araby	Heavy Ballast	true
building_culture_variants_name_arb_flaming_scimitar_structure_growth_2wh_main_sc_emp_araby	Stone Weight	true
building_culture_variants_name_arb_flaming_scimitar_structure_growth_3wh_main_sc_emp_araby	Steel Anchor	true
building_culture_variants_name_arb_flaming_scimitar_defense_bombardment_1wh_main_sc_emp_araby	Bronze Cannons	true
building_culture_variants_name_arb_flaming_scimitar_defense_bombardment_2wh_main_sc_emp_araby	Gunports	true
building_culture_variants_name_arb_flaming_scimitar_defense_bombardment_3wh_main_sc_emp_araby	Bronze Cannons	true
building_culture_variants_name_arb_flaming_scimitar_unique_minaret_1wh_main_sc_emp_araby	Minaret of Flames	true
building_culture_variants_name_arb_flaming_scimitar_defense_magical_bombardment_1wh_main_sc_emp_araby	Magician's Lookout	true
building_culture_variants_name_arb_flaming_scimitar_defense_magical_bombardment_2wh_main_sc_emp_araby	Minaret of Tempests	true
building_culture_variants_name_arb_golden_magus_special_galleon_graveyard_1wh2_main_arb_flaming_scimitar	The Golden Magus' Paradise	true
building_culture_variants_name_arb_golden_magus_special_galleon_graveyard_ruinwh2_main_arb_flaming_scimitar	The Golden Magus' Paradise (Inert)	true
