key	interruptable	cast_time	completion_payload	cooldown_time	category	slave_cost	global_cooldown_time	start_payload	icon	failure_cooldown_time	hostile	required_resources	expanded_resources	target	delay_payload_application	on_trigger_vo_event
#rituals_tables;15;db/rituals_tables/ovn_crafting																
ovn_arb_crafting_weapons_01	false	0	ovn_arb_crafting_weapons_01	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_common		false	
ovn_arb_crafting_weapons_02	false	0	ovn_arb_crafting_weapons_02	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_common		false	
ovn_arb_crafting_weapons_03	false	0	ovn_arb_crafting_weapons_03	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_uncommon		false	
ovn_arb_crafting_weapons_04	false	0	ovn_arb_crafting_weapons_04	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_uncommon		false	
ovn_arb_crafting_weapons_05	false	0	ovn_arb_crafting_weapons_05	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_rare		false	
ovn_arb_crafting_weapons_06	false	0	ovn_arb_crafting_weapons_06	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_rare		false	
ovn_arb_crafting_weapons_07	false	0	ovn_arb_crafting_weapons_07	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_crafted		false	
ovn_arb_crafting_weapons_08	false	0	ovn_arb_crafting_weapons_08	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_crafted		false	
ovn_arb_crafting_weapons_09	false	0	ovn_arb_crafting_weapons_09	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_seeking_bow		false	
ovn_arb_crafting_weapons_10	false	0	ovn_arb_crafting_weapons_10	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_unique		false	
ovn_arb_crafting_weapons_11	false	0	ovn_arb_crafting_weapons_11	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_unique		false	
ovn_arb_crafting_weapons_12	false	0	ovn_arb_crafting_weapons_12	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_unique		false	
ovn_arb_crafting_armor_01	false	0	ovn_arb_crafting_armor_01	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_common		false	
ovn_arb_crafting_armor_02	false	0	ovn_arb_crafting_armor_02	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_common		false	
ovn_arb_crafting_armor_03	false	0	ovn_arb_crafting_armor_03	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_uncommon		false	
ovn_arb_crafting_armor_04	false	0	ovn_arb_crafting_armor_04	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_weapons_uncommon		false	
ovn_arb_crafting_armor_05	false	0	ovn_arb_crafting_armor_05	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_rare		false	
ovn_arb_crafting_armor_06	false	0	ovn_arb_crafting_armor_06	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_rare		false	
ovn_arb_crafting_armor_07	false	0	ovn_arb_crafting_armor_07	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_rare		false	
ovn_arb_crafting_armor_08	false	0	ovn_arb_crafting_armor_08	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_unique		false	
ovn_arb_crafting_armor_09	false	0	ovn_arb_crafting_armor_09	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_crafted		false	
ovn_arb_crafting_armor_10	false	0	ovn_arb_crafting_armor_10	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_scorpion		false	
ovn_arb_crafting_armor_11	false	0	ovn_arb_crafting_armor_11	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_unique		false	
ovn_arb_crafting_armor_12	false	0	ovn_arb_crafting_armor_12	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_armor_crafted		false	
ovn_arb_crafting_enchanted_items_01	false	0	ovn_arb_crafting_enchanted_items_01	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_cheap		false	
ovn_arb_crafting_enchanted_items_02	false	0	ovn_arb_crafting_enchanted_items_02	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_uncommon		false	
ovn_arb_crafting_enchanted_items_03	false	0	ovn_arb_crafting_enchanted_items_03	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_uncommon		false	
ovn_arb_crafting_enchanted_items_04	false	0	ovn_arb_crafting_enchanted_items_04	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_rare		false	
ovn_arb_crafting_enchanted_items_05	false	0	ovn_arb_crafting_enchanted_items_05	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_rare		false	
ovn_arb_crafting_enchanted_items_06	false	0	ovn_arb_crafting_enchanted_items_06	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_crafted		false	
ovn_arb_crafting_enchanted_items_07	false	0	ovn_arb_crafting_enchanted_items_07	0	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_crafted		false	
ovn_arb_crafting_enchanted_items_08	false	0	ovn_arb_crafting_enchanted_items_08	9001	CRAFTING_RITUAL	0	0			0	false		ovn_arb_crafting_enchanted_items_crafted		false	
