key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed
#ancillaries_tables;18;db/ancillaries_tables/ovn_araby_bazzar																											
ovn_arb_baz_arm_01_copher	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			1	0		true	true	false
ovn_arb_baz_arm_02_atabeg	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			1	0		true	true	false
ovn_arb_baz_arm_03_sand_helm	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			30	0		false	false	false
ovn_arb_baz_arm_04_dwell_terror	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			30	0		false	false	false
ovn_arb_baz_arm_05_lost_breastplate	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_arm_06_uzzal_tear	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_arm_07_oasis_heart	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			50	0		false	false	false
ovn_arb_baz_arm_08_gorgon_shield	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_arm_09_faith_shield	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			101	0		false	false	false
ovn_arb_baz_arm_10_scorpion_armour	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_arm_11_khrumak_gift	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false
ovn_arb_baz_arm_12_sultan_armour	wh_main_anc_armour	.	true	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			101	0		false	false	false
ovn_arb_baz_wep_01_golden_scimitar	wh_main_anc_weapon	.	true	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			1	0		true	true	false
