units_to_groupings_military_permissions_tables	0
unit	military_group
wh2_dlc12_skv_inf_ratling_gun_0	ovn_chaos
wh2_dlc12_skv_inf_warplock_jezzails_0	ovn_chaos
wh2_dlc12_skv_veh_doom_flayer_0	ovn_chaos
wh2_dlc14_skv_inf_eshin_triads_0	ovn_chaos
wh2_dlc14_skv_inf_poison_wind_mortar_0	ovn_chaos
wh2_dlc14_skv_inf_warp_grinder_0	ovn_chaos
wh2_main_skv_art_plagueclaw_catapult	ovn_chaos
wh2_main_skv_art_warp_lightning_cannon	ovn_chaos
wh2_main_skv_inf_death_globe_bombardiers	ovn_chaos
wh2_main_skv_inf_death_runners_0	ovn_chaos
wh2_main_skv_inf_plague_monk_censer_bearer	ovn_chaos
wh2_main_skv_inf_plague_monks	ovn_chaos
wh2_main_skv_inf_poison_wind_globadiers	ovn_chaos
wh2_main_skv_inf_warpfire_thrower	ovn_chaos
wh2_main_skv_mon_hell_pit_abomination	ovn_chaos
wh2_main_skv_veh_doomwheel	ovn_chaos
wh2_dlc16_skv_mon_brood_horror_0	ovn_chaos
wh2_dlc16_skv_mon_rat_ogre_mutant	ovn_chaos
wh_dlc08_nor_inf_marauder_berserkers_0	ovn_chaos
