main_units_tables	36
additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	unit	upkeep_cost	weight	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element
	1	melee_infantry	1	false	albion_shieldmaiden_ror	80	0	1250	wh_main_shp_transport	1	1	80	0	1250			albion_shieldmaiden_ror	290	medium		false	false	0	787878018	false		wh2_main_vo_culture_Dark_Elves	infantry_spear	infantry_spear	5	false	emp_soldier_15_degrees		false	true		1250.0	0.0	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Sisters_of_Slaughter	0	true	false	1	false	false	
	1	monster	1	false	albion_bologs_giant_ror	1	0	2500	wh_main_shp_transport	1	1	1	0	2500			albion_bologs_giant_ror	500	super_heavy		false	false	0	787878007	false		wh_main_vo_culture_Giant	giant	giant	5	true	grn_giant		true	false		2500.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
	1	monstrous_infantry	1	false	elo_fly_infested_rotwood	16	0	1850	wh_main_shp_transport	1	1	16	0	1850			elo_fly_infested_rotwood	350	very_heavy		false	false	0	787878001	false		wh_dlc03_vo_culture_Spawn	ovn_fenbeasts	ovn_fenbeasts	5	true	chaos_spawn		false	true		1600.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
	1	melee_infantry	1	false	albion_woadraider_sworn_ror	100	0	1000	wh_main_shp_transport	1	1	100	0	1000			albion_woadraider_sworn_ror	190	medium		false	false	0	787878005	false		wh_main_vo_culture_Bretonnian	infantry_axe_dual	infantry_axe_dual	3	false	chaos_warrior_30_degrees		false	true		975.0	0.0	true	vo_culture_None	true	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	1	false	false	
	1	melee_cavalry	1	false	alb_cav_noble_first_ror	60	0	1200	wh_main_shp_transport	1	1	60	0	1200			alb_cav_noble_first_ror	240	heavy		false	false	0	474587	false		wh_main_vo_culture_Bretonnian	cavalry	cavalry	4	false	emp_reiksguard		false	true		1200.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Bretonnian_Mounted	0	true	false	1	false	false	
	1	melee_infantry	1	false	albion_warriors_lugh	120	0	650	wh_main_shp_transport	1	1	120	0	600			albion_warriors_lugh	115	medium		false	false	0	787878003	false		wh_main_vo_culture_Bretonnian	infantry_sword	infantry_sword	2	false	chaos_warrior_15_degrees		false	true		650.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	1	false	false	
	1	missile_infantry	1	false	albion_huntresses_warden_ror	90	0	1250	wh_main_shp_transport	1	1	90	0	1250			albion_huntresses_warden_ror	220	medium		false	false	0	787878010	false		wh_dlc05_vo_culture_Wood_Elves	wh2_main_hef_missile_infantry_bow_spear	wh2_main_hef_missile_infantry_bow_spear	4	false	wef_infantry_15_degrees		false	true		400.0	850.0	false	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Female_Units	0	true	false	1	false	false	
	1	missile_cavalry	1	false	albion_centaur_hunter_ror	60	0	1350	wh_main_shp_transport	1	1	60	0	1350			albion_centaur_hunter_ror	260	heavy		false	false	0	787878026	false		wh_dlc03_vo_culture_Beastmen	wh_dlc03_bst_centigor_missile	wh_dlc03_bst_centigor_missile	4	false	bst_centigor_40_degrees		false	true		1400.0	0.0	false	vo_culture_None	true	wh_dlc03_vo_actor_Beastmen_Gor	0	true	false	1	false	false	
	1	missile_infantry	1	false	albion_cachtorr_stonethrower	1	0	2350	wh_main_shp_transport	1	1	1	0	2350			albion_cachtorr_stonethrower	450	very_heavy		false	false	0	52474513123	false		wh_main_vo_culture_Giant	wh_dlc03_bst_cygor	wh_dlc03_bst_cygor	5	true	bst_cygor		true	false		1000.0	1300.0	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	1	false	false	
	1	melee_infantry	1	false	albion_highlander_ror	100	0	1500	wh_main_shp_transport	1	1	100	0	1500			albion_highlander_ror	295	heavy		false	false	0	787878017	false		wh_main_vo_culture_Bretonnian	infantry_sword_great	infantry_sword_great	5	false	emp_soldier_30_degrees		false	true		1500.0	0.0	false	vo_culture_None	true	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	1	false	false	
