building_levels_tables	16
level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
wh_main_emp_cha_grudge_recruit_1	wh_main_emp_cha_grudge_recruit	0	1	500	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_recruit	false	0.0	1	true	1		true	0	0
wh_main_emp_cha_grudge_recruit_2	wh_main_emp_cha_grudge_recruit	1	1	1000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_recruit	false	0.0	2	true	2		true	0	0
wh_main_emp_cha_grudge_recruit_3	wh_main_emp_cha_grudge_recruit	2	2	2000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_recruit	false	0.0	3	true	3		true	0	0
wh_main_emp_cha_grudge_wizard_1	wh_main_emp_cha_grudge_wizard	0	1	2000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_wizard	false	0.0	2	true	2		true	0	0
wh_main_emp_cha_grudge_wizard_2	wh_main_emp_cha_grudge_wizard	1	2	4000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_wizard	false	0.0	3	true	4		true	0	0
wh_main_emp_cha_grudge_worship	wh_main_emp_cha_grudge_worship	0	1	2000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_worship	false	0.0	1	true	2		true	0	0
wh_main_emp_cha_grudge_growth_1	wh_main_emp_cha_grudge_growth	0	1	500	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_growth	false	0.0	0	true	0		true	0	0
wh_main_emp_cha_grudge_growth_2	wh_main_emp_cha_grudge_growth	1	1	1000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_growth	false	0.0	1	true	1		true	0	0
wh_main_emp_cha_grudge_growth_3	wh_main_emp_cha_grudge_growth	2	2	2000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_growth	false	0.0	2	true	2		true	0	0
wh_main_emp_cha_grudge_paymaster	wh_main_emp_cha_grudge_paymaster	0	2	3000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_paymaster	false	0.0	1	true	1		true	0	0
wh_main_emp_cha_grudge_bank	wh_main_emp_cha_grudge_bank	0	2	6000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_bank	false	0.0	1	true	4		true	0	0
wh_main_emp_cha_grudge_hero	wh_main_emp_cha_grudge_hero	0	2	4000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_hero	false	0.0	1	true	3		true	0	0
wh_main_emp_cha_grudge_main_1	wh_main_emp_cha_grudge_main	0	1	1000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_main	false	0.0	0	true	0	wh_cam_settlement_major_chaos	true	0	0
wh_main_emp_cha_grudge_main_2	wh_main_emp_cha_grudge_main	1	1	2000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_main	false	0.0	1	true	1	wh_cam_settlement_major_chaos	true	0	0
wh_main_emp_cha_grudge_main_3	wh_main_emp_cha_grudge_main	2	1	4000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_main	false	0.0	2	true	2	wh_cam_settlement_major_chaos	true	0	0
wh_main_emp_cha_grudge_main_4	wh_main_emp_cha_grudge_main	3	1	6000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_main	false	0.0	4	true	3	wh_cam_settlement_major_chaos	true	0	0
wh_main_emp_cha_grudge_main_5	wh_main_emp_cha_grudge_main	4	1	8000	0		false	0	0	0	0	false				true	wh_main_emp_cha_grudge_main	false	0.0	5	true	4	wh_cam_settlement_major_chaos	true	0	0
dread_king_burial_3	wh2_dlc09_tmb_arkhan_burial_mound	2	3	5000	0		false	0	0	0	0	false				true	wh2_dlc09_tmb_arkhan_burial_mound	false	0.0	0	true	4		true	0	0
dread_king_burial_4	wh2_dlc09_tmb_arkhan_burial_mound	3	4	8000	0		false	0	0	0	0	false				true	wh2_dlc09_tmb_arkhan_burial_mound	false	0.0	0	true	5		true	0	0
