key	building	unit	xp	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/pj_rot_skaven_mercs						
1260581623	ovn_warp_skaven_mercs	wh2_main_skv_inf_plague_monks	0	0		false
1260581624	ovn_warp_skaven_mercs	wh2_dlc14_skv_inf_warp_grinder_0	0	0		false
1260581625	ovn_warp_skaven_mercs	wh2_main_skv_inf_poison_wind_globadiers	0	0		false
1260581626	ovn_warp_skaven_mercs	wh2_main_skv_inf_warpfire_thrower	0	0		false
1260581627	ovn_warp_skaven_mercs_2	wh2_main_skv_inf_death_globe_bombardiers	0	0		false
1260581628	ovn_warp_skaven_mercs_2	wh2_main_skv_inf_death_runners_0	0	0		false
1260581629	ovn_warp_skaven_mercs_2	wh2_dlc14_skv_inf_eshin_triads_0	0	0		false
1260581630	ovn_warp_skaven_mercs_2	wh2_main_skv_inf_plague_monks	0	0		false
1260581631	ovn_warp_skaven_mercs_2	wh2_dlc14_skv_inf_warp_grinder_0	0	0		false
1260581632	ovn_warp_skaven_mercs_2	wh2_main_skv_inf_poison_wind_globadiers	0	0		false
1260581633	ovn_warp_skaven_mercs_2	wh2_main_skv_inf_warpfire_thrower	0	0		false
1260581634	ovn_warp_skaven_mercs_3	wh2_main_skv_art_warp_lightning_cannon	0	0		false
1260581635	ovn_warp_skaven_mercs_3	wh2_dlc12_skv_inf_warplock_jezzails_0	0	0		false
1260581636	ovn_warp_skaven_mercs_3	wh2_main_skv_art_plagueclaw_catapult	0	0		false
1260581637	ovn_warp_skaven_mercs_3	wh2_dlc12_skv_inf_ratling_gun_0	0	0		false
1260581638	ovn_warp_skaven_mercs_3	wh2_main_skv_inf_death_globe_bombardiers	0	0		false
1260581639	ovn_warp_skaven_mercs_3	wh2_main_skv_inf_death_runners_0	0	0		false
1260581640	ovn_warp_skaven_mercs_3	wh2_dlc14_skv_inf_eshin_triads_0	0	0		false
1260581641	ovn_warp_skaven_mercs_3	wh2_main_skv_inf_plague_monks	0	0		false
1260581642	ovn_warp_skaven_mercs_3	wh2_dlc14_skv_inf_warp_grinder_0	0	0		false
1260581643	ovn_warp_skaven_mercs_3	wh2_main_skv_inf_poison_wind_globadiers	0	0		false
1260581644	ovn_warp_skaven_mercs_3	wh2_main_skv_inf_warpfire_thrower	0	0		false
1260581645	ovn_warp_skaven_mercs_4	wh2_dlc16_skv_mon_brood_horror_0	0	0		false
1260581646	ovn_warp_skaven_mercs_4	wh2_main_skv_inf_plague_monk_censer_bearer	0	0		false
1260581647	ovn_warp_skaven_mercs_4	wh2_dlc14_skv_inf_poison_wind_mortar_0	0	0		false
1260581648	ovn_warp_skaven_mercs_4	wh2_main_skv_art_warp_lightning_cannon	0	0		false
1260581649	ovn_warp_skaven_mercs_4	wh2_dlc12_skv_inf_warplock_jezzails_0	0	0		false
1260581650	ovn_warp_skaven_mercs_4	wh2_main_skv_art_plagueclaw_catapult	0	0		false
1260581651	ovn_warp_skaven_mercs_4	wh2_dlc12_skv_inf_ratling_gun_0	0	0		false
1260581652	ovn_warp_skaven_mercs_4	wh2_main_skv_inf_death_globe_bombardiers	0	0		false
1260581653	ovn_warp_skaven_mercs_4	wh2_main_skv_inf_death_runners_0	0	0		false
1260581654	ovn_warp_skaven_mercs_4	wh2_dlc14_skv_inf_eshin_triads_0	0	0		false
1260581655	ovn_warp_skaven_mercs_4	wh2_main_skv_inf_plague_monks	0	0		false
1260581656	ovn_warp_skaven_mercs_4	wh2_dlc14_skv_inf_warp_grinder_0	0	0		false
1260581657	ovn_warp_skaven_mercs_4	wh2_main_skv_inf_poison_wind_globadiers	0	0		false
1260581658	ovn_warp_skaven_mercs_4	wh2_main_skv_inf_warpfire_thrower	0	0		false
1260581659	ovn_warp_skaven_mercs_5	wh2_main_skv_mon_hell_pit_abomination	0	0		false
1260581660	ovn_warp_skaven_mercs_5	wh2_main_skv_veh_doomwheel	0	0		false
1260581661	ovn_warp_skaven_mercs_5	wh2_dlc16_skv_mon_rat_ogre_mutant	0	0		false
1260581662	ovn_warp_skaven_mercs_5	wh2_dlc12_skv_veh_doom_flayer_0	0	0		false
1260581663	ovn_warp_skaven_mercs_5	wh2_dlc16_skv_mon_brood_horror_0	0	0		false
1260581664	ovn_warp_skaven_mercs_5	wh2_main_skv_inf_plague_monk_censer_bearer	0	0		false
1260581665	ovn_warp_skaven_mercs_5	wh2_dlc14_skv_inf_poison_wind_mortar_0	0	0		false
1260581666	ovn_warp_skaven_mercs_5	wh2_main_skv_art_warp_lightning_cannon	0	0		false
1260581667	ovn_warp_skaven_mercs_5	wh2_dlc12_skv_inf_warplock_jezzails_0	0	0		false
1260581668	ovn_warp_skaven_mercs_5	wh2_main_skv_art_plagueclaw_catapult	0	0		false
1260581669	ovn_warp_skaven_mercs_5	wh2_dlc12_skv_inf_ratling_gun_0	0	0		false
1260581670	ovn_warp_skaven_mercs_5	wh2_main_skv_inf_death_globe_bombardiers	0	0		false
1260581671	ovn_warp_skaven_mercs_5	wh2_main_skv_inf_death_runners_0	0	0		false
1260581672	ovn_warp_skaven_mercs_5	wh2_dlc14_skv_inf_eshin_triads_0	0	0		false
1260581673	ovn_warp_skaven_mercs_5	wh2_main_skv_inf_plague_monks	0	0		false
1260581674	ovn_warp_skaven_mercs_5	wh2_dlc14_skv_inf_warp_grinder_0	0	0		false
1260581675	ovn_warp_skaven_mercs_5	wh2_main_skv_inf_poison_wind_globadiers	0	0		false
1260581676	ovn_warp_skaven_mercs_5	wh2_main_skv_inf_warpfire_thrower	0	0		false
