Loc PackedFile	1
key	text	tooltip
unit_description_short_texts_text_ovn_unit_short_text_arb_mon_genie	The Genies of Araby have mastery over the four native elements: water, sand, fire, and air.	true
unit_description_short_texts_text_ovn_unit_short_text_arb_mon_sea_nymph	Water Djinns that dwell along the coasts of Araby are fearsome indeed.	true
unit_description_short_texts_text_ovn_unit_short_text_arb_mon_desert_spirit	Sand Djinns that live in the deserts of Araby are a force to reckoned with.	true
unit_description_short_texts_text_ovn_unit_short_text_arb_mon_fire_efreet	Fire Djinns thrive under the hot sun of Araby and are powerful allies... and enemies.	true
unit_description_short_texts_text_ovn_unit_short_text_arb_mon_tempest_djinn	Air Djinns are native to the skys of Araby and are a excellent choice when it comes to enchanting furniture.	true
unit_description_short_texts_text_ovn_unit_short_text_arb_magician_life	The Magicians of Araby who dwell near the sea are adept at manipulating the Wind of Ghyran and taming Sea Nymphs.	true
unit_description_short_texts_text_ovn_unit_short_text_arb_magician_desert	The Magicians of the desert have their own magical tradition and are able to manipulate many of the Winds of Magic.	true
unit_description_short_texts_text_ovn_unit_short_text_arb_magician_fire	Some Arabyan Magicians have mastered a technique to control Fire Efreets, and have learned to control the Wind of Aqshy along the way.	true
unit_description_short_texts_text_ovn_unit_short_text_arb_magician_heavens	Tempest Djinns and the Wind of Azyr are the powerful allies of these Arabyan Magicians.	true
