effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh2_main_lord_trait_arb_caliphate_of_araby	wh2_dlc09_faction_diplomacy_bonus_tombkings	faction_to_faction_own_unseen	-25.0	start_turn_completed
wh2_main_lord_trait_arb_caliphate_of_araby	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	25.0	start_turn_completed
wh2_main_lord_trait_arb_caliphate_of_araby	ovn_desert_att_immune_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_main_lord_trait_arb_caliphate_of_araby	wh2_main_diplomatic_relations_crusaders	faction_to_faction_own_unseen	-10.0	start_turn_completed
wh2_main_lord_trait_arb_caliphate_of_araby	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	10.0	start_turn_completed
wh2_main_lord_trait_arb_aswad_scythans	wh2_dlc09_faction_diplomacy_bonus_tombkings	faction_to_faction_own_unseen	10.0	start_turn_completed
wh2_main_lord_trait_arb_aswad_scythans	ovn_scythan_numas_diplo	faction_to_faction_own_unseen	20.0	start_turn_completed
wh2_main_lord_trait_arb_aswad_scythans	ovn_scythans_recruit_tmbking_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_main_lord_trait_arb_aswad_scythans	ovn_desert_att_immune_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_main_lord_trait_arb_aswad_scythans	wh2_main_diplomatic_relations_crusaders	faction_to_faction_own_unseen	-10.0	start_turn_completed
wh2_main_lord_trait_arb_flaming_scimitar	wh_dlc08_effect_attrition_immunity_high_seas	faction_to_force_own	1.0	start_turn_completed
wh2_main_lord_trait_arb_flaming_scimitar	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own	50.0	start_turn_completed
wh2_main_lord_trait_arb_flaming_scimitar	wh2_main_diplomatic_relations_crusaders	faction_to_faction_own_unseen	-10.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh_main_faction_diplomacy_penalty_empire	faction_to_faction_own_unseen	10.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh_main_faction_diplomacy_penalty_dwarfs	faction_to_faction_own_unseen	10.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_faction_own_unseen	25.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	20.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh_main_effect_growth_all	faction_to_faction_own_unseen	5.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh2_dlc09_diplomacy_bonus_bretonnia	faction_to_faction_own_unseen	10.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh2_main_faction_political_diplomacy_mod_highelves	faction_to_faction_own_unseen	10.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh_main_faction_diplomacy_penalty_wood_elves_confederation	faction_to_faction_own_unseen	10.0	start_turn_completed
wh2_main_lord_trait_emp_the_moot	wh2_main_diplomatic_relations_averland_bad	faction_to_faction_own_unseen	-35.0	start_turn_completed
wh2_main_lord_trait_emp_grudgebringers	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	35.0	start_turn_completed
wh2_main_lord_trait_emp_grudgebringers	ovn_grudge_diplo_bonus	faction_to_faction_own_unseen	25.0	start_turn_completed
wh2_main_lord_trait_emp_grudgebringers	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-20.0	start_turn_completed
wh2_main_lord_trait_emp_grudgebringers	wh_main_effect_force_army_campaign_attrition_all_resistance	faction_to_force_own	-10.0	start_turn_completed
wh2_main_lord_trait_emp_grudgebringers	ovn_grudge_replenish_dummy	faction_to_force_own	1.0	start_turn_completed
wh2_main_lord_trait_tmb_the_sentinels	wh2_dlc09_effect_book_vampire_units	faction_to_force_own_unseen	1.0	start_turn_completed
wh2_main_lord_trait_tmb_the_sentinels	wh2_dlc09_faction_diplomacy_bonus_tombkings	faction_to_faction_own_unseen	-50.0	start_round_completed
wh2_main_lord_trait_tmb_the_sentinels	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	10.0	start_round_completed
wh2_main_lord_trait_tmb_the_sentinels	wh_main_effect_religion_undeath_public_order	faction_to_province_own_unseen	20.0	start_round_completed
wh2_main_lord_trait_tmb_the_sentinels	hidden_no_sepulchral_stalkers	faction_to_faction_own_unseen	-1.0	start_round_completed
wh2_main_lord_trait_tmb_the_sentinels	wh_main_faction_diplomacy_penalty_vampire_counts	faction_to_faction_own_unseen	20.0	start_round_completed
wh2_main_lord_trait_nor_trollz	wh_main_effect_public_order_base	faction_to_province_own	5.0	start_turn_completed
wh2_main_lord_trait_nor_trollz	wh_main_effect_religion_conversion_chaos	faction_to_region_own	2.0	start_turn_completed
wh2_main_lord_trait_nor_trollz	wh_main_effect_province_growth_other	faction_to_province_own	10.0	start_turn_completed
wh2_main_lord_trait_hef_citadel_of_dusk	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own	10.0	start_turn_completed
wh2_main_lord_trait_hef_citadel_of_dusk	ovn_cod_defender_mech_dummy_good	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_main_lord_trait_hef_citadel_of_dusk	ovn_cod_defender_mech_dummy_bad	faction_to_faction_own_unseen	-1.0	start_turn_completed
wh2_main_lord_trait_hef_citadel_of_dusk	ovn_cod_ll_visit_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_main_lord_trait_amz_amazons	wh_main_effect_force_unit_stat_morale_own_territory	faction_to_force_own	8.0	start_turn_completed
wh2_main_lord_trait_amz_amazons	wh2_dlc10_effect_global_recruitment_duration_all	faction_to_force_own	1.0	start_turn_completed
wh2_main_lord_trait_nor_rotbloods	wh2_dlc10_effect_force_all_campaign_captives	faction_to_province_own_unseen	50.0	start_turn_completed
wh2_main_lord_trait_nor_rotbloods	wh2_main_effect_slave_decline_modifier	faction_to_province_own_unseen	50.0	start_turn_completed
wh2_main_lord_trait_nor_rotbloods	wh2_main_effect_slave_income_modifier	faction_to_province_own_unseen	30.0	start_turn_completed
wh2_main_lord_trait_nor_rotbloods	wh_main_effect_force_all_campaign_raid_income	faction_to_faction_own	40.0	start_turn_completed
wh2_main_lord_trait_nor_servants_of_fimulneid	wh2_main_effect_slave_income_modifier	faction_to_province_own_unseen	50.0	start_turn_completed
wh2_main_lord_trait_nor_servants_of_fimulneid	wh2_dlc10_effect_force_all_campaign_captives	faction_to_province_own_unseen	75.0	start_turn_completed
wh2_main_lord_trait_nor_harbingers_of_doom	wh2_main_effect_slave_income_modifier	faction_to_province_own_unseen	20.0	start_turn_completed
wh2_main_lord_trait_nor_harbingers_of_doom	wh2_dlc10_effect_force_all_campaign_captives	faction_to_province_own_unseen	25.0	start_turn_completed
wh2_main_lord_trait_nor_harbingers_of_doom	wh_main_effect_force_unit_stat_morale	faction_to_force_own	5.0	start_turn_completed
wh2_main_lord_trait_nor_harbingers_of_doom	wh_main_effect_force_unit_stat_melee_attack	faction_to_force_own	5.0	start_turn_completed
wh2_main_lord_trait_vmp_blood_dragons	wh_main_faction_xp_increase_generals	province_to_province_own_factionwide	3.0	start_turn_completed
wh2_main_lord_trait_vmp_blood_dragons	wh_main_effect_character_stat_mod_melee_attack	faction_to_character_own	15.0	start_turn_completed
