id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_fimir		
97000001	wh_main_nor_settlement_major_5	ovn_boglar
97000002	wh_main_nor_outpost_major_human_2_coast	ovn_boglar
97000003	wh_main_nor_outpost_major_human_2_coast	ovn_boglar
97000004	wh_main_nor_outpost_minor_human_3_coast	ovn_boglar
97000005	wh_main_nor_settlement_major_4_coast	ovn_boglar
97000006	wh_main_nor_settlement_major_2	ovn_boglar
97000007	wh_main_nor_settlement_major_5	ovn_boglar
97000008	wh_main_nor_settlement_major_3	ovn_boglar
97000009	wh_main_nor_settlement_major_4	ovn_boglar
97000010	wh_main_nor_outpost_major_human_2_coast	ovn_boglar
97000011	wh_main_nor_outpost_major_human_3_coast	ovn_boglar
97000012	wh_main_nor_settlement_major_4	ovn_boglar
97000013	wh_main_nor_settlement_major_1_coast	ovn_boglar
97000014	wh_main_nor_settlement_major_5_coast	ovn_boglar
97000015	wh_main_nor_settlement_minor_2_coast	ovn_boglar
97000016	wh_main_nor_settlement_major_3_coast	ovn_boglar
97000017	wh_main_nor_outpost_minor_human_3_coast	ovn_boglar
97000018	wh_main_nor_settlement_minor_3_coast	ovn_boglar
97000019	wh_main_nor_outpost_major_human_2_coast	ovn_fimm
97000020	wh_main_nor_outpost_major_human_2_coast	ovn_fimm
97000021	wh_main_nor_settlement_major_1_coast	ovn_boglar
97000022	wh_main_nor_settlement_major_4	ovn_boglar
97000023	wh_main_nor_settlement_minor_1_coast	ovn_boglar
97000024	wh_main_nor_outpost_minor_human_1_coast	ovn_boglar
97000025	wh_main_nor_outpost_major_human_1_coast	ovn_boglar
97000026	wh_main_nor_settlement_major_5	ovn_boglar
97000027	wh_main_nor_settlement_major_3_coast	ovn_boglar
97000028	wh_main_nor_settlement_major_5	ovn_boglar
97000029	wh_main_nor_settlement_major_2	ovn_boglar
97000030	wh_main_nor_outpost_minor_human_1_coast	ovn_boglar
97000031	wh_main_nor_settlement_major_4	ovn_boglar
97000032	wh_main_nor_settlement_minor_2_coast	ovn_boglar
