key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
#technology_nodes_tables;3;db/technology_nodes_tables/!!_remove_vanilla											
troll_tech_nor_creatures_01		wh2_main_nor_trollz	28	tech_dlc08_nor_creatures_01	nor_mil	0	999999	999999	0		
troll_tech_nor_creatures_02		wh2_main_nor_trollz	-2	tech_dlc08_nor_creatures_02	nor_mil	0	999999	999999	0		
troll_tech_nor_creatures_03		wh2_main_nor_trollz	-2	tech_dlc08_nor_creatures_03	nor_mil	0	999999	999999	0		
troll_tech_nor_creatures_04		wh2_main_nor_trollz	-2	tech_dlc08_nor_creatures_04	nor_mil	0	999999	999999	0		
troll_tech_nor_creatures_05		wh2_main_nor_trollz	-2	tech_dlc08_nor_creatures_05	nor_mil	0	999999	999999	0		
troll_tech_nor_creatures_06		wh2_main_nor_trollz	-2	tech_dlc08_nor_creatures_06	nor_mil	0	999999	999999	0		
troll_tech_nor_creatures_07		wh2_main_nor_trollz	-2	tech_dlc08_nor_creatures_07	nor_mil	0	999999	999999	0		
troll_tech_nor_marauders_01		wh2_main_nor_trollz	-2	tech_dlc08_nor_marauders_01	nor_mil	0	999999	999999	0		
troll_tech_nor_marauders_02		wh2_main_nor_trollz	-2	tech_dlc08_nor_marauders_02	nor_mil	0	999999	999999	0		
troll_tech_nor_marauders_03		wh2_main_nor_trollz	-2	tech_dlc08_nor_marauders_03	nor_mil	0	999999	999999	0		
troll_tech_nor_marauders_04		wh2_main_nor_trollz	-2	tech_dlc08_nor_marauders_04	nor_mil	0	999999	999999	0		
troll_tech_nor_marauders_05		wh2_main_nor_trollz	-2	tech_dlc08_nor_marauders_05	nor_mil	0	999999	999999	0		
troll_tech_nor_marauders_06		wh2_main_nor_trollz	-2	tech_dlc08_nor_marauders_06	nor_mil	0	999999	999999	0		
troll_tech_nor_marauders_07		wh2_main_nor_trollz	-2	tech_dlc08_nor_marauders_07	nor_mil	0	999999	999999	0		
