campaign_group_member_criteria_regions_tables	0
member	region
rotbloods_occupation_decision_region_handover_wh2_main_aghol_wastelands_fortress_of_the_damned	wh2_main_aghol_wastelands_fortress_of_the_damned
rotbloods_occupation_decision_region_handover_wh2_main_aghol_wastelands_palace_of_princes	wh2_main_aghol_wastelands_palace_of_princes
rotbloods_occupation_decision_region_handover_wh2_main_aghol_wastelands_the_palace_of_ruin	wh2_main_aghol_wastelands_the_palace_of_ruin
rotbloods_occupation_decision_region_handover_wh2_main_albion_albion	wh2_main_albion_albion
rotbloods_occupation_decision_region_handover_wh2_main_albion_citadel_of_lead	wh2_main_albion_citadel_of_lead
rotbloods_occupation_decision_region_handover_wh2_main_albion_isle_of_wights	wh2_main_albion_isle_of_wights
rotbloods_occupation_decision_region_handover_wh2_main_ash_river_numas	wh2_main_ash_river_numas
rotbloods_occupation_decision_region_handover_wh2_main_ash_river_quatar	wh2_main_ash_river_quatar
rotbloods_occupation_decision_region_handover_wh2_main_ash_river_springs_of_eternal_life	wh2_main_ash_river_springs_of_eternal_life
rotbloods_occupation_decision_region_handover_wh2_main_atalan_mountains_eye_of_the_panther	wh2_main_atalan_mountains_eye_of_the_panther
rotbloods_occupation_decision_region_handover_wh2_main_atalan_mountains_martek	wh2_main_atalan_mountains_martek
rotbloods_occupation_decision_region_handover_wh2_main_atalan_mountains_vulture_mountain	wh2_main_atalan_mountains_vulture_mountain
rotbloods_occupation_decision_region_handover_wh2_main_avelorn_evershale	wh2_main_avelorn_evershale
rotbloods_occupation_decision_region_handover_wh2_main_avelorn_gaean_vale	wh2_main_avelorn_gaean_vale
rotbloods_occupation_decision_region_handover_wh2_main_avelorn_tor_saroir	wh2_main_avelorn_tor_saroir
rotbloods_occupation_decision_region_handover_wh2_main_blackspine_mountains_plain_of_dogs	wh2_main_blackspine_mountains_plain_of_dogs
rotbloods_occupation_decision_region_handover_wh2_main_blackspine_mountains_plain_of_spiders	wh2_main_blackspine_mountains_plain_of_spiders
rotbloods_occupation_decision_region_handover_wh2_main_blackspine_mountains_red_desert	wh2_main_blackspine_mountains_red_desert
rotbloods_occupation_decision_region_handover_wh2_main_caledor_tor_sethai	wh2_main_caledor_tor_sethai
rotbloods_occupation_decision_region_handover_wh2_main_caledor_vauls_anvil	wh2_main_caledor_vauls_anvil
