effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;3;db/effects_tables/elo_troll_ugma					
raw_might_charge7	charge.png	140	charge.png	battle	true
raw_might_speed7	battle_movement.png	140	battle_movement.png	battle	true
raw_might_missle_res7	resistance_missile.png	140	resistance_missile.png	battle	true
children_chaos_mdef	defence.png	140	defence.png	battle	true
children_chaos_wps	weapon_damage.png	140	weapon_damage.png	battle	true
mountain_masters_phy_res7	resistance_physical.png	140	resistance_physical.png	battle	true
mountain_masters_wps7	weapon_damage.png	140	weapon_damage.png	battle	true
mountain_masters_ma	melee.png	140	melee.png	battle	true
unnatural_resilience_mdf	defence.png	140	defence.png	battle	true
unnatural_resilience_armour	armour.png	140	armour.png	battle	true
blight_men_mag_res7	resistance_magic.png	140	resistance_magic.png	battle	true
blight_men_mag_mdf7	defence.png	140	defence.png	battle	true
blight_men_mag_wps7	weapon_damage.png	140	weapon_damage.png	battle	true
menace_land_ma	melee.png	140	melee.png	battle	true
menace_land_wps	weapon_damage.png	140	weapon_damage.png	battle	true
scourge_north_speed7	battle_movement.png	140	battle_movement.png	battle	true
scourge_north_ma7	melee.png	140	melee.png	battle	true
scourge_north_mdef7	defence.png	140	defence.png	battle	true
ice_snow_charge	charge.png	140	charge.png	battle	true
ice_snow_ma	melee.png	140	melee.png	battle	true
enable_stink	general_ability.png	140	general_ability.png	battle	true
elo_all_trolls_ma	melee.png	140	melee.png	battle	true
elo_all_trolls_mdef	defence.png	140	defence.png	battle	true
elo_all_trolls_up	skaven_food.png	200	income.png	campaign	false
elo_all_trolls_mis_res	resistance_missile.png	140	resistance_missile.png	battle	true
elo_all_trolls_moral	morale.png	140	morale.png	battle	true
elo_all_trolls_replen	replenishment.png	101	replenishment.png	campaign	true
elo_charge_trolls_fim	charge.png	140	charge.png	battle	true
elo_cost_trolls_fim	income.png	140	income.png	campaign	false
elo_wps_trolls_fim	weapon_damage.png	101	weapon_damage.png	battle	true
ugma_river_morale	morale.png	140	morale.png	battle	true
ugma_river_physical	resistance_physical.png	140	resistance_physical.png	battle	true
ugma_river_attack	melee.png	140	melee.png	battle	true
enable_death_stench	general_ability.png	140	general_ability.png	battle	true
disable_horrible_stench	general_ability.png	100	general_ability.png	battle	true
enable_mon_strength	general_ability.png	100	general_ability.png	battle	true
rivertroll_blood_dummy	general_ability.png	100	general_ability.png	battle	true
ovn_cost_trolls	skaven_food.png	140	income.png	campaign	false
