variants_tables	6
variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
elo_chief_ugma		elo_chief_ugma		0.9	0.9	0.0	
elo_chief_ugma_campaign		elo_chief_ugma_campaign		1.0	1.0	0.0	
elo_carrion_gobbo_bow		elo_carrion_gobbo_bow		0.95	0.95	0.1	
elo_carrion_squig_hoppers		elo_carrion_squig_hoppers		0.95	0.95	0.1	
elo_carrion_gobbo_melee		elo_carrion_gobbo_melee		0.95	0.95	0.1	
elo_night_trolls_ror		elo_night_trolls_ror		1.15	1.15	0.15	
elo_armoured_icetrolls		elo_armoured_icetrolls		0.75	0.75	0.05	
elo_southern_trolls		elo_southern_trolls		0.6	0.6	0.05	
elo_red_avalanche		elo_red_avalanche		1.0	1.0	0.05	
elo_river_trolls		elo_river_trolls		0.8	0.8	0.15	
elo_mountain_trolls		elo_mountain_trolls		1.15	1.15	0.15	
elo_shipwreckers		elo_shipwreckers		1.0	1.0	0.15	
elo_cha_troll_lord		elo_cha_troll_lord		0.9	0.9	0.05	
elo_cha_troll_lord_01		elo_cha_troll_lord_01		0.9	0.9	0.05	
elo_kin		elo_kin		1.0	1.0	0.1	
elo_cha_troll_lord_02		elo_cha_troll_lord_02		0.9	0.9	0.05	
elo_cha_troll_lord_03		elo_cha_troll_lord_03		0.9	0.9	0.05	
elo_forest_trolls		elo_forest_trolls		0.75	0.75	0.05	
elo_bile_trolls		elo_bile_troll_new		1.2	1.2	0.15	
elo_snow_troll		elo_snow_troll		1.3	1.3	0.15	
elo_armoured_icetrolls		elo_armoured_icetrolls		0.75	0.75	0.05	
elo_southern_trolls		elo_southern_trolls		0.6	0.6	0.05	
elo_red_avalanche		elo_red_avalanche		1.0	1.0	0.05	
elo_river_trolls		elo_river_trolls		0.8	0.8	0.15	
elo_mountain_trolls		elo_mountain_trolls		1.15	1.15	0.15	
elo_shipwreckers		elo_shipwreckers		1.0	1.0	0.15	
elo_cha_troll_lord		elo_cha_troll_lord		0.9	0.9	0.05	
elo_cha_troll_lord_01		elo_cha_troll_lord_01		0.9	0.9	0.05	
elo_kin		elo_kin		1.0	1.0	0.1	
elo_cha_troll_lord_02		elo_cha_troll_lord_02		0.9	0.9	0.05	
elo_cha_troll_lord_03		elo_cha_troll_lord_03		0.9	0.9	0.05	
elo_forest_trolls		elo_forest_trolls		0.75	0.75	0.05	
elo_bile_trolls		elo_bile_trolls		1.2	1.2	0.15	
elo_snow_troll		elo_snow_troll		1.3	1.3	0.15	
ovn_trl_stone_throw_troll		trl_stone_throw_troll		1.7	1.7	0.1	
elo_lava_trolls		elo_lava_trolls		0.8	0.8	0.1	
elo_warpstone_trolls		elo_warpstone_trolls		1.15	1.15	0.15	
