Loc PackedFile	1
key	text	tooltip
building_culture_variants_name_wh_main_emp_cha_grudge_recruit_1wh2_main_emp_grudgebringers	Press-Gang Wagon	true
building_culture_variants_name_wh_main_emp_cha_grudge_recruit_2wh2_main_emp_grudgebringers	Conscripter Wagon	true
building_culture_variants_name_wh_main_emp_cha_grudge_recruit_3wh2_main_emp_grudgebringers	Mercenary Contractor Wagon	true
building_culture_variants_name_wh_main_emp_cha_grudge_wizard_1wh2_main_emp_grudgebringers	Wizard's Cart	true
building_culture_variants_name_wh_main_emp_cha_grudge_wizard_2wh2_main_emp_grudgebringers	Wizards Stall	true
building_culture_variants_name_wh_main_emp_cha_grudge_worshipwh2_main_emp_grudgebringers	Sigmar Altar	true
building_culture_variants_name_wh_main_emp_cha_grudge_growth_1wh2_main_emp_grudgebringers	Scouts Post	true
building_culture_variants_name_wh_main_emp_cha_grudge_growth_2wh2_main_emp_grudgebringers	Hunter's Lodge	true
building_culture_variants_name_wh_main_emp_cha_grudge_growth_3wh2_main_emp_grudgebringers	Ranger's Outpost	true
building_culture_variants_name_wh_main_emp_cha_grudge_paymasterwh2_main_emp_grudgebringers	Paymaster Wagon	true
building_culture_variants_name_wh_main_emp_cha_grudge_bankwh2_main_emp_grudgebringers	Camp Blacksmith	true
building_culture_variants_name_wh_main_emp_cha_grudge_herowh2_main_emp_grudgebringers	Trader	true
building_culture_variants_name_wh_main_emp_cha_grudge_main_1wh2_main_emp_grudgebringers	Small Camp	true
building_culture_variants_name_wh_main_emp_cha_grudge_main_2wh2_main_emp_grudgebringers	Camp	true
building_culture_variants_name_wh_main_emp_cha_grudge_main_3wh2_main_emp_grudgebringers	War Camp	true
building_culture_variants_name_wh_main_emp_cha_grudge_main_4wh2_main_emp_grudgebringers	Camp Fort	true
building_culture_variants_name_wh_main_emp_cha_grudge_main_5wh2_main_emp_grudgebringers	Wagon Fort	true
building_culture_variants_name_wh_main_emp_farm_basic_1wh2_main_emp_grudgebringers	Barber Surgeon	false
building_culture_variants_name_wh_main_emp_farm_basic_2wh2_main_emp_grudgebringers	Aid Station	false
building_culture_variants_name_wh_main_emp_farm_basic_3wh2_main_emp_grudgebringers	Field Hospital	false
building_culture_variants_name_wh_main_emp_settlement_major_3_coastwh2_main_emp_grudgebringers	Large Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_2_coastwh2_main_emp_grudgebringers	Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_1_coastwh2_main_emp_grudgebringers	Small Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_5_coastwh2_main_emp_grudgebringers	Sprawling Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_4_coastwh2_main_emp_grudgebringers	Bustling Outpost	true
building_culture_variants_name_wh_main_emp_settlement_minor_3_coastwh2_main_emp_grudgebringers	Large Outpost	true
building_culture_variants_name_wh_main_emp_settlement_minor_2_coastwh2_main_emp_grudgebringers	Outpost	true
building_culture_variants_name_wh_main_emp_settlement_minor_1_coastwh2_main_emp_grudgebringers	Small Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_1wh2_main_emp_grudgebringers	Small Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_2wh2_main_emp_grudgebringers	Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_3wh2_main_emp_grudgebringers	Large Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_4wh2_main_emp_grudgebringers	Bustling Outpost	true
building_culture_variants_name_wh_main_emp_settlement_major_5wh2_main_emp_grudgebringers	Sprawling Outpost	true
building_culture_variants_name_wh_main_emp_settlement_minor_1wh2_main_emp_grudgebringers	Small Outpost	true
building_culture_variants_name_wh_main_emp_settlement_minor_2wh2_main_emp_grudgebringers	Outpost	true
building_culture_variants_name_wh_main_emp_settlement_minor_3wh2_main_emp_grudgebringers	Large Outpost	true
building_culture_variants_name_wh_main_emp_worship_1wh2_main_emp_grudgebringers	Shrine of Sigmar	true
