Loc PackedFile	1
key	text	tooltip
units_custom_battle_mounts_mount_name_elo_dread_centurionelo_dread_centurion_horse	Skeletal Steed	true
units_custom_battle_mounts_localised_description_elo_dread_centurionelo_dread_centurion_horse	Long-dead destriers, awakened to serve their Unliving masters far beyond death.	true
units_custom_battle_mounts_mount_name_elo_dread_centurionelo_dread_centurion_barded_horse	Barded Skeletal Steed	true
units_custom_battle_mounts_localised_description_elo_dread_centurionelo_dread_centurion_barded_horse	Long-dead destriers, awakened to serve their Unliving masters far beyond death, wrapped in blackened\\nsteel to protect the bones underneath.	true
units_custom_battle_mounts_mount_name_elo_dread_centurionelo_dread_centurion_chariot	Skeleton Chariot	true
units_custom_battle_mounts_localised_description_elo_dread_centurionelo_dread_centurion_chariot	Bone steeds pull dreaded chariots made from thick steel, impacting enemy lines with bone-shattering force and grinding all beneath their heavy wheels.	true
units_custom_battle_mounts_mount_name_elo_liche_generalelo_liche_general_barded_steed	Barded Skeletal Steed	true
units_custom_battle_mounts_localised_description_elo_liche_generalelo_liche_general_barded_steed	Long-dead destriers, awakened to serve their Unliving masters far beyond death, wrapped in blackened\\nsteel to protect the bones underneath.	true
units_custom_battle_mounts_mount_name_elo_liche_generalelo_liche_general_chariot	Skeleton Chariot	true
units_custom_battle_mounts_localised_description_elo_liche_generalelo_liche_general_chariot	Bone steeds pull dreaded chariots made from thick steel, impacting enemy lines with bone-shattering force and grinding all beneath their heavy wheels.	true
units_custom_battle_mounts_mount_name_elo_liche_generalelo_liche_general_warsphinx	Khemrian Warsphinx	true
units_custom_battle_mounts_localised_description_elo_liche_generalelo_liche_general_warsphinx	Through the actions of Traitor Kings, the forces of Nagash have access to Warsphinxes.	true
