Loc PackedFile	1
key	text	tooltip
effects_description_elo_fimir_rusher_sp	Speed: %+n% for Zoats, Hounds and Marsh Reavers	true
effects_description_elo_fimir_rusher_ch	Charge Bonus: %+n for Zoats, Hounds and Marsh Reavers	true
effects_description_elo_fimir_first_wave_ma	Melee Attack: %+n for Boglars, Shearls and Deathquest	true
effects_description_elo_fimir_first_wave_wps	Weapon Strength: %+n% for Boglars, Shearls and Deathquest	true
effects_description_elo_fimir_bog_monsters_wps	Weapon Strength: %+n% for Fenbeasts and Troll units	true
effects_description_elo_fimir_bog_monsters_md	Melee Defence: %+n for Fenbeasts and Troll units	true
effects_description_elo_fimir_swamp_warriors_ma	Melee Attack: %+n for Fimir Warriors, Fimm Guard and Fianna Fimm	true
effects_description_elo_fimir_swamp_warriors_md	Melee Defence: %+n for Fimir Warriors, Fimm Guard and Fianna Fimm	true
effects_description_elo_fimir_giants_fen_sp	Speed: %+n% for Chaos Giants, Fenhulks and Mistmor	true
effects_description_elo_fimir_giants_fen_ma	Melee Attack: %+n for Chaos Giants, Fenhulks and Mistmor	true
effects_description_elo_fimir_r7_warriors_md	Melee Defence: %+n for Boglars, Shearls, Deathquest, Fimir Warriors, Fimm Guard, Finmor and Fianna Fimm {{tr:rank7}}	true
effects_description_elo_fimir_r7_warriors_armour	Armour: %+n for Boglars, Shearls, Deathquest, Fimir Warriors, Fimm Guard, Finmor and Fianna Fimm {{tr:rank7}}	true
effects_description_elo_fimir_r7_warriors_phyres	Physical Resistance: %+n% for Boglars, Shearls, Deathquest, Fimir Warriors, Fimm Guard, Finmor and Fianna Fimm {{tr:rank7}}	true
effects_description_elo_fimir_r7_auxillaries_missres	Missile Resistance: %+n% for Fenbeasts and Troll units {{tr:rank7}}	true
effects_description_elo_fimir_r7_auxillaries_md	Melee Defence: %+n for Fenbeasts and Troll units {{tr:rank7}}	true
effects_description_elo_fimir_r7_auxillaries_morale	Leadership: %+n for Fenbeasts and Troll units {{tr:rank7}}	true
effects_description_elo_fimir_r7_fast_wps	Weapon Strength: %+n% for Zoats, Hounds and Marsh Reavers {{tr:rank7}}	true
effects_description_elo_fimir_r7_fast_ma	Melee Attack: %+n for Zoats, Hounds and Marsh Reavers {{tr:rank7}}	true
effects_description_elo_fimir_r7_fast_ch	Charge Bonus: %+n for Zoats, Hounds and Marsh Reavers {{tr:rank7}}	true
effects_description_elo_fimir_r7_giants_ward	Ward Save: %+n% for Chaos Giants, Fenhulks and Mistmor {{tr:rank7}}	true
effects_description_elo_fimir_r7_giants_wps	Weapon Strength: %+n% for Chaos Giants, Fenhulks and Mistmor {{tr:rank7}}	true
effects_description_elo_fimir_r7_giants_armour	Armour: %+n for Chaos Giants, Fenhulks and Mistmor {{tr:rank7}}	true
effects_description_fimir_slaves_upkeep	Upkeep: %+n% for Boglars and Shearls	true
effects_description_fimir_slaves_cost	Recruitment Cost: %+n% for Boglars and Shearls	true
effects_description_fimir_warrior_elite_xp	Recruitment Rank: %+n for Fimir Warriors, Fimm Guard and Fianna Fimm	true
effects_description_fimir_warrior_elite_md	Melee Defence: %+n for Fimir Warriors, Fimm Guard and Fianna Fimm	true
effects_description_fimir_warrior_elite_up	Upkeep: %+n% for Fimir Warriors, Fimm Guard and Fianna Fimm	true
effects_description_fimir_warrior_elite_cost	Recruitment Cost: %+n%  for Fimir Warriors, Fimm Guard and Fianna Fimm	true
effects_description_fimir_untamed_monsters_frenzy	Passive Ability: "Frenzy" for Zoats, Giants and Troll units	true
effects_description_fimir_untamed_monsters_guerilla	Enables Guerilla Deployment for Zoats, Giants and Troll units	true
effects_description_fimir_untamed_monsters_rampage	Enables Rampage for Zoats, Giants and Troll units	true
effects_description_elo_fimir_witness_me	Ability: "Under the Eyes of the Gods"	true
effects_description_fimir_warrior_elite_wps	Weapon Strength: %+n% for Fimir Warriors, Fimm Guard, Finmor and Fianna Fimm	true
effects_description_fimir_warrior_elite_armour	Armour: %+n for Fimir Warriors, Fimm Guard, Finmor and Fianna Fimm	true
effects_description_dlc08_nor_fimirs_ma	Melee Attack: %+n for all Fimir units	true
effects_description_dlc08_nor_fimirs_up	Upkeep: %+n% for all Fimir units	true
effects_description_elo_fimir_shearl_ma	Melee Attack: %+n for Fimir Shearls, Javelineers and Death Quest units	true
effects_description_elo_fimir_shearl_md	Melee Defence: %+n for Fimir Shearls, Javelineers and Death Quest units	true
effects_description_elo_fimir_useful_shearls_wps	Weapon Strength: %+n% for Fimir Javelineers and Death Quest units	true
effects_description_elo_fimir_useful_shearls_charge	Charge: %+n% for Fimir Javelineers and Death Quest units	true
effects_description_elo_fimir_useful_shearls_ammo	Ammunition: %+n% for Fimir Javelineers	true
effects_description_elo_fimir_useful_shearls_mdmg	Missile Damage: %+n% for Fimir Javelineers	true
effects_description_elo_fimir_apprentices_mdmg	Missile Damage: %+n% for Balefiend Apprentices	true
effects_description_elo_fimir_apprentices_reload	Reload: %+n% for Balefiend Apprentices	true
effects_description_elo_fimir_apprentices_range	Range: %+n% for Balefiend Apprentices	true
effects_description_elo_low_level_swamp_dwellers_rep	Replenishment: %+n% for Boglars and Chaos Warhound units	true
effects_description_elo_low_level_swamp_dwellers_speed	Speed: %+n% for Boglars and Chaos Warhound units	true
effects_description_elo_low_level_swamp_dwellers_vsinf	Bonus vs. Infantry: %+n for Boglars and Chaos Warhound units	true
effects_description_elo_fimir_trolls_charge	Charge: %+n% for Troll units	true
effects_description_elo_fimir_trolls_ma	Melee Attack: %+n for Troll units	true
effects_description_elo_fimir_trolls_armour	Armour: %+n for Troll units	true
