hint	key
#character_skill_utilization_hints_junctions_tables;0;db/character_skill_utilization_hints_junctions_tables/@cr_magicians	
USEFUL_ALWAYS	ovn_skill_arb_all_unique_ward_of_the_one
USEFUL_ALWAYS	ovn_skill_arb_magician_unique_magician_life_magic_carpet
USEFUL_ALWAYS	ovn_skill_arb_magician_unique_magician_life_djinn_vessel
USEFUL_ALWAYS	ovn_skill_arb_magician_unique_magician_desert_magic_carpet
USEFUL_ALWAYS	ovn_skill_arb_magician_unique_magician_desert_djinn_vessel
USEFUL_ALWAYS	ovn_skill_arb_magician_unique_magician_fire_magic_carpet
USEFUL_ALWAYS	ovn_skill_arb_magician_unique_magician_fire_djinn_vessel
USEFUL_ALWAYS	ovn_skill_arb_magician_unique_magician_heavens_magic_carpet
USEFUL_ALWAYS	ovn_skill_arb_magician_unique_magician_heavens_djinn_vessel
