bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/bl_elo_dural	
woad_paint	bl_elo_dural_durak
disciplined	bl_elo_dural_durak
spellcaster	bl_elo_dural_durak
regeneration	elo_summon_fenbeasts
armour_piercing	elo_summon_fenbeasts
woad_paint	bl_elo_dural_durak_horse
disciplined	bl_elo_dural_durak_horse
spellcaster	bl_elo_dural_durak_horse
woad_paint	bl_elo_dural_durak_chariot
disciplined	bl_elo_dural_durak_chariot
spellcaster	bl_elo_dural_durak_chariot
anti_infantry	bl_elo_dural_durak_chariot
