Loc PackedFile	1
key	text	tooltip
effect_bundles_localised_title_sr_arab_bundle	Araby Prejudice	true
effect_bundles_localised_description_sr_arab_bundle	Araby holds ancient bonds and hatreds though they have mellowed with time.	true
effects_description_wh2_main_diplomatic_relations_crusaders_bad	Diplomatic relations: %+n with the factions of [[img:ovn_scythans]][[/img]]Aswad Scythans, [[img:ovn_araby]][[/img]]Caliphate of Araby & [[img:ovn_scimitar]][[/img]]the Flaming Scimitar.	true
effects_description_ovn_desert_att_immune_dummy	Immune to Desert Attrition	true
effects_description_ovn_scythans_recruit_tmbking_dummy	Enables recruitment of certain Tomb King units	true
effects_description_ovn_grudge_horde_dummy	A roving camp which grows with the mercenaries reputation.	true
effects_description_ovn_grudge_mercenary_dummy	Wide selection of rare and powerful legendary mercenaries	true
effect_bundles_localised_title_wh2_main_lord_trait_arb_caliphate_of_araby	Of Magic and Coin	true
effect_bundles_localised_description_wh2_main_lord_trait_arb_caliphate_of_araby	Long thought dead, Jaffar has arisen through some nefarious way and taken back power ushering in a new age of magic and trade.	true
effect_bundles_localised_title_wh2_main_lord_trait_arb_aswad_scythans	Of Dune and Crypt	true
effect_bundles_localised_description_wh2_main_lord_trait_arb_aswad_scythans	The Scythans were once a nomadic people but now serve and defend the deserts of the Tomb Kings to the east. 	true
effect_bundles_localised_title_wh2_main_lord_trait_arb_flaming_scimitar	Of Sea and Sand	true
effect_bundles_localised_description_wh2_main_lord_trait_arb_flaming_scimitar	Led by the seafaring Golden Magus these veteran sailors have been far and wide in search of gold and glory.	true
effects_description_ovn_grudge_good_dummy	Servants of Order: Cannot declare war on Empires States, Bretonnian Kingdoms and Dawi Realms	false
effects_description_ovn_barbarian_hatred	Barbarian Hatred: No peace just war with Norscan factions	false
effects_description_ovn_trollz_bad	Can only enter into diplomacy with Chaos worshipping, Greenskin or Rogue factions	false
effect_bundles_localised_title_wh2_main_lord_trait_emp_the_moot	Of Pies and Tobaccy	false
effect_bundles_localised_description_wh2_main_lord_trait_emp_the_moot	Halflings are famous for three things: Pies, Tobacco and Thieving, all of which can make a pretty penny.	false
effects_description_ovn_halfling_friendly	Diplomatic relations: %+n with Dwarfs, Men & Elves	true
effects_description_wh2_main_diplomatic_relations_averland_bad	Diplomatic relations: -25 with Averland	true
effects_description_ovn_halfling_chaos_resist	Forces are resistant to Chaos corruption	true
effect_bundles_localised_title_wh2_main_lord_trait_emp_grudgebringers	Grudgebringer Mercenaries	false
effect_bundles_localised_description_wh2_main_lord_trait_emp_grudgebringers	Veterans of many campaigns the Grudgebringer mercenaries are hailed as heroes from the courts of Altdorf, Zhufbar, Loren and beyond.	false
effect_bundles_localised_title_wh2_main_lord_trait_tmb_the_sentinels	Dark Omen	true
effect_bundles_localised_description_wh2_main_lord_trait_tmb_the_sentinels	The Dread King has arisen through dark magics and will usher in a new age of dread and darkness.	true
effects_description_ovn_buff_soup_art	Missile strength: %+n% for Hot-Pot Catapults and Kathleen Steam Tank	true
effects_description_ovn_buff_halfling_welf	Melee defence: %+n for Dryads, Treekin, Treemen and Great Eagles	true
effects_description_ovn_halfling_hlf_r7_morale	Leadership: %+n for all Halflings {{tr:rank7}}	true
effects_description_ovn_halfling_ogre_r7_morale	Leadership: %+n for Ogres {{tr:rank7}}	true
effects_description_ovn_halfling_welf_r7_morale	Leadership: %+n for Dryads, Treekin, Treemen and Great Eagles {{tr:rank7}}	true
effects_description_ovn_soup_art_r7_range	Range: %+n for Hot-Pot Catapults and Kathleen Steam Tank {{tr:rank7}}	true
effects_description_ovn_hlf_effect_religion_conversion_chaos_technologies	Chaos corruption: %+n	true
effects_description_wh_main_effect_agent_cap_increase_wizard_arb_1	Hero capacity: %+n for Sorcerers	true
effects_description_wh_main_effect_agent_cap_increase_wizard_arb_2	Hero capacity: %+n for Sorcerers	true
effects_description_wh_main_effect_agent_enable_recruitment_wizard_arb_1	Unlocks [[img:icon_hero]][[/img]]Hero recruitment: Sorcerers	true
effects_description_wh_main_effect_agent_enable_recruitment_wizard_arb_2	Unlocks [[img:icon_hero]][[/img]]Hero recruitment: Sorcerers	true
effect_bundles_localised_title_wh2_main_lord_trait_nor_naglfarlings	Pillage and Raid	false
effect_bundles_localised_description_wh2_main_lord_trait_nor_naglfarlings	Father to a murdered son, husband to a murdered wife. And I will have my vengeance, in this life or the next.	false
ovn_effect_agent_cap_increase_champion_goblin_big_boss	Hero capacity: %+n for Goblin Big Boss	true
effects_description_ovn_effect_agent_enable_recruitment_champion_greenskins	Unlocks [[img:icon_hero]][[/img]]Hero recruitment: Goblin Big Boss	true
effect_bundles_localised_title_ovn_Tzeen	Champion of Tzeentch	true
effect_bundles_localised_title_ovn_Slaa	Champion of Slaanesh	true
effect_bundles_localised_title_ovn_Khar	Champion of Khorne	true
effect_bundles_localised_title_ovn_Nurgh	Champion of Nurgle	true
effect_bundles_localised_description_ovn_Tzeen	This warrior has been ordained Champion of Tzeentch	true
effect_bundles_localised_description_ovn_Slaa	This warrior has been ordained Champion of Slaanesh	true
effect_bundles_localised_description_ovn_Khar	This warrior has been ordained Champion of Khorne	true
effect_bundles_localised_description_ovn_Nurgh	This warrior has been ordained Champion of Nurgle	true
effect_bundles_localised_title_ovn_troll_devour	Well-Fed	true
effect_bundles_localised_description_ovn_troll_devour	We iz full for now!	true
effects_description_ovn_warp_champion	Access to the Skittergate which allows your lord to teleport across the world, when the Skaven have found enough Warpfuel that is	false
effect_bundles_localised_title_wh2_main_lord_trait_nor_goromadny_tribe	From The Mist They Come	true
effect_bundles_localised_description_wh2_main_lord_trait_nor_goromadny_tribe	We come for your women folk, resistance is futile!	true
effect_bundles_localised_title_wh2_main_lord_trait_nor_trollz	Too Stupid To Care	true
effect_bundles_localised_description_wh2_main_lord_trait_nor_trollz	We eat, we smash, we eat what we smash, what else is there?	true
effect_bundles_localised_title_ovn_annoy_chaos_gods_2	Curse of the Dark Gods	true
effect_bundles_localised_description_ovn_annoy_chaos_gods_2	You waste time searching for mere trinkets? True power lies with us fool!	true
effect_bundles_localised_title_ovn_annoy_chaos_gods	Curse of the Dark Gods	true
