faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_grudgebringers				
	grudgebringer_infantry	grudgebringer_infantry	grudgebringer_infantry	emp_grudge_comp
	grudgebringer_cannon	grudgebringer_cannon	grudgebringer_cannon	emp_grudge_can
	grudgebringer_cavalry	grudgebringer_cavalry	grudgebringer_cavalry	grudgebringer_cavalry
	grudgebringer_crossbow	grudgebringer_crossbow	grudgebringer_crossbow	willem_fletcher
	helmgart_bowmen	helmgart_bowmen	helmgart_bowmen	helmgart_bowmen
	keelers_longbows	keelers_longbows	keelers_longbows	keelers_longbows
	dargrimm_firebeard_dwarf_warriors	dargrimm_firebeard_dwarf_warriors	dargrimm_firebeard_dwarf_warriors	dargrimm_firebeard_dwarf_warriors
	azguz_bloodfist_dwarf_warriors	azguz_bloodfist_dwarf_warriors	azguz_bloodfist_dwarf_warriors	azguz_bloodfist_dwarf_warriors
	urblab_rotgut_mercenary_ogres	urblab_rotgut_mercenary_ogres	urblab_rotgut_mercenary_ogres	urblab_rotgut_mercenary_ogres
	treeman_knarlroot	treeman_knarlroot	treeman_knarlroot	treeman_knarlroot
	elrod_wood_elf_glade_guards	elrod_wood_elf_glade_guards	elrod_wood_elf_glade_guards	elrod_wood_elf_glade_guards
	galed_elf_archers	galed_elf_archers	galed_elf_archers	galed_elf_archers
	black_avangers	black_avangers	black_avangers	black_avangers
	carlsson_cavalry	carlsson_cavalry	carlsson_cavalry	carlsson_cavalry
	carlsson_guard	carlsson_guard	carlsson_guard	carlsson_guard
	countess_guard	countess_guard	countess_guard	countess_guard
	vannheim_75th	vannheim_75th	vannheim_75th	vannheim_75th
	treeman_gnarl_fist	treeman_gnarl_fist	treeman_gnarl_fist	treeman_gnarl_fist
	ragnar_wolves	ragnar_wolves	ragnars_wolves	eric_ragnar
	ceridan	ceridan	ceridan	ceridan
	morgan_bernhardt	morgan_bernhardt	emp_grudge_cav	emp_grudge_cav
	vladimir_stormbringer	vladimir_stormbringer	vladimir_stormbringer	vladimir_stormbringer
wh2_main_emp_grudgebringers	sr_ogre	sr_ogre_gru	sr_ogre_gru	sr_ogre
