diplomacy_negotiation_string_options_tables	4
key	string	option	group
accept	Halfling_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Halfling_&_Negative
accept	Halfling_Dip_Acceptance_Negative_02	1	diplomacy_Faction_Halfling_&_Negative
accept	Halfling_Dip_Acceptance_Negative_03	2	diplomacy_Faction_Halfling_&_Negative
demand_payment	Halfling_Dip_Demand_Payments_Negative_01	0	diplomacy_Faction_Halfling_&_Negative
generic_offer_demand	Halfling_Dip_Generic_Offer_Negative_01	0	diplomacy_Faction_Halfling_&_Negative
generic_offer_demand	Halfling_Dip_Generic_Offer_Negative_02	1	diplomacy_Faction_Halfling_&_Negative
generic_offer_demand	Halfling_Dip_Generic_Offer_Negative_03	2	diplomacy_Faction_Halfling_&_Negative
generic_reject	Halfling_Dip_Rejection_Negative_01	0	diplomacy_Faction_Halfling_&_Negative
generic_reject	Halfling_Dip_Rejection_Negative_02	1	diplomacy_Faction_Halfling_&_Negative
generic_reject	Halfling_Dip_Rejection_Negative_03	2	diplomacy_Faction_Halfling_&_Negative
receive	Halfling_Dip_Greet_Neg_01	0	diplomacy_Faction_Halfling_&_Negative
receive	Halfling_Dip_Greet_Neg_02	1	diplomacy_Faction_Halfling_&_Negative
receive	Halfling_Dip_Greet_Neg_03	2	diplomacy_Faction_Halfling_&_Negative
accept	Halfling_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Halfling_&_Positive
accept	Halfling_Dip_Acceptance_Positive_03	1	diplomacy_Faction_Halfling_&_Positive
demand_payment	Halfling_Dip_Demand_Payments_Positive_01	0	diplomacy_Faction_Halfling_&_Positive
generic_offer_demand	Halfling_Dip_Generic_Offer_Positive_01	0	diplomacy_Faction_Halfling_&_Positive
generic_offer_demand	Halfling_Dip_Generic_Offer_Positive_02	1	diplomacy_Faction_Halfling_&_Positive
generic_offer_demand	Halfling_Dip_Generic_Offer_Positive_03	2	diplomacy_Faction_Halfling_&_Positive
generic_reject	Halfling_Dip_Rejection_Positive_01	0	diplomacy_Faction_Halfling_&_Positive
generic_reject	Halfling_Dip_Rejection_Positive_02	1	diplomacy_Faction_Halfling_&_Positive
generic_reject	Halfling_Dip_Rejection_Positive_03	2	diplomacy_Faction_Halfling_&_Positive
receive	Halfling_Dip_Greet_Pos_01	0	diplomacy_Faction_Halfling_&_Positive
receive	Halfling_Dip_Greet_Pos_02	1	diplomacy_Faction_Halfling_&_Positive
receive	Halfling_Dip_Greet_Pos_03	2	diplomacy_Faction_Halfling_&_Positive
accept	Halfling_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Halfling
accept	Halfling_Dip_Acceptance_Neutral_02	1	diplomacy_Faction_Halfling
accept_state_gift	Halfling_Dip_Accept_State_Gift_01	0	diplomacy_Faction_Halfling
accept_state_gift	Halfling_Dip_Accept_State_Gift_02	1	diplomacy_Faction_Halfling
accept_state_gift	Halfling_Dip_Accept_State_Gift_03	2	diplomacy_Faction_Halfling
acknowledge_accept	Halfling_Dip_Acknowledge_Accept_01	0	diplomacy_Faction_Halfling
acknowledge_accept	Halfling_Dip_Acknowledge_Accept_02	1	diplomacy_Faction_Halfling
acknowledge_accept	Halfling_Dip_Acknowledge_Accept_03	2	diplomacy_Faction_Halfling
acknowledge_cancel_treaty	Halfling_Dip_Acknowledge_Cancel_Treaty_01	0	diplomacy_Faction_Halfling
acknowledge_cancel_treaty	Halfling_Dip_Acknowledge_Cancel_Treaty_02	1	diplomacy_Faction_Halfling
acknowledge_cancel_treaty	Halfling_Dip_Acknowledge_Cancel_Treaty_03	2	diplomacy_Faction_Halfling
acknowledge_reject	Halfling_Dip_Acknowledge_Reject_01	0	diplomacy_Faction_Halfling
acknowledge_reject	Halfling_Dip_Acknowledge_Reject_02	1	diplomacy_Faction_Halfling
acknowledge_reject	Halfling_Dip_Acknowledge_Reject_03	2	diplomacy_Faction_Halfling
acknowledge_war	Halfling_Dip_Acknowledge_War_01	0	diplomacy_Faction_Halfling
acknowledge_war	Halfling_Dip_Acknowledge_War_02	1	diplomacy_Faction_Halfling
acknowledge_war	Halfling_Dip_Acknowledge_War_03	2	diplomacy_Faction_Halfling
cancel_treaty	Halfling_Dip_Cancel_Treaty_01	0	diplomacy_Faction_Halfling
cancel_treaty	Halfling_Dip_Cancel_Treaty_02	1	diplomacy_Faction_Halfling
cancel_treaty	Halfling_Dip_Cancel_Treaty_03	2	diplomacy_Faction_Halfling
demand_join_war	Halfling_Dip_Demand_Join_War_01	0	diplomacy_Faction_Halfling
demand_join_war	Halfling_Dip_Demand_Join_War_02	1	diplomacy_Faction_Halfling
demand_join_war	Halfling_Dip_Demand_Join_War_03	2	diplomacy_Faction_Halfling
demand_payment	Halfling_Dip_Demand_Payments_Neutral_01	0	diplomacy_Faction_Halfling
generic_offer_demand	Halfling_Dip_Generic_Offer_Neutral_01	0	diplomacy_Faction_Halfling
generic_offer_demand	Halfling_Dip_Generic_Offer_Neutral_02	1	diplomacy_Faction_Halfling
generic_offer_demand	Halfling_Dip_Generic_Offer_Neutral_03	2	diplomacy_Faction_Halfling
generic_reject	Halfling_Dip_Rejection_Neutral_01	0	diplomacy_Faction_Halfling
generic_reject	Halfling_Dip_Rejection_Neutral_02	1	diplomacy_Faction_Halfling
generic_reject	Halfling_Dip_Rejection_Neutral_03	2	diplomacy_Faction_Halfling
offer_cooperation	Halfling_Dip_Offer_Cooperation_01	0	diplomacy_Faction_Halfling
offer_cooperation	Halfling_Dip_Offer_Cooperation_02	1	diplomacy_Faction_Halfling
offer_cooperation	Halfling_Dip_Offer_Cooperation_03	2	diplomacy_Faction_Halfling
offer_demand_peace	Halfling_Dip_Offer_Peace_01	0	diplomacy_Faction_Halfling
offer_demand_peace	Halfling_Dip_Offer_Peace_02	1	diplomacy_Faction_Halfling
offer_demand_peace	Halfling_Dip_Offer_Peace_03	2	diplomacy_Faction_Halfling
offer_join_war	Halfling_Dip_Offer_Join_War_01	0	diplomacy_Faction_Halfling
offer_join_war	Halfling_Dip_Offer_Join_War_02	1	diplomacy_Faction_Halfling
offer_join_war	Halfling_Dip_Offer_Join_War_03	2	diplomacy_Faction_Halfling
offer_payment	Halfling_Dip_Offer_Gift_01	0	diplomacy_Faction_Halfling
offer_payment	Halfling_Dip_Offer_Gift_02	1	diplomacy_Faction_Halfling
offer_payment	Halfling_Dip_Offer_Gift_03	2	diplomacy_Faction_Halfling
receive	Halfling_Dip_Greet_Neu_01	0	diplomacy_Faction_Halfling
receive	Halfling_Dip_Greet_Neu_02	1	diplomacy_Faction_Halfling
receive	Halfling_Dip_Greet_Neu_03	2	diplomacy_Faction_Halfling
reject_offer_demand_peace	Halfling_Dip_Reject_Peace_01	0	diplomacy_Faction_Halfling
reject_offer_demand_peace	Halfling_Dip_Reject_Peace_02	1	diplomacy_Faction_Halfling
reject_offer_demand_peace	Halfling_Dip_Reject_Peace_03	2	diplomacy_Faction_Halfling
reject_subjugation	Halfling_Dip_Reject_Join_Confederation_01	0	diplomacy_Faction_Halfling
reject_subjugation	Halfling_Dip_Reject_Join_Confederation_02	1	diplomacy_Faction_Halfling
reject_subjugation	Halfling_Dip_Reject_Join_Confederation_03	2	diplomacy_Faction_Halfling
war	Halfling_Dip_War_01	0	diplomacy_Faction_Halfling
war	Halfling_Dip_War_02	1	diplomacy_Faction_Halfling
war	Halfling_Dip_War_03	2	diplomacy_Faction_Halfling
