Loc PackedFile	1
key	text	tooltip
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosstart_primary_detail	The Storm of Chaos	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosstart_secondary_detail	The power of the Chaos Gods waxes strong and magic spills from the collapsed gate in ever-greater tides. Mutation runs rife, the twisted beasts of the woods and wilds grow in strength and daring. In response to this growing threat, a meeting known as the Conclave of Light was convened and a Grand Alliance forged between man, dwarf and elf. It was agreed they would strike back against the Chaos legions. The domains held by Chaos that serve as beacons beckoning the Chaos hordes forth must be destroyed. Only then may the Forces of Order weather this storm. Though if rumours of a new Champion of the Chaos Gods are true the End Times are nigh.   	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawn_primary_detail	Kurgan Hordes	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawn_secondary_detail	Across the Worlds Edge Mountains hordes of Kurgan warriors flood the world. These barbaric throngs are steered by Crom the Conqueror, herald of the new Chaos Champion. This vanguard means to carve a path of destruction and misery to draw the Forces of Order east so the Lord of the End Times dreams of destruction can be fulfilled.	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawnvalten_primary_detail	Howls of the Abyss	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawnvalten_secondary_detail	Middenland is in grave danger engulfed by hordes of Chaos who spill forth from the Warp-rift at the Brass Keep.	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawndwf_primary_detail	Slavers of Zharr-Naggrund	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawndwf_secondary_detail	Strange twisted creatures known as Chaos Dwarfs have appeared en masse from the east. It is their infernal intent to destroy all in their path until only they and the gods of Chaos rule the world. If the Dawi-Zharr are not driven back to the Dark Lands they will enslave all in their way sending them to the work the hellish forges of Zharrduk. They will eventually carve a new Empire of Ash leaving all but a place of smoky darkness.   	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawngrn_primary_detail	Horrors of the Pass	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawngrn_secondary_detail	A Kurgan army of immense proportions has crossed into the High Pass. The dwarf Slayer King Ungrim Ironfist who has sworn to hold the Eastern Passes prepares his defences and with the might of Karak Kadrin is ready to vanquish whatever horror descends into the Peak Pass.   	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawnliz_primary_detail	The Old Ones Demise	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawnliz_secondary_detail	Legions of unnatural beings break through from the otherworldly realm through a once sealed portal torn asunder at Xahutec the City of Echoes. The cursed ruins long home to evil ever since the Great Catastrophe now spawns the nightmares of mortals, given form by the raw Chaos that pours into the world. The fell creatures dread voices rise up in praise of their masters, the arcane battle cries and unholy screams replacing the echoes of the city's fall a millennia ago.	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawndelf_primary_detail	Cult of Slaanesh Rises	true
event_feed_strings_text_wh_event_feed_string_scripted_event_chaosspawndelf_secondary_detail	Cultists spill from the north towards the steaming jungles of Lustria to satiate their greed for the ancient, magic marvels of the Old Ones. For the wonders and weapon of the old ones will wreak ruin upon their foes gaining them the favour of the Chaos Gods.	true
