land_units_tables	44
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
10	wh2_main_leather_15	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_chs_chaos_knights	ovn_arb_art_trebuchet	hu1_empire_hammer	wh_main_infantry_standard_blood_dismembers	10	6	40	45			0	0	wh_main_brt_hammer		5	none	arb_trebuchet	wh_main_artillery	placeholder	true	trained	A_blank_record		ovn_arb_art_trebuchet	true	40.0	1500.0	0.0	wh_cantRun	60	80	10	false	vo_sel_bretonnian_field_trebuchet	vo_sel_artillery	vo_sel_culture	1.0	10.0	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false
10	wh2_main_plate_105	2100	war_beast	72	com	20	33	wh_dlc04_unit_long_text_emp_arch_lector	ovn_araby_ll_mount	hu1_empire_bc2_griffon_wb_sword_shield	wh_main_infantry_standard_hero_blood	52	40	70	5412	ovn_araby_ll_mount		0	1	wh_main_emp_imperial_griffon		1	none	ovn_araby_ll	wh_main_monster	placeholder	false	elite	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_terror	60	80	10	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	0.0	large	0	0	0	0	0	0	15	0	flying_melee_highvalue	false	false	false	false
10	wh2_main_plate_85	2100	inf_melee	37	inf_mel	12	50	wh_dlc04_unit_long_text_emp_arch_lector	ovn_araby_ll	hu1_empire_sword_and_shield	wh_main_infantry_standard_hero_blood	57	40	70	4200			0	0	wh_main_emp_sword_hero_general		7	wh_missile_block_35_metal	ovn_araby_ll	wh_main_infantry	placeholder	false	elite	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_hideForest	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
10	wh2_main_leather_15	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_brt_field_trebuchet	akp_brt_ballista	hu1_empire_hammer	wh_main_infantry_standard_blood_dismembers	10	6	40	45			0	0	wh_main_brt_hammer		5	none	akp_brt_ballista_short_text	wh_main_artillery	placeholder	true	trained	A_blank_record		akp_brt_ballista	true	40.0	1500.0	0.0	wh2_cantRun_hideForest	60	80	10	false	vo_sel_artillery	vo_sel_artillery	vo_sel_culture	1.0	10.0	small	0	22	0	0	4	0	0	0	ranged_direct	false	false	false	false
10	wh2_main_plate_70	2100	cavalry	41	cav_shk	11	61	wh2_dlc09_tmb_cav_nehekhara_horsemen	OtF_khemri_knights	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_cavalry_fast_blood	29	27	69	88	ovn_knight_horse		0	60	wh_main_emp_lance		5	wh_missile_block_30_metal	OtF_khemri_knights	wh_main_cavalry_ordered	placeholder	false	well_trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false
10	wh2_main_leather_20	2100	inf_ranged	4	inf_mis	1	8	wh2_dlc09_tmb_inf_nehekhara_warriors	OtF_khemri_archers	hu1_bretonnian_sword_and_longbow	wh_dlc04_infantry_flagellants_blood_dismembers	14	17	48	60			0	0	wh_main_emp_sword_short	wh_main_brt_longbow	4	none	OtF_khemri_archers	wh_main_infantry_ranged	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	10	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	22	0	0	0	0	0	0	ranged	true	false	false	true
10	wh2_main_body_15	2100	inf_melee	18	inf_mel	13	71	wh2_dlc09_tmb_inf_tomb_guard	OtF_khemri_kepra_guard	hu1_sartosa_free_company	wh_dlc04_infantry_flagellants_blood_dismembers	32	30	72	68			0	0	wh_main_emp_greatsword		7	none	OtF_khemri_kepra_guard	wh_main_infantry_greatswords	placeholder	false	well_trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest_unbreakable	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	0	0	10	0	10	5	0	melee	false	false	false	true
10	wh2_main_chainmail_30	2100	inf_melee	4	inf_mel	22	31	wh2_dlc09_tmb_inf_skeleton_spearmen	OtF_khemri_spearmen	hu1_men_arms_spear_and_shield	wh_dlc04_infantry_flagellants_blood_dismembers	20	40	55	60			0	0	wh_main_emp_spear		8	wh_missile_block_30_metal	OtF_khemri_spearmen	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
10	wh2_main_chainmail_30	2100	inf_melee	14	inf_mel	12	50	wh2_dlc09_tmb_inf_nehekhara_warriors	OtF_khemri_swordsmen	hu1_empire_sword_and_shield	wh_dlc04_infantry_flagellants_blood_dismembers	35	33	57	60			0	0	wh_main_emp_sword		7	wh_missile_block_35_metal	OtF_khemri_swordsmen	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
10	wh2_main_plate_95	2100	inf_melee	12	inf_mel	12	50	wh_dlc05_unit_long_text_wef_wardancers	OtF_khemri_elite_guard	hu1_men_arms_spear_and_shield	wh_main_infantry_standard_blood_dismembers	30	49	80	60			0	0	wh_dlc05_wef_spear_wardancer		7	wh_missile_block_55_metal	OtF_khemri_elite_guard	wh_main_infantry	placeholder	false	well_trained	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflectorVsL_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	0	0	0	0	5	0	0	melee	false	false	false	true
10	wh2_main_body_15	2100	inf_ranged	7	inf_mis	12	50	wh_dlc05_unit_long_text_wef_waywatchers	OtF_khemri_rangers	hu1_dlc13_huntsman_sword_bow	wh_dlc04_infantry_flagellants_blood_dismembers	27	24	71	60			0	0	wh_main_emp_sword_short	araby_nomad_ranger_bow	4	none	OtF_khemri_rangers	wh_dlc05_wef_infantry_skirmish	placeholder	false	well_trained	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_stalk	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	24	0	0	0	0	0	0	ranged_stalkers_harasser	true	false	false	true
10	wh2_main_leather_30	2100	cavalry	34	cav_mel	20	33	wh_main_unit_long_text_brt_mounted_yeomen	ovn_yeoman	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_brt_cavalry_fast_blood	25	26	48	80	wh_main_brt_mnt_warhorse_fast		0	60	wh_main_brt_cavalry_spear		5	wh_missile_block_30_wood	ovn_yeoman	wh_main_cavalry_ordered	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker_shock	false	false	false	false
10	wh2_main_leather_30	2100	cavalry	12	cav_mis	20	33	wh_main_unit_long_text_brt_mounted_yeomen_archers	ovn_yeomanarchers	hu1_arb_nomad_hr1_warhorse_sword_and_bow	wh_main_brt_cavalry_fast_blood	18	16	44	72	wh_main_brt_mnt_warhorse_fast		0	60	wh_main_brt_sword_yeomen_archers	wh_main_brt_horse_bow	4	none	ovn_yeomanarchers	wh_main_cavalry_ordered	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_hideForest_mountedFireMove	60	80	10	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	8.0	large	0	18	0	0	0	0	0	0	ranged_harasser_flanker	true	false	false	false
10	wh2_main_leather_30	2100	inf_melee	68	inf_mel	50	80	wh_dlc08_unit_long_text_nor_feral_mammoth	ovn_elephant	hq3_mammoth	wh_dlc08_nor_mon_mammoth_blood	30	30	53	5350			0	0	wh_dlc08_nor_mammoth_tusks		1	none	ovn_elephant	wh2_dlc11_cst_rotting_prometheans	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_fear_rampage_terror	60	80	0	true	vo_sel_default	vo_sel_default	vo_sel_culture	1.0	10.0	large_bst	0	0	0	0	0	0	0	0	melee_gatecrusher	false	false	false	true
0	wh2_main_leather_25	2100	inf_melee	18	inf_mel	12	50	wh2_dlc11_unit_long_text_cst_sartosa_free_company	ovn_corsairs	hu1_sartosa_free_company	wh_dlc04_infantry_free_company_blood_dismembers	32	26	60	58			0	0	wh2_dlc11_cst_dual_swords_sartosa		6	none	ovn_corsairs	wh_main_infantry_rabble	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_guerrilla_hideForest	60	80	8	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	aquatic_small	0	0	0	0	0	0	0	0	melee	false	false	false	true
10	wh2_main_leather_30	2100	inf_melee	27	inf_mel	12	50	wh2_main_unit_long_text_hef_inf_white_lions_of_chrace_0	ovn_southlander	hu1_dlc14_repanse_2handed_sword	wh2_main_hef_infantry_blood_dismembers	37	27	62	66			0	0	wh_dlc08_nor_berserker_dual_axes		5	none	ovn_southlander	wh2_main_hef_infantry_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	10	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small_forest_strider	0	0	0	0	0	0	15	0	melee	false	false	false	true
0	wh2_main_body_120	2100	inf_melee	22	inf_mel	1	9	wh2_dlc11_unit_long_text_cst_mon_rotting_prometheans	ovn_prometheans	cr1_cst_promethean	wh2_dlc11_cst_mon_rotting_promethean_blood	38	48	44	652			0	0	wh2_dlc11_cst_claws_promethians		2	none	ovn_prometheans	wh2_dlc11_cst_rotting_prometheans	placeholder	false	poorly_trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_immPsy_chargeReflectorVsL	60	80	0	false	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0	10.0	aquatic_large	0	0	0	0	0	0	0	0	melee_cav_shock	false	false	false	true
10	wh2_main_leather_30	2100	inf_melee	11	inf_mel	0	10	wh_main_unit_long_text_brt_peasant_mob	ovn_slave	hu1_empire_sword_and_shield	wh_dlc07_brt_peasant_mob_blood_dismembers	26	16	32	48			0	0	wh_main_emp_sword		10	wh_missile_block_30_wood	ovn_slave	wh_dlc07_brt_infantry_peasant_mob	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_expendable_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
10	wh2_main_body_45	2100	inf_melee	50	inf_mel	20	33	wh_dlc03_unit_long_text_bst_feral_manticore	ovn_ifreet	bc3_manticore	wh_dlc01_flying_manticore_blood	37	31	53	4700			0	0	ovn_ifreet		1	none	ovn_ifreet	wh_main_monster	placeholder	false	elite	A_blank_record			true	40.0	1500.0	0.0	wh2_fear_rampage_unbreakable	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0	0.0	large	0	0	70	-40	0	10	15	0	flying_melee	false	false	false	true
30	wh2_main_leather_45	2100	inf_ranged	4	inf_mis	1	8	wh_main_unit_long_text_emp_state_troops	ovn_jez	hu1_empire_sword_rifle	wh_main_infantry_standard_light_blood_dismembers	17	19	52	62			0	0	wh_main_emp_sword_short	ovn_jezzail	3	none	ovn_jez	wh_dlc05_wef_infantry_skirmish	placeholder	false	well_trained	A_blank_record			true	40.0	1500.0	0.0	jezzail	60	80	5	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	22	0	0	0	0	0	0	ranged_direct	true	false	false	true
10	wh2_main_chainmail_30	2100	inf_melee	19	inf_mel	12	50	wh_main_unit_long_text_emp_state_troops	ovn_glad	hu1c_chaos_axe_and_shield	wh_main_infantry_standard_blood_dismembers	37	33	67	82			0	0	wh_dlc07_brt_squire_sword_great		7	wh_missile_block_35_metal	ovn_glad	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
