id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	heal_amount_duplicate	damage_chance	damage_amount	max_damaged_entities	heal_amount	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	recharge_time	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group
#special_ability_phases_tables;35;db/special_ability_phases_tables/ovn_halflings																													
ovn_hlf_bee_throwers_contact	10.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
hlf_master_chef_regeneration_passive_aura	-1.0	positive		false	false	false	0.0	0.0	0.0	0.5	3	0.0	0	-1	3	false	0.0	0.0	false	0		wh_main_generic_hp_regen_passive		-1.0	false	true	false	0.0	
hlf_master_chef_earth_blood	7.0	positive		false	false	false	0.0	0.0	0.0	0.5	24	0.0	0	0	24	false	0.0	0.0	false	0		wh_dlc05_spell_life_earth_blood	wh_dlc05_spell_life_earth_blood	-1.0	false	true	true	0.0	
hlf_master_chef_earth_blood_upgraded	14.0	positive		false	false	false	0.0	0.0	0.0	0.5	24	0.0	0	0	24	false	0.0	0.0	false	0		wh_dlc05_spell_life_earth_blood	wh_dlc05_spell_life_earth_blood	-1.0	false	true	true	0.0	
hlf_master_chef_hot_spices	-1.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	-1.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
ovn_hlf_mislead	47.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc10_mislead_phase	wh2_dlc10_ability_mislead_caster	-1.0	false	true	false	0.0	
ovn_hlf_glibfoot_adv_continues	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_morale_passive		-1.0	false	true	true	0.0	
hlf_glibfoot_for_the_moot	28.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_spell_light_light_of_battle	wh_ability_positive	-1.0	false	true	false	0.0	
hlf_glibfoot_willowblade_ability	24.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_dlc08_spell_nor_hunter_of_champions	wh_ability_negative	-1.0	false	true	true	0.0	
hlf_glibfoot_thief_tactics	29.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh_main_generic_buff_morale	wh_ability_positive	-1.0	false	true	true	0.0	
ovn_hlf_ammo	5.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack		-1.0	false	true	false	0.01	
ovn_feast	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
ovn_thief	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
ovn_take_bite	15.0	positive		false	false	false	-0.1	0.0	0.0	0.5	10	0.0	0	-1	10	false	0.0	0.0	false	0		wh_main_generic_hp_regen	wh_main_item_abilities_potion_of_healing	-1.0	false	true	true	0.0	
ovn_fight_eat	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_attack	wh_ability_positive_aoe	-1.0	false	true	true	0.0	
ovn_dont_abandon	20.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_morale	wh_ability_positive	-1.0	false	true	true	0.0	
ammo_supply	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack		-1.0	false	true	true	0.01	
equipment_maintanance	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_attack		-1.0	false	true	true	0.0	
smokeleaf_smokescreen	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc15_ability_envelop_in_mist		-1.0	false	true	true	0.0	
elo_superfood	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_buff_defence_attack		-1.0	false	true	true	0.0	
hlf_gatherers_yank	18.0	negative		false	true	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh2_dlc11_ability_spearfishers_net	wh_ability_negative	-1.0	false	false	true	0.0	
wh_main_unit_contact_souped	120.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
ovn_character_passive_sobriety	-1.0	positive		true	false	false	0.0	0.0	0.0	0.5	0	1.0	9	1	0	false	0.0	0.0	false	0				-1.0	false	true	true	0.0	
ovn_character_abilities_hair_of_the_dog	33.0	positive		false	false	false	0.0	0.0	0.0	0.5	24	0.0	0	0	24	false	0.0	0.0	false	0		wh_main_generic_hp_regen	wh_main_item_abilities_potion_of_healing	-1.0	false	true	true	0.0	
ovn_character_passive_unlikely_friendship	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_ward_save_all		-1.0	false	true	true	0.0	
ovn_character_passive_self_preservation	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	-1	0	false	0.0	0.0	false	0		wh_main_generic_ward_save_all		-1.0	false	true	true	0.0	
ovn_unit_passive_running_with_the_herd	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0		wh_main_generic_buff_morale		-1.0	false	false	false	0.0	
wh_main_unit_contact_teefin	10.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	0.0	0	0	0	false	0.0	0.0	false	0				-1.0	false	false	true	0.0	
