ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/ovn_wolf_golden_magus			
arb_golden_magus_fire_scimitar	arb_golden_magus_enable_burning_scimitar	character_to_character_own	1.0
arb_golden_magus_fire_scimitar	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0
arb_golden_magus_fire_scimitar	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0
arb_golden_magus_fire_scimitar	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10.0
arb_golden_magus_fire_scimitar	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	40.0
arb_golden_magus_auric_robe	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10.0
arb_golden_magus_auric_robe	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10.0
arb_golden_magus_auric_robe	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	13.0
arb_golden_magus_auric_robe	wh2_main_effect_force_unit_stat_melee_attack_versus_all_undead	character_to_character_own	10.0
