unit_set_to_unit_junctions_tables	0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
false				dread_wh2_dlc09_tmb_veh_skeleton_chariot_0	mp_set_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_chariot_0	mp_set_tmb_veh_skeleton_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_all_horse_driven_units
false				dread_wh2_dlc09_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_tomb_guards_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_veh_skeleton_chariot_0
false				dread_wh2_dlc09_tmb_veh_skeleton_chariot_0	wh2_dlc09_tmb_vet_all_cav
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	missile_units
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	mp_cap_missile_cav_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	mp_cap_ranged_units
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	mp_set_360_degree_fire
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	mp_set_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	mp_set_tmb_veh_skeleton_archer_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_all_archer_units
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_all_horse_driven_units
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_tomb_guards_chariots
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
false				dread_wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	wh2_dlc09_tmb_vet_all_cav
false				dread_wh2_dlc09_tmb_veh_khemrian_warsphinx_0	mp_set_tmb_mon_khemrian_warsphinx
false				dread_wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_all_strctural_units
false				dread_wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_sphinx_all
false				dread_wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_titan_sphinx
false				dread_wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
false				dread_wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_vet_all_monster
false				dread_wh2_dlc09_tmb_veh_khemrian_warsphinx_0	wh2_mp_single_entity_monsters
false				tmb_grave_halberd	dread_legion_grave_guard
false				tmb_grave_halberd	wh2_dlc09_tmb_all_melee_infantry
false				tmb_grave_halberd	wh2_dlc09_tmb_vet_all_infantry
