building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!ovn_ugma_trolls								
ovn_troll_Bridges			wh2_main_nor_trollz	wh_main_PLACEHOLDER	wh2_main_emp_roads	false	ovn_troll_inc1	true
elo_dragon_crag			wh2_main_nor_trollz	wh_main_PLACEHOLDER	wh2_main_eight_peaks_nexus	false	elo_dragon_crag	true
ovn_troll_Wyvern			wh2_main_nor_trollz	wh_main_PLACEHOLDER	wh_main_special_greenskin_vandalisation_5	false	ovn_troll_Wyvern	true
wh2_main_foreign_slot_discovery_nor_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	dlc12_patrols	false	foreign_slot_discoverywh_dlc08_nor_norsca	true
wh2_main_special_lothern_port_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	special_lothern_port	false	wh2_main_special_lothern_port_1	true
wh2_main_special_settlement_altdorf_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	empire_city_altdorf	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_altdorf_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	empire_city_altdorf	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_altdorf_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	empire_city_altdorf	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_altdorf_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	empire_city_altdorf	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_altdorf_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	empire_city_altdorf	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_castle_drakenhof_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_castle_drakenhof_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_castle_drakenhof_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_castle_drakenhof_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_castle_drakenhof_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	vampire_city_castle_drakenhof	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_couronne_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_couronne_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_couronne_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_couronne_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_couronne_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	bretonnia_city_couronne	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_gaean_vale_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	wh2_dlc10_hef_alarielle_settlement	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_gaean_vale_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	wh2_dlc10_hef_alarielle_settlement	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_gaean_vale_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	wh2_dlc10_hef_alarielle_settlement	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_gaean_vale_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	wh2_dlc10_hef_alarielle_settlement	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_gaean_vale_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	wh2_dlc10_hef_alarielle_settlement	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hellpit_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	skaven_city_hell_pit	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hellpit_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	skaven_city_hell_pit	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hellpit_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	skaven_city_hell_pit	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hellpit_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	skaven_city_hell_pit	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hellpit_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	skaven_city_hell_pit	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hexoatl_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_hexoatl	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hexoatl_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_hexoatl	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hexoatl_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_hexoatl	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hexoatl_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_hexoatl	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_hexoatl_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_hexoatl	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_itza_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_itza	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_itza_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_itza	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_itza_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_itza	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_itza_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_itza	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_itza_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	lizardmen_city_itza	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_khemri_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_khemri_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_khemri_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_khemri_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_khemri_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_khemri	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_kislev_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	kislev_city_kislev	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_kislev_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	kislev_city_kislev	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_kislev_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	kislev_city_kislev	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_kislev_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	kislev_city_kislev	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_kislev_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	kislev_city_kislev	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lahmia_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_lahmia	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lahmia_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_lahmia	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lahmia_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_lahmia	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lahmia_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_lahmia	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lahmia_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tomb_kings_city_lahmia	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lothern_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	high_elves_city_lothern	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lothern_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	high_elves_city_lothern	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lothern_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	high_elves_city_lothern	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lothern_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	high_elves_city_lothern	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_lothern_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	high_elves_city_lothern	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_miragliano_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tilea_city_miragliano	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_miragliano_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tilea_city_miragliano	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_miragliano_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tilea_city_miragliano	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_miragliano_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tilea_city_miragliano	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_miragliano_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	tilea_city_miragliano	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	dark_elves_city_naggarond	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_2	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	dark_elves_city_naggarond	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_3	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	dark_elves_city_naggarond	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_4	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	dark_elves_city_naggarond	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_5	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	dark_elves_city_naggarond	false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_sartosa_norsca_1	wh_main_chs_chaos	wh_main_sc_nor_troll		wh_main_PLACEHOLDER	sartosa_settlement	false	wh_dlc08_special_settlement_norsca	true
