child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/obo_grudgebringers_data							
morgan_bernhardt_army_02	morgan_bernhardt_army_01	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_army_03	morgan_bernhardt_army_01	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_army_04	morgan_bernhardt_army_01	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_army_05	morgan_bernhardt_army_01	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_army_06	morgan_bernhardt_army_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
morgan_bernhardt_army_06	morgan_bernhardt_army_03	0	1	1	0.0	0.0	SUBSET_REQUIRED
morgan_bernhardt_army_06	morgan_bernhardt_army_04	0	1	1	0.0	0.0	SUBSET_REQUIRED
morgan_bernhardt_army_06	morgan_bernhardt_army_05	0	1	1	0.0	0.0	SUBSET_REQUIRED
morgan_bernhardt_army_07	morgan_bernhardt_army_06	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_army_08	morgan_bernhardt_army_06	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_army_09	morgan_bernhardt_army_06	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_army_10	morgan_bernhardt_army_06	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_army_11	morgan_bernhardt_army_07	0	1	1	0.0	0.0	SUBSET_REQUIRED
morgan_bernhardt_army_11	morgan_bernhardt_army_08	0	1	1	0.0	0.0	SUBSET_REQUIRED
morgan_bernhardt_army_11	morgan_bernhardt_army_09	0	1	1	0.0	0.0	SUBSET_REQUIRED
morgan_bernhardt_army_11	morgan_bernhardt_army_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
morgan_bernhardt_campaign_02	morgan_bernhardt_campaign_01	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_campaign_03	morgan_bernhardt_campaign_01	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_campaign_04	morgan_bernhardt_campaign_01	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_campaign_05	morgan_bernhardt_campaign_01	0	1	1	0.0	0.0	REQUIRED
morgan_bernhardt_campaign_06	morgan_bernhardt_campaign_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
