Loc PackedFile	1
key	text	tooltip
character_skills_localised_description_Ancient_Necromancer	 A powerful practitioner of Necromancy, writing the book known as the Grimoire Necris, which allowed his ascension to undeath	true
character_skills_localised_name_Ancient_Necromancer	Ancient  Necromancer	true
character_skills_localised_description_Mighty_Warrior_tmb	The Dread King was a mighty warrior, giant in stature, armed with a massive sword and covered in ancient heavy armour. He could cut down his enemies in their droves.	true
character_skills_localised_name_Mighty_Warrior_tmb	Mighty Warrior	true
character_skills_localised_description_Lord_Of_The_Undead_tmb	A master in the lore of dak magic, able to summon vast armies of undead to fight for him.	true
character_skills_localised_name_Lord_Of_The_Undead_tmb	Lord Of The Undead	true
character_skills_localised_description_Dark_Lord_Of_Nagash	He being known as the Dread King was known to have been one of Nagash's most powerful followers, aiding him in his early attempts to bring undeath to the world, he served Nagash well	true
character_skills_localised_name_Dark_Lord_Of_Nagash	Dark Lord Of Nagash	true
character_skills_localised_name_Dread_Aura	Dread Aura	true
character_skills_localised_description_Dread_Aura	he Dread King's name was derived from a powerful aura that surrounded him at all times, only the mightiest of beings could face him without physically shaking or panicking, most would be frozen in fear or outright flee	true
character_skills_localised_name_dread_barded_nightmare	Barded Nightmare	true
character_skills_localised_description_dread_barded_nightmare	The steeds of the Midnight Aristocracy are unnatural destriers called Nightmares. They are Undead stallions clad in baroque barding.	true
character_skills_localised_name_dread_zombie_dragon	Zombie Dragon	true
character_skills_localised_description_dread_zombie_dragon	Animated by Dark Magic, a zombie dragon is an unholy parody of a once-noble beast now borne aloft by great tattered wings, its body covered with thick, withered hide.	true
character_skills_localised_name_Soulreaper	Soulreaper	true
character_skills_localised_description_Soulreaper	Claiming the souls of the living, trapped inside the sword. once filled allows the summoning of great warriors	true
Clock	This strange mystical amulet allows its wearer magical powers but it is a heavy burden some can not bear.	true
character_skills_localised_description_Mount	Hailing from the highest peaks of the World's Edge Mountains, Arabyans just like the northern Imperials are willing to pay vast sums of gold for a single egg or chick such the renown of these majestic beasts. 	true
character_skills_localised_description_sword	A fine-blade presented to Arabyan Warriors who have proved themselves in battle, gaining them respect from all.	true
character_skills_localised_description_Helm	It is said that Armour fashioned from the carapace of the Dune Scorpion is stronger and lighter than any metal variety.	true
character_skills_localised_description_Order_Buff	They try to protect the innocent and drive evil from the lands and while the northern men can't see past their own prejudices but there are others in this world who fight for good.	true
character_skills_localised_description_Chaos_Buff	They will do anything in their pursuit of power even bargaining with Chaos or scheming with Ratmen.	true
character_skills_localised_name_Talisman	Crescent Amulet	true
character_skills_localised_name_Mount	Griffon	true
character_skills_localised_name_sword	Falcon Scimitar	true
character_skills_localised_name_Helm	Scorpion Carapace Armour	true
character_skills_localised_name_Order_Buff	Protector of Order	true
character_skills_localised_name_Chaos_Buff	Machinator	true
character_skills_localised_name_Araby_Lord_Buff	Aithopian Prince	true
character_skills_localised_description_Araby_Lord_Buff	From a far-flung tribe, their power and wealth is a great asset.	true
character_skills_localised_name_Djinn	Djinn Hunter	true
character_skills_localised_description_Djinn	A sorcerer of skill can bend Djinn to their will, the spirit fighting with every ounce of its strength against its master's enemies, making the magical jars they come from highly sought after.	true
character_skills_localised_name_Mount_Elephant	Royal Elephant	true
character_skills_localised_description_Mount_Elephant	Elephants are unstoppable beasts. Trained on the battlefield, they lead Araby's leaders to war, wiping out everything that gets in their way.	true
character_skills_localised_name_ovn_buff_araby_nomads	The Nomads Way	false
character_skills_localised_description_ovn_buff_araby_nomads	The longer one spends with the "savages" the easier it is to rile them up in battle.	false
character_skills_localised_name_ovn_buff_araby_gunpowder	Clockwork Engineer	false
character_skills_localised_description_ovn_buff_araby_gunpowder	Some shun the shameful black powder, not you though, you revel in it and all engines of destruction.	false
character_skills_localised_name_ovn_araby_nomads_r7	Arisen from the Dunes	false
character_skills_localised_description_ovn_araby_nomads_r7	You have seen many brothers fall in battle, for that is what the nomads are, my brothers.	false
character_skills_localised_name_ovn_araby_state_inf_r7	Royal Decree	false
character_skills_localised_description_ovn_araby_state_inf_r7	The true veterans of Araby are bestowed with titles and finery befitting their contribution to these great lands.	false
character_skills_localised_name_ovn_araby_beasts_r7	Beastmaster	false
character_skills_localised_description_ovn_araby_beasts_r7	They call him the beast whisperer, for these creatures would truly die for him.	false
character_skills_localised_name_ovn_araby_magic_r7	Sorcerer	false
character_skills_localised_description_ovn_araby_magic_r7	You are wise in the ways of magic and have much to teach others.	false
character_skills_localised_name_ovn_buff_araby_bows	Bow Master	false
character_skills_localised_description_ovn_buff_araby_bows	The bow is a weapon that never jams, a weapon you can always trust.	false
character_skills_localised_name_ovn_buff_araby_state_inf	Sultan's Royal Armoury	false
