template_key	unit_group_key	ratio
#cdir_military_generator_template_ratios_tables;0;db/cdir_military_generator_template_ratios_tables/ovn_recruitment		
ovn_araby_fatandira_land	Default_land_artillery	1
ovn_araby_fatandira_land	Default_land_cavalry_melee	3
ovn_araby_fatandira_land	Default_land_infantry_melee	5
ovn_araby_fatandira_land	Default_land_infantry_missile	3
ovn_araby_fatandira_land	Default_land_magic	1
ovn_araby_fatandira_land	Default_land_support	1
ovn_araby_fatandira_land	Default_land_infantry_monterous	1
ovn_araby_fatandira_land	Default_land_monster	3
ovn_araby_fatandira_land	Default_land_chariot	1
ovn_araby_fatandira	Default_land_artillery	1
ovn_araby_fatandira	Default_land_cavalry_melee	3
ovn_araby_fatandira	Default_land_infantry_melee	4
ovn_araby_fatandira	Default_land_infantry_missile	3
ovn_araby_fatandira	Default_land_magic	1
ovn_araby_fatandira	Default_land_support	1
ovn_araby_fatandira	Default_land_infantry_monterous	1
ovn_araby_fatandira	Default_land_monster	4
ovn_araby_fatandira	Default_land_chariot	1
ovn_araby_magus_land	Default_land_artillery	2
ovn_araby_magus_land	Default_land_cavalry_melee	3
ovn_araby_magus_land	Default_land_infantry_melee	5
ovn_araby_magus_land	Default_land_infantry_missile	3
ovn_araby_magus_land	Default_land_magic	1
ovn_araby_magus_land	Default_land_support	1
ovn_araby_magus_land	Default_land_infantry_monterous	1
ovn_araby_magus_land	Default_land_monster	3
ovn_araby_magus	Default_land_artillery	3
ovn_araby_magus	Default_land_cavalry_melee	2
ovn_araby_magus	Default_land_infantry_melee	4
ovn_araby_magus	Default_land_infantry_missile	3
ovn_araby_magus	Default_land_magic	1
ovn_araby_magus	Default_land_support	1
ovn_araby_magus	Default_land_infantry_monterous	1
ovn_araby_magus	Default_land_monster	4
ovn_araby_jaffar_land	Default_land_artillery	2
ovn_araby_jaffar_land	Default_land_cavalry_melee	3
ovn_araby_jaffar_land	Default_land_infantry_melee	5
ovn_araby_jaffar_land	Default_land_infantry_missile	3
ovn_araby_jaffar_land	Default_land_magic	1
ovn_araby_jaffar_land	Default_land_support	1
ovn_araby_jaffar_land	Default_land_infantry_monterous	1
ovn_araby_jaffar_land	Default_land_monster	3
ovn_araby_jaffar	Default_land_artillery	1
ovn_araby_jaffar	Default_land_cavalry_melee	3
ovn_araby_jaffar	Default_land_infantry_melee	4
ovn_araby_jaffar	Default_land_infantry_missile	3
ovn_araby_jaffar	Default_land_magic	1
ovn_araby_jaffar	Default_land_support	2
ovn_araby_jaffar	Default_land_infantry_monterous	1
ovn_araby_jaffar	Default_land_monster	4
ovn_halflings	Default_land_anti_armour	1
ovn_halflings	Default_land_artillery	3
ovn_halflings	Default_land_aura	2
ovn_halflings	Default_land_cavalry_melee	1
ovn_halflings	Default_land_cavalry_shock	1
ovn_halflings	Default_land_infantry_melee	3
ovn_halflings	Default_land_infantry_missile	4
ovn_halflings	Default_land_infantry_monterous	2
ovn_halflings	Default_land_monster	1
ovn_halflings	Default_land_support	1
ovn_trollz	Default_land_monster	8
ovn_trollz	Default_land_infantry_melee	2
ovn_trollz	Default_land_infantry_missile	3
ovn_trollz	Default_land_cavalry_melee	2
ovn_trollz	Default_land_support	1
ovn_trollz	Default_land_infantry_missile_heavy	3
ovn_albion	Default_land_monster	3
ovn_albion	Default_land_magic	1
ovn_albion	Default_land_infantry_spearmen	2
ovn_albion	Default_land_infantry_missile	3
ovn_albion	Default_land_infantry_melee	4
ovn_albion	Default_land_harasser	1
ovn_albion	Default_land_chariot	1
ovn_albion	Default_land_cavalry_melee	3
ovn_albion	Default_land_artillery	1
ovn_dreadking	Default_land_artillery	2
ovn_dreadking	Default_land_cavalry_melee	1
ovn_dreadking	Default_land_cavalry_missile	1
ovn_dreadking	Default_land_chariot	1
ovn_dreadking	Default_land_infantry_melee	3
ovn_dreadking	Default_land_infantry_missile	2
ovn_dreadking	Default_land_infantry_spearmen	4
ovn_dreadking	Default_land_magic	1
ovn_dreadking	Default_land_monster	2
ovn_dreadking	Default_land_support	1
ovn_dreadking	Default_land_infantry_missile_heavy	1
ovn_grudgebringers	Default_land_artillery	2
ovn_grudgebringers	Default_land_cavalry_melee	3
ovn_grudgebringers	Default_land_infantry_melee	6
ovn_grudgebringers	Default_land_infantry_missile	4
ovn_grudgebringers	Default_land_magic	1
ovn_grudgebringers	Default_land_support	1
ovn_grudgebringers	Default_land_infantry_monterous	1
ovn_grudgebringers	Default_land_monster	1
ovn_fimir_meargh	Default_land_infantry_melee	5
ovn_fimir_meargh	Default_land_monster	4
ovn_fimir_meargh	Default_land_support	4
ovn_fimir_meargh	Default_land_magic	3
ovn_fimir_meargh	Default_land_infantry_missile	3
ovn_fimir_belakor	Default_land_harasser	1
ovn_fimir_belakor	Default_land_infantry_melee	4
ovn_fimir_belakor	Default_land_infantry_spearmen	1
ovn_fimir_belakor	Default_land_monster	3
ovn_fimir_belakor	Default_land_support	2
ovn_fimir_belakor	Default_land_magic	2
ovn_fimir_belakor	Default_land_infantry_missile	2
ovn_fimir_belakor	Default_land_cavalry_melee	2
ovn_fimir_belakor	Default_land_artillery	2
