id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/Araby_last		
92111951	wh_main_emp_garrison_1	ovn_araby
92111952	wh_main_emp_garrison_2	ovn_araby
92111953	wh_main_emp_garrison_2	ovn_araby2
92111954	wh_main_emp_outpostnorsca_major_1	ovn_araby
92111955	wh_main_emp_outpostnorsca_major_1_coast	ovn_araby
92111956	wh_main_emp_outpostnorsca_major_2	ovn_araby
92111957	wh_main_emp_outpostnorsca_major_2_coast	ovn_araby
92111958	wh_main_emp_outpostnorsca_major_2	ovn_araby
92111959	wh_main_emp_outpostnorsca_major_2_coast	ovn_araby
92111960	wh_main_emp_outpostnorsca_major_3	ovn_araby
92111961	wh_main_emp_outpostnorsca_major_3_coast	ovn_araby
92111962	wh_main_emp_outpostnorsca_major_4	ovn_araby2
92111963	wh_main_emp_outpostnorsca_major_4_coast	ovn_araby2
92111964	wh_main_emp_outpostnorsca_major_4	ovn_araby
92111965	wh_main_emp_outpostnorsca_major_4_coast	ovn_araby
92111966	wh_main_emp_outpostnorsca_major_4	ovn_araby
92111967	wh_main_emp_outpostnorsca_major_4_coast	ovn_araby
92111968	wh_main_emp_outpostnorsca_major_5	ovn_araby2
92111969	wh_main_emp_outpostnorsca_major_5_coast	ovn_araby2
92111970	wh_main_emp_outpostnorsca_major_5	ovn_araby2
92111971	wh_main_emp_outpostnorsca_major_5_coast	ovn_araby2
92111972	wh_main_emp_outpostnorsca_major_5	ovn_araby
92111973	wh_main_emp_outpostnorsca_major_5_coast	ovn_araby
92111974	wh_main_emp_outpostnorsca_minor_1	ovn_araby
92111975	wh_main_emp_outpostnorsca_minor_1_coast	ovn_araby
92111976	wh_main_emp_outpostnorsca_minor_2	ovn_araby
92111977	wh_main_emp_outpostnorsca_minor_2_coast	ovn_araby
92111978	wh_main_emp_outpostnorsca_minor_3	ovn_araby2_minor
92111979	wh_main_emp_outpostnorsca_minor_3_coast	ovn_araby2_minor
92111980	wh_main_emp_outpostnorsca_minor_3	ovn_araby
92111981	wh_main_emp_outpostnorsca_minor_3_coast	ovn_araby
92111982	wh_main_emp_settlement_major_1	ovn_araby
92111983	wh_main_emp_settlement_major_1_coast	ovn_araby
92111984	wh_main_emp_settlement_major_2	ovn_araby
92111985	wh_main_emp_settlement_major_2_coast	ovn_araby
92111986	wh_main_emp_settlement_major_2	ovn_araby
92111987	wh_main_emp_settlement_major_2_coast	ovn_araby
92111988	wh_main_emp_settlement_major_3	ovn_araby
92111989	wh_main_emp_settlement_major_3_coast	ovn_araby
92111990	wh_main_emp_settlement_major_3	ovn_araby
92111991	wh_main_emp_settlement_major_3_coast	ovn_araby
92111992	wh_main_emp_settlement_major_4	ovn_araby2
92111993	wh_main_emp_settlement_major_4_coast	ovn_araby2
92111994	wh_main_emp_settlement_major_4	ovn_araby
92111995	wh_main_emp_settlement_major_4_coast	ovn_araby
92111996	wh_main_emp_settlement_major_4	ovn_araby
92111997	wh_main_emp_settlement_major_4_coast	ovn_araby
92111998	wh_main_emp_settlement_major_5	ovn_araby2
92111999	wh_main_emp_settlement_major_5_coast	ovn_araby2
92112000	wh_main_emp_settlement_major_5	ovn_araby2
92112001	wh_main_emp_settlement_major_5_coast	ovn_araby2
92112002	wh_main_emp_settlement_major_5	ovn_araby
92112003	wh_main_emp_settlement_major_5_coast	ovn_araby
92112004	wh_main_emp_settlement_minor_1	ovn_araby
92112005	wh_main_emp_settlement_minor_1_coast	ovn_araby
92112006	wh_main_emp_settlement_minor_2	ovn_araby
92112007	wh_main_emp_settlement_minor_2_coast	ovn_araby
92112008	wh_main_emp_settlement_minor_2	ovn_araby
92112009	wh_main_emp_settlement_minor_2_coast	ovn_araby
92112010	wh_main_emp_settlement_minor_3	ovn_araby2_minor
92112011	wh_main_emp_settlement_minor_3_coast	ovn_araby2_minor
92112012	wh_main_emp_settlement_minor_3	ovn_araby
92112013	wh_main_emp_settlement_minor_3_coast	ovn_araby
92112014	ovn_araby_walls_1	ovn_araby
92112015	ovn_araby_walls_2	ovn_araby
92112016	ovn_araby_walls_2	ovn_araby
92112017	ovn_araby_walls_3	ovn_araby2
92112018	ovn_araby_walls_3	ovn_araby
92112019	wh_main_special_settlement_altdorf_1_emp	ovn_araby
92112020	wh_main_special_settlement_altdorf_2_emp	ovn_araby
92112021	wh_main_special_settlement_altdorf_3_emp	ovn_araby
92112022	wh_main_special_settlement_altdorf_3_emp	ovn_araby
92112023	wh_main_special_settlement_altdorf_4_emp	ovn_araby
92112024	wh_main_special_settlement_altdorf_4_emp	ovn_araby
92112025	wh_main_special_settlement_altdorf_4_emp	ovn_araby
92112026	wh_main_special_settlement_altdorf_5_emp	ovn_araby2
92112027	wh_main_special_settlement_altdorf_5_emp	ovn_araby
92112028	wh_main_special_settlement_altdorf_5_emp	ovn_araby
92112029	wh_main_special_settlement_castle_drakenhof_1_emp	ovn_araby
92112030	wh_main_special_settlement_castle_drakenhof_2_emp	ovn_araby
92112031	wh_main_special_settlement_castle_drakenhof_3_emp	ovn_araby
92112032	wh_main_special_settlement_castle_drakenhof_3_emp	ovn_araby
92112033	wh_main_special_settlement_castle_drakenhof_4_emp	ovn_araby
92112034	wh_main_special_settlement_castle_drakenhof_4_emp	ovn_araby
92112035	wh_main_special_settlement_castle_drakenhof_4_emp	ovn_araby
92112036	wh_main_special_settlement_castle_drakenhof_5_emp	ovn_araby2
92112037	wh_main_special_settlement_castle_drakenhof_5_emp	ovn_araby
92112038	wh_main_special_settlement_castle_drakenhof_5_emp	ovn_araby
92112039	wh_main_special_settlement_couronne_1_emp	ovn_araby
92112040	wh_main_special_settlement_couronne_2_emp	ovn_araby
92112041	wh_main_special_settlement_couronne_3_emp	ovn_araby
92112042	wh_main_special_settlement_couronne_3_emp	ovn_araby
92112043	wh_main_special_settlement_couronne_4_emp	ovn_araby2
92112044	wh_main_special_settlement_couronne_4_emp	ovn_araby
92112045	wh_main_special_settlement_couronne_4_emp	ovn_araby
92112046	wh_main_special_settlement_couronne_5_emp	ovn_araby2
92112047	wh_main_special_settlement_couronne_5_emp	ovn_araby2
92112048	wh_main_special_settlement_couronne_5_emp	ovn_araby
92112049	wh_main_special_settlement_kislev_1_emp	ovn_araby
92112050	wh_main_special_settlement_kislev_2_emp	ovn_araby
92112051	wh_main_special_settlement_kislev_3_emp	ovn_araby
92112052	wh_main_special_settlement_kislev_3_emp	ovn_araby
92112053	wh_main_special_settlement_kislev_4_emp	ovn_araby2
92112054	wh_main_special_settlement_kislev_4_emp	ovn_araby
92112055	wh_main_special_settlement_kislev_5_emp	ovn_araby2
92112056	wh_main_special_settlement_kislev_5_emp	ovn_araby
92112057	wh_main_special_settlement_miragliano_1_emp	ovn_araby
92112058	wh_main_special_settlement_miragliano_2_emp	ovn_araby
92112059	wh_main_special_settlement_miragliano_3_emp	ovn_araby
92112060	wh_main_special_settlement_miragliano_3_emp	ovn_araby
92112061	wh_main_special_settlement_miragliano_4_emp	ovn_araby
92112062	wh_main_special_settlement_miragliano_4_emp	ovn_araby2
92112063	wh_main_special_settlement_miragliano_5_emp	ovn_araby
92112064	wh_main_special_settlement_miragliano_5_emp	ovn_araby
92112065	wh_main_special_settlement_miragliano_5_emp	ovn_araby2
92112066	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_1	ovn_araby
92112067	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_2	ovn_araby
92112068	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_3	ovn_araby
92112069	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_4	ovn_araby2
92112070	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_5	ovn_araby2
92112071	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_3	ovn_araby
92112072	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_4	ovn_araby
92112073	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_5	ovn_araby2
92112074	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_4	ovn_araby
92112075	wh2_dlc09_special_settlement_pyramid_of_nagash_emp_5	ovn_araby
92112076	wh2_main_emp_defence_norsca_1	ovn_araby
92112077	wh2_main_special_settlement_athel_loren_emp_1	ovn_araby
92112078	wh2_main_special_settlement_athel_loren_emp_2	ovn_araby
92112079	wh2_main_special_settlement_athel_loren_emp_3	ovn_araby
92112080	wh2_main_special_settlement_athel_loren_emp_4	ovn_araby2
92112081	wh2_main_special_settlement_athel_loren_emp_5	ovn_araby2
92112082	wh2_main_special_settlement_athel_loren_emp_3	ovn_araby
92112083	wh2_main_special_settlement_athel_loren_emp_4	ovn_araby
92112084	wh2_main_special_settlement_athel_loren_emp_5	ovn_araby2
92112085	wh2_main_special_settlement_black_crag_emp_1	ovn_araby
92112086	wh2_main_special_settlement_black_crag_emp_2	ovn_araby
92112087	wh2_main_special_settlement_black_crag_emp_3	ovn_araby
92112088	wh2_main_special_settlement_black_crag_emp_4	ovn_araby2
92112089	wh2_main_special_settlement_black_crag_emp_5	ovn_araby2
92112090	wh2_main_special_settlement_black_crag_emp_4	ovn_araby
92112091	wh2_main_special_settlement_black_crag_emp_5	ovn_araby2
92112092	wh2_main_special_settlement_black_crag_emp_3	ovn_araby
92112093	wh2_main_special_settlement_black_crag_emp_4	ovn_araby
92112094	wh2_main_special_settlement_black_crag_emp_5	ovn_araby
92112095	wh2_main_special_settlement_eight_peaks_emp_1	ovn_araby
92112096	wh2_main_special_settlement_eight_peaks_emp_2	ovn_araby
92112097	wh2_main_special_settlement_eight_peaks_emp_3	ovn_araby
92112098	wh2_main_special_settlement_eight_peaks_emp_4	ovn_araby2
92112099	wh2_main_special_settlement_eight_peaks_emp_5	ovn_araby2
92112100	wh2_main_special_settlement_eight_peaks_emp_4	ovn_araby
92112101	wh2_main_special_settlement_eight_peaks_emp_5	ovn_araby2
92112102	wh2_main_special_settlement_eight_peaks_emp_3	ovn_araby
92112103	wh2_main_special_settlement_eight_peaks_emp_4	ovn_araby
92112104	wh2_main_special_settlement_eight_peaks_emp_5	ovn_araby
92112105	wh2_main_special_settlement_gaean_vale_emp_1	ovn_araby
92112106	wh2_main_special_settlement_gaean_vale_emp_2	ovn_araby
92112107	wh2_main_special_settlement_gaean_vale_emp_3	ovn_araby
92112108	wh2_main_special_settlement_gaean_vale_emp_4	ovn_araby2
92112109	wh2_main_special_settlement_gaean_vale_emp_5	ovn_araby2
92112110	wh2_main_special_settlement_gaean_vale_emp_3	ovn_araby
92112111	wh2_main_special_settlement_gaean_vale_emp_4	ovn_araby
92112112	wh2_main_special_settlement_gaean_vale_emp_5	ovn_araby2
92112113	wh2_main_special_settlement_gaean_vale_emp_4	ovn_araby
92112114	wh2_main_special_settlement_gaean_vale_emp_5	ovn_araby
92112115	wh2_main_special_settlement_hexoatl_emp_1	ovn_araby
92112116	wh2_main_special_settlement_hexoatl_emp_2	ovn_araby
92112117	wh2_main_special_settlement_hexoatl_emp_3	ovn_araby
92112118	wh2_main_special_settlement_hexoatl_emp_4	ovn_araby2
92112119	wh2_main_special_settlement_hexoatl_emp_5	ovn_araby2
92112120	wh2_main_special_settlement_hexoatl_emp_3	ovn_araby
92112121	wh2_main_special_settlement_hexoatl_emp_4	ovn_araby
92112122	wh2_main_special_settlement_hexoatl_emp_5	ovn_araby2
92112123	wh2_main_special_settlement_itza_emp_1	ovn_araby
92112124	wh2_main_special_settlement_itza_emp_2	ovn_araby
92112125	wh2_main_special_settlement_itza_emp_3	ovn_araby
92112126	wh2_main_special_settlement_itza_emp_4	ovn_araby2
92112127	wh2_main_special_settlement_itza_emp_5	ovn_araby2
92112128	wh2_main_special_settlement_itza_emp_3	ovn_araby
92112129	wh2_main_special_settlement_itza_emp_4	ovn_araby
92112130	wh2_main_special_settlement_itza_emp_5	ovn_araby2
92112131	wh2_main_special_settlement_karaz_a_karak_emp_1	ovn_araby
92112132	wh2_main_special_settlement_karaz_a_karak_emp_2	ovn_araby
92112133	wh2_main_special_settlement_karaz_a_karak_emp_3	ovn_araby
92112134	wh2_main_special_settlement_karaz_a_karak_emp_4	ovn_araby2
92112135	wh2_main_special_settlement_karaz_a_karak_emp_5	ovn_araby2
92112136	wh2_main_special_settlement_karaz_a_karak_emp_3	ovn_araby
92112137	wh2_main_special_settlement_karaz_a_karak_emp_4	ovn_araby
92112138	wh2_main_special_settlement_karaz_a_karak_emp_5	ovn_araby2
92112139	wh2_main_special_settlement_khemri_emp_1	ovn_araby
92112140	wh2_main_special_settlement_khemri_emp_2	ovn_araby
92112141	wh2_main_special_settlement_khemri_emp_3	ovn_araby
92112142	wh2_main_special_settlement_khemri_emp_4	ovn_araby2
92112143	wh2_main_special_settlement_khemri_emp_5	ovn_araby2
92112144	wh2_main_special_settlement_khemri_emp_3	ovn_araby
92112145	wh2_main_special_settlement_khemri_emp_4	ovn_araby
92112146	wh2_main_special_settlement_khemri_emp_5	ovn_araby2
92112147	wh2_main_special_settlement_khemri_emp_4	ovn_araby
92112148	wh2_main_special_settlement_khemri_emp_5	ovn_araby
92112149	wh2_main_special_settlement_lahmia_emp_1	ovn_araby
92112150	wh2_main_special_settlement_lahmia_emp_2	ovn_araby
92112151	wh2_main_special_settlement_lahmia_emp_3	ovn_araby
92112152	wh2_main_special_settlement_lahmia_emp_4	ovn_araby2
92112153	wh2_main_special_settlement_lahmia_emp_5	ovn_araby2
92112154	wh2_main_special_settlement_lahmia_emp_3	ovn_araby
92112155	wh2_main_special_settlement_lahmia_emp_4	ovn_araby
92112156	wh2_main_special_settlement_lahmia_emp_5	ovn_araby2
92112157	wh2_main_special_settlement_lothern_emp_1	ovn_araby
92112158	wh2_main_special_settlement_lothern_emp_2	ovn_araby
92112159	wh2_main_special_settlement_lothern_emp_3	ovn_araby
92112160	wh2_main_special_settlement_lothern_emp_4	ovn_araby
92112161	wh2_main_special_settlement_lothern_emp_5	ovn_araby2
92112162	wh2_main_special_settlement_naggarond_emp_1	ovn_araby
92112163	wh2_main_special_settlement_naggarond_emp_2	ovn_araby
92112164	wh2_main_special_settlement_naggarond_emp_3	ovn_araby
92112165	wh2_main_special_settlement_naggarond_emp_4	ovn_araby
92112166	wh2_main_special_settlement_naggarond_emp_5	ovn_araby2
92112167	wh2_main_special_settlement_sartosa_emp_1	ovn_araby
92112168	wh2_main_special_settlement_sartosa_emp_2	ovn_araby
92112169	wh2_main_special_settlement_sartosa_emp_3	ovn_araby
92112170	wh2_main_special_settlement_sartosa_emp_4	ovn_araby2
92112171	wh2_main_special_settlement_sartosa_emp_5	ovn_araby2
92112172	wh2_main_special_settlement_sartosa_emp_3	ovn_araby
92112173	wh2_main_special_settlement_sartosa_emp_4	ovn_araby
92112174	wh2_main_special_settlement_sartosa_emp_5	ovn_araby2
92112175	wh2_main_special_settlement_sartosa_emp_4	ovn_araby
92112176	wh2_main_special_settlement_sartosa_emp_5	ovn_araby
92112177	wh2_main_special_settlement_the_awakening_emp_1	ovn_araby
92112178	wh2_main_special_settlement_the_awakening_emp_2	ovn_araby
92112179	wh2_main_special_settlement_the_awakening_emp_3	ovn_araby
92112180	wh2_main_special_settlement_the_awakening_emp_4	ovn_araby2
92112181	wh2_main_special_settlement_the_awakening_emp_5	ovn_araby2
92112182	wh2_main_special_settlement_the_awakening_emp_3	ovn_araby
92112183	wh2_main_special_settlement_the_awakening_emp_4	ovn_araby
92112184	wh2_main_special_settlement_the_awakening_emp_5	ovn_araby2
92113086	wh2_dlc11_special_settlement_galleons_graveyard_other_1	ovn_araby
92113087	arb_golden_magus_special_galleon_graveyard_1	ovn_prometheans
92113088	arb_golden_magus_special_galleon_graveyard_1	ovn_araby
92113098	wh_main_special_settlement_miragliano_1_teb	ovn_araby
92113099	wh_main_special_settlement_miragliano_2_teb	ovn_araby
92113100	wh_main_special_settlement_miragliano_2_teb	ovn_araby
92113101	wh_main_special_settlement_miragliano_3_teb	ovn_araby
92113102	wh_main_special_settlement_miragliano_3_teb	ovn_araby2
92113103	wh_main_special_settlement_miragliano_4_teb	ovn_araby
92113104	wh_main_special_settlement_miragliano_4_teb	ovn_araby
92113105	wh_main_special_settlement_miragliano_4_teb	ovn_araby2
92113106	wh_main_special_settlement_miragliano_5_teb	ovn_araby
92113107	wh_main_special_settlement_miragliano_5_teb	ovn_araby2
92113108	wh_main_special_settlement_miragliano_5_teb	ovn_araby2
92113109	wh2_main_special_empire_fort_untainted_1	ovn_araby
92113110	wh2_main_special_empire_fort_untainted_2	ovn_araby
92113111	wh2_main_special_empire_fort_untainted_2	ovn_araby
92113112	wh2_main_special_empire_fort_untainted_3	ovn_araby
92113113	wh2_main_special_empire_fort_untainted_3	ovn_araby2
92113114	wh2_main_special_empire_fort_untainted_4	ovn_araby
92113115	wh2_main_special_empire_fort_untainted_4	ovn_araby
92113116	wh2_main_special_empire_fort_untainted_4	ovn_araby2
92113117	wh2_main_special_empire_fort_untainted_5	ovn_araby
92113118	wh2_main_special_empire_fort_untainted_5	ovn_araby2
92113119	wh2_main_special_empire_fort_untainted_5	ovn_araby2
994522211551	ovn_arb_haikk	OtF_khemri_elite_guard
994522211552	ovn_arb_haikk	OtF_khemri_elite_guard
994522211553	ovn_arb_haikk	OtF_khemri_elite_guard
994522211554	ovn_arb_fyrus	ovn_araby
994522211555	ovn_arb_Sartosa	ovn_araby2
994522211556	ovn_arb_Magritta	ovn_araby2
92113120	wh2_main_special_settlement_colony_major_other_1	ovn_araby
92113121	wh2_main_special_settlement_colony_major_other_2	ovn_araby
92113122	wh2_main_special_settlement_colony_major_other_2	ovn_araby
92113123	wh2_main_special_settlement_colony_major_other_3	ovn_araby
92113124	wh2_main_special_settlement_colony_major_other_3	ovn_araby2
92113125	wh2_main_special_settlement_colony_major_other_4	ovn_araby2
92113126	wh2_main_special_settlement_colony_major_other_4	ovn_araby
92113127	wh2_main_special_settlement_colony_major_other_4	ovn_araby
