land_units_to_unit_abilites_junctions_tables	0
ability	land_unit
ground_arua_evil_sultan	Sultan_Jaffar
ground_arua_ethereal_embers	Djinn_fire
ground_arua_djinn_effect	Sultan_Jaffar
ground_arua_for_summoned_djinn	Djinn_fire
ground_arua_for_summoned_djinn_2	Djinn_fire
fire_trail_for_summoned_djinn	Djinn_fire
ovn_unit_passive_unbinding_djinn	Djinn_fire
wh_main_spell_bound_fireball	Djinn_fire
ground_arua_evil_sultan	Sultan_Jaffar_camel
ground_arua_djinn_effect	Sultan_Jaffar_camel
ground_arua_evil_sultan	Sultan_Jaffar_elephant
ground_arua_djinn_effect	Sultan_Jaffar_elephant
arb_jaffar_aura_will	Sultan_Jaffar
arb_jaffar_aura_will	Sultan_Jaffar_camel
arb_jaffar_aura_will	Sultan_Jaffar_elephant
