building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
ovn_half_tavern_2	wh_main_effect_agent_enable_recruitment_fieldwarden	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_tavern_3	wh_main_effect_agent_enable_recruitment_fieldwarden	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_tavern_3	wh_main_effect_agent_cap_increase_fieldwarden_level	province_to_province_own_unseen	2.0	1.0	0.0
ovn_half_tavern_2	wh_main_effect_agent_cap_increase_fieldwarden_level	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_tavern_2	wh_main_effect_agent_cap_increase_spy_fieldwarden	faction_to_faction_own_unseen	1.0	1.0	0.0
ovn_half_tavern_3	wh_main_effect_agent_cap_increase_spy_fieldwarden	faction_to_faction_own_unseen	2.0	1.0	0.0
ovn_half_barracks_2	wh_main_effect_agent_enable_recruitment_master_chef	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_barracks_3	wh_main_effect_agent_enable_recruitment_master_chef	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_barracks_3	wh_main_effect_agent_cap_increase_master_chef_level	province_to_province_own_unseen	2.0	1.0	0.0
ovn_half_barracks_2	wh_main_effect_agent_cap_increase_master_chef_level	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_barracks_2	wh_main_effect_agent_cap_increase_dignatary_master_chef	faction_to_faction_own_unseen	1.0	1.0	0.0
ovn_half_barracks_3	wh_main_effect_agent_cap_increase_dignatary_master_chef	faction_to_faction_own_unseen	1.0	1.0	0.0
ovn_half_barracks_2	wh_main_effect_agent_enable_recruitment_sheriff	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_barracks_3	wh_main_effect_agent_enable_recruitment_sheriff	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_barracks_3	wh_main_effect_agent_cap_increase_sheriff_level	province_to_province_own_unseen	2.0	1.0	0.0
ovn_half_barracks_2	wh_main_effect_agent_cap_increase_champion_sheriff	faction_to_faction_own_unseen	1.0	1.0	0.0
wh_main_sch_special_moot_cauldron_1	wh_main_effect_agent_enable_recruitment_master_chef	province_to_province_own_unseen	1.0	1.0	0.0
wh_main_sch_special_moot_cauldron_1	wh_main_effect_agent_cap_increase_dignatary_master_chef	faction_to_faction_own_unseen	2.0	1.0	0.0
wh_main_sch_special_moot_cauldron_1	wh_main_effect_agent_cap_increase_master_chef_level	province_to_province_own_unseen	1.0	1.0	0.0
ovn_hlf_welf_2	wh_main_effect_agent_cap_increase_fieldwarden_level	province_to_province_own_unseen	1.0	1.0	0.0
ovn_hlf_welf_2	wh_main_effect_agent_cap_increase_spy_fieldwarden	faction_to_faction_own_unseen	2.0	1.0	0.0
ovn_hlf_welf_2	wh_main_effect_agent_enable_recruitment_fieldwarden	province_to_province_own_unseen	1.0	0.0	0.0
ovn_hlf_welf_3	wh_main_effect_agent_cap_increase_fieldwarden_level	province_to_province_own_unseen	2.0	1.0	0.0
ovn_hlf_welf_3	wh_main_effect_agent_cap_increase_spy_fieldwarden	faction_to_faction_own_unseen	3.0	1.0	0.0
ovn_hlf_welf_3	wh_main_effect_agent_enable_recruitment_fieldwarden	province_to_province_own_unseen	1.0	0.0	0.0
ovn_half_barracks_3	wh_main_effect_agent_cap_increase_champion_captain	faction_to_faction_own_unseen	1.0	1.0	0.0
ovn_half_barracks_3	wh_main_effect_agent_enable_recruitment_champion_empire	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_barracks_3	wh_main_effect_agent_enable_recruitment_champion_kteb	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_tavern_1	wh_main_effect_public_order_base	province_to_province_own_unseen	4.0	2.0	0.0
ovn_half_tavern_2	wh_main_effect_agent_enable_recruitment_spy_empire	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_tavern_2	wh_main_effect_agent_recruitment_xp_spy_empire	province_to_province_own_unseen	2.0	1.0	0.0
ovn_half_tavern_2	wh_main_effect_public_order_base	province_to_province_own_unseen	6.0	3.0	0.0
ovn_half_tavern_3	wh_main_effect_agent_cap_increase_spy_witch_hunter	faction_to_faction_own_unseen	1.0	1.0	0.0
ovn_half_tavern_3	wh_main_effect_agent_enable_recruitment_spy_empire	province_to_province_own_unseen	1.0	1.0	0.0
ovn_half_tavern_3	wh_main_effect_agent_recruitment_xp_spy_empire	province_to_province_own_unseen	4.0	2.0	0.0
ovn_half_tavern_3	wh_main_effect_public_order_base	province_to_province_own_unseen	10.0	5.0	0.0
ovn_Animal_Rearing_1	wh_main_effect_economy_gdp_industry	building_to_building_own	100.0	50.0	0.0
ovn_Animal_Rearing_2	wh_main_effect_economy_gdp_industry	building_to_building_own	150.0	80.0	0.0
ovn_half_industry_1	wh_main_effect_economy_gdp_industry	building_to_building_own	125.0	100.0	0.0
ovn_half_industry_2	wh_main_effect_economy_gdp_industry	building_to_building_own	200.0	150.0	0.0
ovn_half_industry_3	wh_main_effect_economy_gdp_industry	building_to_building_own	300.0	200.0	0.0
ovn_half_industry_1	tobacco_effect_produce_res_tobacco	building_to_building_own	10.0	5.0	0.0
ovn_half_industry_2	tobacco_effect_produce_res_tobacco	building_to_building_own	12.0	7.0	0.0
ovn_half_industry_3	tobacco_effect_produce_res_tobacco	building_to_building_own	15.0	10.0	0.0
ovn_half_dragon	wh_main_effect_region_resource_animals_production	building_to_building_own	16.0	8.0	0.0
ovn_half_dragon	wh_main_effect_public_order_base	province_to_province_own_unseen	-2.0	-2.0	0.0
ovn_half_dragon	ovn_grudge_diplo_bonus	building_to_faction_own	-5.0	0.0	0.0
ovn_hlf_welf_1	wh_main_effect_public_order_base	province_to_province_own	2.0	1.0	0.0
ovn_hlf_welf_2	wh_main_effect_public_order_base	province_to_province_own	4.0	2.0	0.0
ovn_hlf_welf_3	wh_main_effect_public_order_base	province_to_province_own	6.0	3.0	0.0
ovn_hlf_cig	wh_main_effect_economy_gdp_industry	building_to_building_own	500.0	250.0	0.0
ovn_hlf_cig	tobacco_effect_produce_res_tobacco	building_to_building_own	16.0	8.0	0.0
ovn_hlf_welf_3	wh_dlc07_effect_economy_gdp_mod_industry	region_to_region_own_text	-100.0	-100.0	0.0
ovn_hlf_welf_2	wh_dlc07_effect_economy_gdp_mod_industry	region_to_region_own_text	-50.0	-50.0	0.0
ovn_hlf_resource_salt_1	wh_main_effect_economy_gdp_culture	building_to_building_own	100.0	50.0	0.0
ovn_hlf_resource_salt_1	wh_main_effect_region_resource_salt_production	building_to_building_own	16.0	10.0	0.0
ovn_hlf_resource_salt_1	ovn_pooled_resource_mtl_seasong_buildings	faction_to_faction_own_unseen	4.0	1.0	0.0
ovn_hlf_resource_salt_2	wh_main_effect_economy_gdp_culture	building_to_building_own	150.0	75.0	0.0
ovn_hlf_resource_salt_2	wh_main_effect_region_resource_salt_production	building_to_building_own	24.0	15.0	0.0
ovn_hlf_resource_salt_2	ovn_pooled_resource_mtl_seasong_buildings	faction_to_faction_own_unseen	5.0	2.0	0.0
ovn_hlf_resource_salt_3	wh_main_effect_economy_gdp_culture	building_to_building_own	200.0	100.0	0.0
ovn_hlf_resource_salt_3	wh_main_effect_region_resource_salt_production	building_to_building_own	38.0	23.0	0.0
ovn_hlf_resource_salt_3	ovn_pooled_resource_mtl_seasong_buildings	faction_to_faction_own_unseen	6.0	3.0	0.0
wh_main_sch_special_moot_cauldron_1	ovn_pooled_resource_mtl_seasong_buildings	faction_to_faction_own_unseen	5.0	2.0	0.0
