technology_nodes_tables	3
campaign_key	faction_key	indent	key	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_01	tech_chs_branch_1_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_02	tech_chs_branch_1_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_03	tech_chs_branch_1_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_04	tech_chs_branch_2_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_05	tech_chs_branch_2_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_06	tech_chs_branch_2_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_07	tech_chs_branch_2_4	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_08	tech_chs_branch_3_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_09	tech_chs_branch_3_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_10	tech_chs_branch_3_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_11	tech_chs_branch_3_4	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_12	tech_chs_branch_3_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_13	tech_chs_branch_4_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_14	tech_chs_branch_4_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_15	tech_chs_branch_4_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_16	tech_chs_branch_4_4	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_17	tech_chs_branch_4_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_20	tech_chs_branch_5_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_22	tech_chs_branch_5_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_25	tech_chs_branch_5_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_28	tech_chs_branch_5_4	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_35	tech_chs_branch_5_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_38	tech_chs_main_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_41	tech_chs_main_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_44	tech_chs_main_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_47	tech_chs_main_4	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_51	tech_chs_main_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_18	tech_chs_branch_5_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_19	tech_chs_branch_5_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_21	tech_chs_branch_5_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_23	tech_chs_branch_5_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_24	tech_chs_branch_5_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_26	tech_chs_branch_5_4	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_27	tech_chs_branch_5_4	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_29	tech_chs_branch_5_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_30	tech_chs_branch_5_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_31	tech_chs_branch_5_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_32	tech_chs_branch_5_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_33	tech_chs_branch_5_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_34	tech_chs_branch_5_5	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_36	tech_chs_main_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_37	tech_chs_main_1	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_39	tech_chs_main_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_40	tech_chs_main_2	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_42	tech_chs_main_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_43	tech_chs_main_3	chs_mil	15	999999	999999	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_45	tech_chs_main_4	chs_mil	15	999999	0	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_46	tech_chs_main_4	chs_mil	15	999999	0	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_48	tech_chs_main_5	chs_mil	15	999999	0	0		
	wh2_main_nor_harbingers_of_doom	30	chaos_tech_removal_fimir_49	tech_chs_main_5	chs_mil	15	999999	0	0		
