id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/!ovn_araby_climate		
ovn_araby_climate_chaotic	wh2_climate_uninhabitable	2.0
ovn_araby_climate_desert	wh2_climate_suitable	2.0
ovn_araby_climate_frozen	wh2_climate_uninhabitable	2.0
ovn_araby_climate_island	wh2_climate_suitable	2.0
ovn_araby_climate_jungle	wh2_climate_unsuitable	2.0
ovn_araby_climate_magicforest	wh2_climate_uninhabitable	2.0
ovn_araby_climate_mountain	wh2_climate_suitable	2.0
ovn_araby_climate_ocean	wh2_climate_uninhabitable	2.0
ovn_araby_climate_savannah	wh2_climate_suitable	2.0
ovn_araby_climate_temperate	wh2_climate_suitable	2.0
ovn_araby_climate_wasteland	wh2_climate_uninhabitable	2.0
ovn_araby_scy_climate_chaotic	wh2_climate_uninhabitable	2.0
ovn_araby_scy_climate_desert	wh2_climate_suitable	2.0
ovn_araby_scy_climate_frozen	wh2_climate_uninhabitable	2.0
ovn_araby_scy_climate_island	wh2_climate_unsuitable	2.0
ovn_araby_scy_climate_jungle	wh2_climate_unsuitable	2.0
ovn_araby_scy_climate_magicforest	wh2_climate_uninhabitable	2.0
ovn_araby_scy_climate_mountain	wh2_climate_suitable	2.0
ovn_araby_scy_climate_ocean	wh2_climate_uninhabitable	2.0
ovn_araby_scy_climate_savannah	wh2_climate_suitable	2.0
ovn_araby_scy_climate_temperate	wh2_climate_suitable	2.0
ovn_araby_scy_climate_wasteland	wh2_climate_unsuitable	2.0
ovn_araby_scim_climate_chaotic	wh2_climate_unsuitable	2.0
ovn_araby_scim_climate_desert	wh2_climate_unsuitable	2.0
ovn_araby_scim_climate_frozen	wh2_climate_unsuitable	2.0
ovn_araby_scim_climate_island	wh2_climate_suitable	2.0
ovn_araby_scim_climate_jungle	wh2_climate_suitable	2.0
ovn_araby_scim_climate_magicforest	wh2_climate_uninhabitable	2.0
ovn_araby_scim_climate_mountain	wh2_climate_unsuitable	2.0
ovn_araby_scim_climate_ocean	wh2_climate_suitable	2.0
ovn_araby_scim_climate_savannah	wh2_climate_suitable	2.0
ovn_araby_scim_climate_temperate	wh2_climate_suitable	2.0
ovn_araby_scim_climate_wasteland	wh2_climate_uninhabitable	2.0
