character_skill_nodes_tables	5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	wh2_main_skill_all_immortality_lord	wh_main_skill_node_fim_meargh_skattach		0.0	fim_meargh_skattach_immortality	6.0		0	0	true
	elo_fimir_from_mists	wh_main_skill_node_fim_meargh_skattach		0.0	fim_meargh_skattach_from_mists	5.0		0	0	true
	wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_01	0.0		0	0	true
	wh2_main_skill_def_campaign_dreaded_slaver	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_02	1.0		0	0	true
	wh_main_skill_chs_lord_campaign_serve_or_die	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_03	2.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_norse_resilience	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_04	3.0		0	0	true
	wh_dlc08_skill_nor_lord_campaign_despoilers	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_05	4.0		0	4	true
	wh_dlc08_skill_nor_throgg_campaign_masters_of_the_fen	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_06	5.0		0	4	true
	wh_main_skill_all_lord_campaign_lightning_strike	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_07	6.0		0	0	true
	wh_main_skill_vmp_lord_campaign_ancient_cunning	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_08	7.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_unnatural_healing	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_09	8.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_fuelled_by_war	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_10	9.0		0	0	true
	wh_dlc08_skill_nor_lords_campaign_spawn_of_chaos	wh_main_skill_node_fim_meargh_skattach		5.0	fim_meargh_skattach_campaign_11	10.0		0	4	true
	wh_main_skill_chs_lord_battle_dominating_presence	wh_main_skill_node_fim_meargh_skattach		4.0	fim_meargh_skattach_battle_01	0.0		0	0	true
	fimir_sacrifices	wh_main_skill_node_fim_meargh_skattach		4.0	fim_meargh_skattach_battle_02	1.0		0	0	true
	fimir_riders_doggos	wh_main_skill_node_fim_meargh_skattach		4.0	fim_meargh_skattach_battle_03	2.0		0	0	true
	fimir_bog_monsters	wh_main_skill_node_fim_meargh_skattach		4.0	fim_meargh_skattach_battle_04	3.0		0	0	true
	fimir_swamp_warriors	wh_main_skill_node_fim_meargh_skattach		4.0	fim_meargh_skattach_battle_05	4.0		0	0	true
	fimir_fen_giants	wh_main_skill_node_fim_meargh_skattach		4.0	fim_meargh_skattach_battle_06	5.0		0	0	true
	wh_main_skill_all_lord_battle_rally	wh_main_skill_node_fim_meargh_skattach		4.0	fim_meargh_skattach_battle_07	6.0		0	6	true
