Loc PackedFile	1
key	text	tooltip
units_custom_battle_mounts_localised_description_ovn_arb_cha_magician_life_0ovn_arb_cha_magician_life_1	Servants carrying a large Djinn Vessel.	true
units_custom_battle_mounts_mount_name_ovn_arb_cha_magician_life_0ovn_arb_cha_magician_life_1	Djinn Vessel	true
units_custom_battle_mounts_localised_description_ovn_arb_cha_magician_desert_0ovn_arb_cha_magician_desert_1	Servants carrying a large Djinn Vessel.	true
units_custom_battle_mounts_mount_name_ovn_arb_cha_magician_desert_0ovn_arb_cha_magician_desert_1	Djinn Vessel	true
units_custom_battle_mounts_localised_description_ovn_arb_cha_magician_fire_0ovn_arb_cha_magician_fire_1	Servants carrying a large Djinn Vessel.	true
units_custom_battle_mounts_mount_name_ovn_arb_cha_magician_fire_0ovn_arb_cha_magician_fire_1	Djinn Vessel	true
units_custom_battle_mounts_localised_description_ovn_arb_cha_magician_heavens_0ovn_arb_cha_magician_heavens_1	Servants carrying a large Djinn Vessel.	true
units_custom_battle_mounts_mount_name_ovn_arb_cha_magician_heavens_0ovn_arb_cha_magician_heavens_1	Djinn Vessel	true
units_custom_battle_mounts_localised_description_ovn_arb_cha_magician_life_0ovn_arb_cha_magician_life_2	An Air Djinn bound to a piece of furniture.	true
units_custom_battle_mounts_mount_name_ovn_arb_cha_magician_life_0ovn_arb_cha_magician_life_2	Magic Carpet	true
units_custom_battle_mounts_localised_description_ovn_arb_cha_magician_desert_0ovn_arb_cha_magician_desert_2	An Air Djinn bound to a piece of furniture.	true
units_custom_battle_mounts_mount_name_ovn_arb_cha_magician_desert_0ovn_arb_cha_magician_desert_2	Magic Carpet	true
units_custom_battle_mounts_localised_description_ovn_arb_cha_magician_fire_0ovn_arb_cha_magician_fire_2	An Air Djinn bound to a piece of furniture.	true
units_custom_battle_mounts_mount_name_ovn_arb_cha_magician_fire_0ovn_arb_cha_magician_fire_2	Magic Carpet	true
units_custom_battle_mounts_localised_description_ovn_arb_cha_magician_heavens_0ovn_arb_cha_magician_heavens_2	An Air Djinn bound to a piece of furniture.	true
units_custom_battle_mounts_mount_name_ovn_arb_cha_magician_heavens_0ovn_arb_cha_magician_heavens_2	Magic Carpet	true
