bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/@cr_comradeship		
charge_add	ovn_skill_effect_charge_speed_increase_eagles	hef_eagles
melee_attack_mod	ovn_skill_effect_melee_attack_increase_eagles	hef_eagles
mod_land_movement_battle	ovn_skill_effect_movement_speed_increase_eagles	hef_eagles
melee_attack_mod	ovn_skill_effect_melee_attack_increase_cooks_and_chefs	hlf_cooks_and_chefs
missile_damage_ap_mod_mult	ovn_skill_effect_weapon_damage_increase_cooks_and_chefs	hlf_cooks_and_chefs
missile_damage_mod_mult	ovn_skill_effect_weapon_damage_increase_cooks_and_chefs	hlf_cooks_and_chefs
upkeep_mod	ovn_skill_effect_upkeep_cost_reduction_cooks_and_chefs	hlf_cooks_and_chefs
morale	ovn_skill_effect_morale_increase_giblit_the_dwarf	mp_cap_ovn_com_cha_giblit_the_dwarf_0
armour_mod	ovn_skill_effect_armour_increase_giblit_the_dwarf	mp_cap_ovn_com_cha_giblit_the_dwarf_0
mod_land_movement_battle	ovn_skill_effect_movement_speed_increase_feast_carriers	hlf_feast_carriers
upkeep_mod	ovn_skill_effect_upkeep_cost_reduction_feast_carriers	hlf_feast_carriers
armour_mod	ovn_skill_effect_armour_increase_feast_carriers	hlf_feast_carriers
recruit_time_mod	ovn_skill_effect_recruit_time_baby_dragons	hlf_baby_dragons
unit_damage_resistance_physical_mod	ovn_skill_effect_physical_resistance_baby_dragons	hlf_baby_dragons
unit_fatigue_resistance_mod	ovn_skill_effect_vigour_loss_reduction_baby_dragons	hlf_baby_dragons
melee_defence_mod	ovn_skill_effect_melee_defence_increase_halfling_infantry	hlf_halfling_infantry
charge_add	ovn_skill_effect_charge_bonus_increase_halfling_infantry	hlf_halfling_infantry
damage_vs_large_entities	ovn_skill_effect_state_mod_bonus_v_large_halfling_infantry	hlf_halfling_infantry
