unit_special_abilities_tables	51
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	spawn_is_transformation	wind_down_stance	use_loop_stance	spawn_is_decoy	only_affect_owned_units	ability_available_ui_event
arb_golden_magus_master_djinn	-1.0	-1.0	1	0.0	false	0	0	true	0.0		false	true	true	60.0		false	0.0	false	783468935		ovn_arb_mon_genie_summoned	cast_up_long	0.0	0.0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	126.0	126.0			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false			false		false	false	false	
arb_golden_magus_burning_scimitar_ability	22.0	44.0	-1	40.0	true	-1	0	true	0.0		true	false	true	200.0		false	0.0	false	778354935			cast_up_medium	0.0	0.0	wh_abilities_generic_buff	wh_abilities_generic_buff	wh_abilities_generic_buff			0.0		augment_ranged_melee	wh_main_spell_fire_flaming_sword_of_rhuin	fire_medium	vo_battle_special_ability_spell_cast_positive	79.0	79.0				false	false	true	true			false		false	false	false	
arb_golden_magus_flaming_scimitar_bolts_of_burning	9.0	47.0	3	0.0	false	0	0	false	45.0		false	true	true	-1.0		false	0.0	false	778354936	wh_main_spell_fire_piercing_bolts_of_burning			0.0	0.0	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0		aoe_bombardment	wh_main_spell_fire_piercing_bolts_of_burning	fire_long	vo_battle_special_ability_spell_cast_negative	0.0	237.0				false	false	true	false			false		false	false	false	
arb_golden_magus_flaming_scimitar_hurricane_blades	14.0	38.0	3	0.0	false	0	0	false	45.0		false	true	true	-1.0		false	0.0	false	778354937			cast_up_medium	0.0	0.0	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_main_spell_dark_magic_bladewind_upgraded	0.0		vortex	wh2_main_spell_dark_magic_bladewind_upgraded	dark_magic_medium	vo_battle_special_ability_spell_cast_negative	0.0	165.0				false	false	true	false			false		false	false	false	
arb_golden_magus_flaming_scimitar_royal_djinn	-1.0	-1.0	1	0.0	false	0	0	true	45.0		false	true	true	-1.0		false	0.0	false	778354938		ovn_arb_mon_fire_efreet	cast_up_long	0.0	0.0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0		hex_ranged_summon	wh_group_unit		vo_battle_special_ability_generic_response	0.0	126.0			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false			false		false	false	false	
arb_golden_magus_skiff_mistral	-1.0	-1.0	-1	40.0	true	-1	0	false	-1.0		false	false	false	0.0		false	0.0	true	778354939				0.0	0.0						0.0					vo_battle_special_ability_generic_response	79.0	79.0				false	false	true	false			false		false	false	false	
arb_golden_magus_skiff_scirocco	-1.0	-1.0	-1	40.0	false	0	-1	true	-1.0		false	false	false	0.0		false	0.0	true	778354940				0.0	0.0	wh_abilities_generic_direct_damage					0.0					vo_battle_special_ability_generic_response	119.0	119.0				false	false	true	false			false		false	false	false	
arb_sultan_flame_bound_firestorm	27.0	25.0	3	0.0	false	0	0	false	0.0		false	true	true	150.0		false	0.0	false	778354941			cast_up_long	0.0	20.0	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh_main_spell_fire_flame_storm	0.0		vortex	wh_main_spell_fire_flame_storm	fire_long	vo_battle_special_ability_spell_cast_negative	0.0	244.0				false	false	true	false			false		false	false	false	
arb_sultan_flame_bound_fireburst	2.0	90.0	3	0.0	false	0	0	false	0.0		false	false	false	0.0		true	0.0	false	778354942	wh2_dlc15_unit_abilities_arachneruption			0.0	0.0	wh_spell_generic_bombardment					0.0		aoe_bombardment	wh_group_unit	fire_long	vo_battle_special_ability_generic_response	0.0	237.0				false	false	true	false			false		false	false	false	
arb_golden_magus_wrath_djinn_passive	-1.0	-1.0	-1	0.0	true	0	0	true	-1.0		false	false	false	0.0		false	0.0	true	778354943				0.0	0.0	wh_abilities_generic_debuff					0.0					vo_battle_special_ability_generic_response	0.0	82.0				false	false	true	false			false		false	false	false	
