Loc PackedFile	1
key	text	tooltip
land_units_onscreen_name_gunther_schepke	Sgt Gunther Schepke (Grudgebringer Infantry)	true
land_units_onscreen_name_heinz_klemper	Cpt Heinz Klemper (Countess Guard)	true
land_units_onscreen_name_eusebio_bleak	Eusebio The Bleak (Flagellants)	true
land_units_onscreen_name_dieter_schaeffer	Dieter Schaeffer  (Imperial Greatswords)	true
land_units_onscreen_name_azguz_bloodfist	Azguz Bloodfist (Dwarf Infantry)	true
land_units_onscreen_name_emp_elrod	Elrod (Wood Elf Glade Guards)	true
land_units_onscreen_name_jurgen_muntz	Jurgen Muntz (Outlaw Infantry)	true
land_units_onscreen_name_willem_fletcher	Willem Fletcher (Grudgebringer Crossbows)	true
land_units_onscreen_name_franz_erikson	Franz Erikson (Helmgart Bowmen)	true
land_units_onscreen_name_emp_galed	Galed (Elf Archers)	true
land_units_onscreen_name_stephan_weiss	Stephan Weiss (Outlaw Pistoliers)	true
land_units_onscreen_name_eric_ragnar	Eric Ragnar (Ragnar's Wolves)	true
land_units_onscreen_name_sven_carlsson	Sven Carlsson (Carlsson's Cavalry)	true
land_units_onscreen_name_bertrand_le_grande	Bertrand le Grande (Knights of the Realm)	true
land_units_onscreen_name_tristan_de_la_tour	Tristan de la Tour (Grail Knights)	true
land_units_onscreen_name_morgan_bernhardt	Commander Bernhardt	true
land_units_onscreen_name_wolfgang_schwartzkopf	Wolfgang Schwartzkopf (Grudgebringer Cannon)	true
land_units_onscreen_name_darius_flugenheim	Darius Flugenheim (Imperial Cannon)	true
land_units_onscreen_name_uter_blomkwist	Uter Blomkwist (Imperial Mortar)	true
land_units_onscreen_name_vladimir_stormbringer	Vladimir Stormbringer (Ice Mage)	true
