effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;3;db/effects_tables/elo_albion					
albion_enable_bound_flock_of_doom	general_ability.png	1	general_ability.png	battle	true
elo_warband_matt	melee.png	109	melee.png	battle	true
elo_warband_mdef	defence.png	101	defence.png	battle	true
elo_elite_mdef	defence.png	101	defence.png	battle	true
elo_elite_matt	melee.png	109	melee.png	battle	true
elo_monster_mdef	defence.png	101	defence.png	battle	true
elo_monster_matt	melee.png	109	melee.png	battle	true
elo_savage_matt	melee.png	109	melee.png	battle	true
elo_savage_dmg	weapon_damage.png	108	weapon_damage.png	battle	true
elo_allrange_ammo	ammo.png	55	ammo.png	battle	true
elo_allrange_dmg	ranged_damage.png	109	ranged_damage.png	battle	true
elo_riders_charge	charge.png	121	charge.png	battle	true
elo_riders_speed	battle_movement.png	101	battle_movement.png	battle	true
albion_enable_warcry	general_ability.png	1	general_ability.png	battle	true
albion_disable_rally	general_ability.png	1	general_ability.png	battle	true
elo_champions_r7_mattk	melee.png	109	melee.png	battle	true
elo_champions_r7_arm	armour.png	109	armour.png	battle	true
elo_champions_r7_phyres	resistance_physical.png	109	resistance_physical.png	battle	true
elo_hunters_r7_dmg	ranged_damage.png	109	ranged_damage.png	battle	true
elo_hunters_r7_reload	ranged_damage.png	109	ranged_damage.png	battle	true
elo_hunters_r7_misres	resistance_missile.png	109	resistance_missile.png	battle	true
elo_riders_r7_mattk	melee.png	109	melee.png	battle	true
elo_riders_r7_charge	charge.png	109	charge.png	battle	true
elo_riders_r7_dmg	weapon_damage.png	109	weapon_damage.png	battle	true
elo_monsters_r7_mattk	melee.png	109	melee.png	battle	true
elo_monsters_r7_dmg	weapon_damage.png	109	weapon_damage.png	battle	true
elo_monsters_r7_charge	charge.png	109	charge.png	battle	true
sessair_troops_mattk	melee.png	109	melee.png	battle	true
sessair_troops_wps	weapon_damage.png	109	weapon_damage.png	battle	true
sessair_troops_antiIn	bonus_vs_small.png	55	bonus_vs_small.png	battle	true
enable_frenzy_albion_warriors	general_ability.png	600	general_ability.png	battle	true
sessair_troops_charge	charge.png	109	charge.png	battle	true
fir_troops_mdef	defence.png	101	defence.png	battle	true
fir_troops_mattk	melee.png	109	melee.png	battle	true
enable_howling_shields	general_ability.png	1	general_ability.png	battle	true
enable_opportunist_albion	general_ability.png	1	general_ability.png	battle	true
enable_stalk_falian	attribute_stalk.png	621	attribute_stalk.png	battle	true
enable_vanguard_falian	attribute_guerrilla_deploy.png	15	attribute_guerrilla_deploy.png	battle	true
enable_immpsy_finian	attribute_immune_to_psychology.png	1	attribute_immune_to_psychology.png	battle	true
finian_troops_armour	defence.png	101	defence.png	battle	true
finian_troops_mdef	armour.png	109	armour.png	battle	true
elo_swamp_ain	bonus_vs_small.png	109	bonus_vs_small.png	battle	true
elo_swamp_xp	experience.png	101	experience.png	campaign	true
elo_swamp_ward	resistance_ward_save.png	101	resistance_ward_save.png	battle	true
elo_giant_speed	battle_movement.png	109	battle_movement.png	battle	true
elo_giant_xp	experience.png	101	experience.png	campaign	true
elo_giant_mor	charge.png	61	charge.png	battle	true
truth_miscast_gift_life_upgraded	spell_ability.png	4	spell_ability.png	battle	false
truth_reduce_wom_gift_upgraded	spell_ability.png	111	spell_ability.png	battle	false
truth_enable_gift_upgraded	spell_ability.png	67	spell_ability.png	battle	true
truth_reduce_wom_gift	spell_ability.png	111	spell_ability.png	battle	false
truth_cooldown_gift	magic_cooldown.png	60	magic_cooldown.png	battle	false
truth_enable_gift	spell_ability.png	111	spell_ability.png	battle	true
enable_wh2_main_lore_passive_truthsayer	spell_ability.png	111	spell_ability.png	battle	true
miscast_truth_boon_courage_upgraded	spell_ability.png	4	spell_ability.png	battle	false
wom_truth_boon_courage_upgraded	spell_ability.png	111	spell_ability.png	battle	false
enable_truth_boon_courage_upgraded	spell_ability.png	67	spell_ability.png	battle	true
wom_truth_boon_courage	spell_ability.png	111	spell_ability.png	battle	false
cooldown_truth_boon_courage	magic_cooldown.png	60	magic_cooldown.png	battle	false
enable_truth_boon_courage	spell_ability.png	111	spell_ability.png	battle	true
miscast_truth_valor_upgraded	spell_ability.png	4	spell_ability.png	battle	false
wom_truth_valor_upgraded	spell_ability.png	111	spell_ability.png	battle	false
enable_truth_valor_upgraded	spell_ability.png	67	spell_ability.png	battle	true
wom_truth_valor	spell_ability.png	111	spell_ability.png	battle	false
cooldown_truth_valor	magic_cooldown.png	60	magic_cooldown.png	battle	false
enable_truth_valor	spell_ability.png	111	spell_ability.png	battle	true
miscast_truth_protection_upgraded	spell_ability.png	4	spell_ability.png	battle	false
wom_truth_protection_upgraded	spell_ability.png	111	spell_ability.png	battle	false
enable_truth_protection_upgraded	spell_ability.png	67	spell_ability.png	battle	true
wom_truth_protection	spell_ability.png	111	spell_ability.png	battle	false
cooldown_truth_protection	magic_cooldown.png	60	magic_cooldown.png	battle	false
enable_truth_protection	spell_ability.png	111	spell_ability.png	battle	true
miscast_truth_voice_command_upgraded	spell_ability.png	4	spell_ability.png	battle	false
wom_truth_voice_command_upgraded	spell_ability.png	111	spell_ability.png	battle	false
enable_truth_voice_command_upgraded	spell_ability.png	67	spell_ability.png	battle	true
wom_truth_voice_command	spell_ability.png	111	spell_ability.png	battle	false
cooldown_truth_voice_command	magic_cooldown.png	60	magic_cooldown.png	battle	false
enable_truth_voice_command	spell_ability.png	111	spell_ability.png	battle	true
miscast_truth_wings_fate_upgraded	spell_ability.png	4	spell_ability.png	battle	false
wom_truth_wings_fate_upgraded	spell_ability.png	111	spell_ability.png	battle	false
enable_truth_wings_fate_upgraded	spell_ability.png	67	spell_ability.png	battle	true
wom_truth_wings_fate	spell_ability.png	111	spell_ability.png	battle	false
cooldown_truth_wings_fate	magic_cooldown.png	60	magic_cooldown.png	battle	false
enable_truth_wings_fate	spell_ability.png	111	spell_ability.png	battle	true
increase_cap_albion_chief	exalted_hero.png	111	exalted_hero.png	campaign	true
enable_recruitment_chief	wizard.png	111	wizard.png	campaign	true
increase_cap_albion_wyrd_druid	exalted_hero.png	111	exalted_hero.png	campaign	true
enable_recruitment_albion_wyrd_druid	wizard.png	111	wizard.png	campaign	true
chaos_attrition_immunity_dummy	disaster.png	43	disaster.png	campaign	true
