technology_nodes_tables	3
campaign_key	faction_key	indent	key	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
	wh2_main_wef_treeblood	10	elo_fimir_slave_eco_1_belakor	elo_fimir_slave_eco_1_belakor	chs_mil	2	300	0	0		
	wh2_main_wef_treeblood	12	elo_fimir_slave_eco_2_belakor	elo_fimir_slave_eco_2_belakor	chs_mil	2	500	0	0		
	wh2_main_wef_treeblood	14	elo_fimir_slave_eco_3_belakor	elo_fimir_slave_eco_3_belakor	chs_mil	2	800	0	0		
	wh2_main_wef_treeblood	16	elo_fimir_slave_eco_4_belakor	elo_fimir_slave_eco_4_belakor	chs_mil	2	1200	0	0		
	wh2_main_wef_treeblood	18	elo_fimir_slave_eco_5_belakor	elo_fimir_slave_eco_5_belakor	chs_mil	2	1500	0	0		
	wh2_main_wef_treeblood	10	elo_fimir_culture_1_belakor	elo_fimir_culture_1_belakor	chs_mil	1	300	0	0		
	wh2_main_wef_treeblood	12	elo_fimir_culture_2_belakor	elo_fimir_culture_2_belakor	chs_mil	1	500	0	0		
	wh2_main_wef_treeblood	14	elo_fimir_culture_3_belakor	elo_fimir_culture_3_belakor	chs_mil	1	800	0	0		
	wh2_main_wef_treeblood	16	elo_fimir_culture_4_belakor	elo_fimir_culture_4_belakor	chs_mil	1	1200	0	0		
	wh2_main_wef_treeblood	18	elo_fimir_culture_5_belakor	elo_fimir_culture_5_belakor	chs_mil	1	1500	0	0		
	wh2_main_wef_treeblood	10	elo_fimir_military_1_belakor	elo_fimir_military_1_belakor	chs_mil	3	300	0	0		
	wh2_main_wef_treeblood	12	elo_fimir_military_2_belakor	elo_fimir_military_2_belakor	chs_mil	3	500	0	0		
	wh2_main_wef_treeblood	14	elo_fimir_military_3_belakor	elo_fimir_military_3_belakor	chs_mil	3	800	0	0		
	wh2_main_wef_treeblood	16	elo_fimir_military_4_belakor	elo_fimir_military_4_belakor	chs_mil	3	1200	0	0		
	wh2_main_wef_treeblood	18	elo_fimir_military_5_belakor	elo_fimir_military_5_belakor	chs_mil	3	1500	0	0		
	wh2_main_wef_treeblood	10	elo_fimir_magic_1_belakor	elo_fimir_magic_1_belakor	chs_mil	4	300	0	0		
	wh2_main_wef_treeblood	12	elo_fimir_magic_2_belakor	elo_fimir_magic_2_belakor	chs_mil	4	500	0	0		
	wh2_main_wef_treeblood	14	elo_fimir_magic_3_belakor	elo_fimir_magic_3_belakor	chs_mil	4	800	0	0		
	wh2_main_wef_treeblood	16	elo_fimir_magic_4_belakor	elo_fimir_magic_4_belakor	chs_mil	4	1200	0	0		
	wh2_main_wef_treeblood	18	elo_fimir_magic_5_belakor	elo_fimir_magic_5_belakor	chs_mil	4	1500	0	0		
	wh2_main_wef_treeblood	10	elo_fimir_chaos_belakor_1	elo_fimir_chaos_belakor_1	chs_mil	5	300	0	0		
	wh2_main_wef_treeblood	12	elo_fimir_chaos_belakor_2	elo_fimir_chaos_belakor_2	chs_mil	5	500	0	0		
	wh2_main_wef_treeblood	14	elo_fimir_chaos_belakor_3	elo_fimir_chaos_belakor_3	chs_mil	5	800	0	0		
	wh2_main_wef_treeblood	16	elo_fimir_chaos_belakor_4	elo_fimir_chaos_belakor_4	chs_mil	5	1200	0	0		
	wh2_main_wef_treeblood	18	elo_fimir_chaos_belakor_5	elo_fimir_chaos_belakor_5	chs_mil	5	1500	0	0		
	wh2_main_wef_treeblood	10	elo_fimir_swamp_creatures_1_belakor	elo_fimir_swamp_creatures_1_belakor	chs_mil	6	300	0	0		
	wh2_main_wef_treeblood	12	elo_fimir_swamp_creatures_2_belakor	elo_fimir_swamp_creatures_2_belakor	chs_mil	6	500	0	0		
	wh2_main_wef_treeblood	14	elo_fimir_swamp_creatures_3_belakor	elo_fimir_swamp_creatures_3_belakor	chs_mil	6	800	0	0		
	wh2_main_wef_treeblood	16	elo_fimir_swamp_creatures_4_belakor	elo_fimir_swamp_creatures_4_belakor	chs_mil	6	1200	0	0		
	wh2_main_wef_treeblood	18	elo_fimir_swamp_creatures_5_belakor	elo_fimir_swamp_creatures_5_belakor	chs_mil	6	1500	0	0		
	wh2_main_wef_treeblood	20	elo_fimir_culture_eco_belakor	elo_fimir_culture_eco_belakor	chs_mil	2	100	10000	0		
	wh2_main_wef_treeblood	20	elo_fimir_eco_military_belakor	elo_fimir_eco_military_belakor	chs_mil	3	100	10000	0		
	wh2_main_wef_treeblood	20	elo_fimir_military_magic_belakor	elo_fimir_military_magic_belakor	chs_mil	4	100	10000	0		
	wh2_main_wef_treeblood	20	elo_fimir_magic_belakor	elo_fimir_magic_belakor	chs_mil	5	100	10000	0		
	wh2_main_wef_treeblood	20	elo_fimir_loyalist_creatures_belakor	elo_fimir_loyalist_creatures_belakor	chs_mil	6	100	10000	0		
