faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_halflings				
	ovn_hlf_moot_general_0	ovn_hlf_moot_general	ovn_hlf_moot_general_0	ovn_hlf_moot_general
	ovn_hlf_fieldwarden_0	ovn_hlf_fieldwarden	ovn_hlf_fieldwarden_0	ovn_hlf_fieldwarden
	ovn_hlf_master_chef_0	ovn_hlf_master_chef	ovn_hlf_master_chef_0	ovn_hlf_master_chef
	ovn_hlf_sheriff_0	ovn_hlf_sheriff	ovn_hlf_sheriff_0	ovn_hlf_sheriff
	ovn_hlf_moot_general_2	ovn_hlf_moot_general_2_poultry	ovn_hlf_moot_general_1_poultry	ovn_hlf_moot_general
	ovn_hlf_master_chef_1	ovn_hlf_master_chef_1	ovn_hlf_master_chef_0_wagon	ovn_hlf_master_chef
	ovn_hlf_sheriff_1	ovn_hlf_sheriff_1	ovn_hlf_sheriff_0	ovn_hlf_sheriff
	ovn_hlf_glibfoot	ovn_hlf_glibfoot	ovn_hlf_glibfoot	ovn_hlf_glibfoot
	halfling_archer	halfling_archer	halfling_archer	halfling_archer
	halfling_inf	halfling_inf	halfling_inf	halfling_inf
	halfling_cock	halfling_cock	halfling_cock	halfling_cock
	halfling_warfoot	halfling_warfoot	halfling_warfoot	halfling_warfoot
	sr_ogre	sr_ogre	sr_ogre	sr_ogre
	wh_main_dwf_veh_dwarf_tank_driver	wh_main_dwf_veh_dwarf_tank	wh_dwf_dwarf_tank	emp_kath
	halfling_spear	halfling_spear	halfling_spear	halfling_spear
	halfling_cook	halfling_cook	halfling_cook	halfling_cook
	halfling_thief	halfling_thief	halfling_thief	halfling_thief
	sr_ogre_ror	sr_ogre_ror	sr_ogre_ror	sr_ogre
	halfling_cook_ror	halfling_cook_ror	halfling_cook_ror	halfling_cook
	half_pig	half_pig	half_pig	half_pig
	halfling_milittia_arch	halfling_milittia_arch	halfling_milittia_arch	halfling_milittia_arch
	halfling_milittia_great	halfling_milittia_great	halfling_milittia_great	halfling_milittia_great
	halfling_warden_great	halfling_warden_great	halfling_warden_great	halfling_warden_great
	hlf_baby_dragon	hlf_baby_dragon	hlf_baby_dragon	hlf_baby_dragon
	hlf_roast_pig	hlf_roast_pig	hlf_roast_pig	hlf_roast_pig
	halfling_militia	halfling_militia	halfling_militia	halfling_mil_inf
	halfling_cat	halfling_cat	halfling_cook	ovn_hlf_cat
	halfling_cat_ror	halfling_cat_ror	halfling_cook	ovn_hlf_cat
	elo_supply_wagon	elo_supply_wagon	elo_supply_wagon	elo_supply_wagon
	ovn_mtl_cav_poultry_riders_0	ovn_mtl_cav_poultry_riders_0	ovn_mtl_poultry_rider_0	ovn_mtl_poultry
	wh_main_mtl_veh_soupcart	wh_main_mtl_veh_soupcart_crew	wh_main_mtl_soupcart_rider	emp_kath
	ovn_mtl_art_hotpot	ovn_mtl_art_hotpot	halfling_cook	ovn_mtl_hotpot
	ovn_mtl_art_hotpot_ror	ovn_mtl_art_hotpot_ror	halfling_cook	ovn_mtl_hotpot
	ovn_mtl_cav_swine_riders_0	ovn_mtl_cav_swine_riders_0	ovn_mtl_swine_rider	ovn_mtl_swine_rider
	ovn_hlf_ll	ovn_hlf_ll	ovn_hlf_ll	ovn_hlf_ll
	ovn_mtl_veh_reaper	ovn_mtl_veh_reaper	ovn_mtl_reaper_rider	mtl_veh_reaper
	halfling_housewives	halfling_housewives	halfling_housewives	halfling_housewives
	ovn_hlf_mislead_summoned	ovn_hlf_mislead_summoned	ovn_hlf_ll	ovn_hlf_ll
