character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/elo_liche_general				
liche_immortality	wh2_main_effect_grant_immortality_lord	1	character_to_character_own	1.0
liche_immortality	wh_main_effect_character_wound_recovery_time_mod	1	character_to_character_own	-1.0
mount_chariot_liche	wh2_dlc09_effect_enable_mount_tmb_skeleton_chariot	1	character_to_character_own	1.0
mount_barded_skeletal_steed_liche	wh_main_effect_enable_mount_barded_skeletal_steed	1	character_to_character_own	1.0
mount_warsphinx_liche	wh2_dlc09_effect_enable_mount_tmb_khemrian_warsphinx	1	character_to_character_own	1.0
elo_liche_traitor_king	wh2_dlc09_effect_ability_enable_my_will_be_done	1	character_to_character_own	1.0
elo_liche_traitor_king	wh_main_effect_character_stat_mod_ward_save_fire	1	character_to_character_own	-25.0
elo_liche_traitor_king	wh_main_effect_character_stat_mod_melee_attack	1	character_to_character_own	12.0
elo_liche_traitor_king	wh_main_effect_character_stat_mod_melee_defence	1	character_to_character_own	8.0
elo_liche_traitor_king	wh_main_effect_character_stat_mod_melee_damage	1	character_to_character_own	15.0
elo_liche_necromancer	wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	1	character_to_character_own	-25.0
elo_liche_necromancer	wh2_dlc14_effect_magic_cost_all_lores	1	character_to_character_own	-2.0
elo_liche_necromancer	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	1	character_to_force_own_unseen	15.0
elo_follower_nagash	elo_enable_lands_nagash	1	character_to_character_own	1.0
elo_liche_general_legion	dread_legion_dual_cap	1	character_to_faction_unseen	2.0
elo_liche_general_legion	dread_legion_spears_cap	1	character_to_faction_unseen	3.0
elo_liche_general_legion	dread_legion_2h_cap	1	character_to_faction_unseen	1.0
elo_liche_general_legion	dread_legion_archers_cap	1	character_to_faction_unseen	2.0
elo_call_the_legions	elo_enable_call_legions	1	character_to_character_own	1.0
