hint	key
#character_skill_utilization_hints_junctions_tables;0;db/character_skill_utilization_hints_junctions_tables/elo_troll	
USEFUL_ALWAYS	elo_skill_conduit
USEFUL_ALWAYS	elo_skill_fedbywar
USEFUL_ALWAYS	elo_skill_toostupid
USEFUL_ALWAYS	elo_skill_run_and_shakeoff
USEFUL_ALWAYS	elo_skill_bloodlust
USEFUL_ALWAYS	elo_skill_hitharder
USEFUL_ALWAYS	elo_skill_troll_food_rats
USEFUL_ALWAYS	elo_skill_troll_food_dwarfs
USEFUL_ALWAYS	elo_skill_troll_food_humans
USEFUL_ALWAYS	elo_skill_troll_food_elves
USEFUL_ALWAYS	elo_skill_troll_food_green
USEFUL_ALWAYS	elo_skill_troll_food_lizard
USEFUL_ALWAYS	elo_skill_troll_food_undead
USEFUL_ALWAYS	elo_skill_troll_food_chaos
USEFUL_ALWAYS	elo_skill_troll_food_beast
USEFUL_ALWAYS	elo_skill_troll_riverblood
USEFUL_ALWAYS	elo_skill_troll_frostblood
USEFUL_ALWAYS	elo_skill_troll_stoneblood
USEFUL_ALWAYS	elo_skill_troll_feral
USEFUL_ALWAYS	elo_skill_troll_controlled
USEFUL_ALWAYS	elo_skill_throgg_leader
USEFUL_ALWAYS	elo_skill_throgg_herold
USEFUL_ALWAYS	elo_skill_throgg_tactican
USEFUL_ALWAYS	elo_skill_throgg_eat
USEFUL_ALWAYS	elo_skill_throgg_veterans
USEFUL_ALWAYS	elo_skill_throgg_looter
USEFUL_ALWAYS	elo_skill_throgg_monsterlord
USEFUL_ALWAYS	elo_skill_throgg_scourge
USEFUL_ALWAYS	elo_skill_throgg_danger
USEFUL_ALWAYS	elo_skill_troll_intimidation
USEFUL_ALWAYS	elo_skill_throgg_march
USEFUL_ALWAYS	elo_throgg_inhumane
USEFUL_ALWAYS	elo_enable_lesser_vomit
USEFUL_ALWAYS	elo_enable_me_boss_now
USEFUL_ALWAYS	elo_enable_violent_command
USEFUL_ALWAYS	elo_troll_dirty
USEFUL_ALWAYS	elo_troll_angry
USEFUL_ALWAYS	elo_troll_resilient
USEFUL_ALWAYS	elo_troll_fast
