character_skill_node_links_tables	3
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
wh_dlc08_skill_node_nor_throgg_battle_a_02	0	wh_dlc08_skill_node_nor_throgg_battle_a_01	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_battle_a_03	0	wh_dlc08_skill_node_nor_throgg_battle_a_01	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_battle_a_05	0	wh_dlc08_skill_node_nor_throgg_battle_a_01	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_battle_a_07	0	wh_dlc08_skill_node_nor_throgg_battle_a_01	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_battle_a_06	0	wh_dlc08_skill_node_nor_throgg_battle_a_02	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_battle_a_06	0	wh_dlc08_skill_node_nor_throgg_battle_a_03	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_battle_a_06	0	wh_dlc08_skill_node_nor_throgg_battle_a_05	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_battle_a_06	0	wh_dlc08_skill_node_nor_throgg_battle_a_07	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_02	0	wh2_dlc11_skill_node_nor_throgg_battle_01	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_03	0	wh2_dlc11_skill_node_nor_throgg_battle_01	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_04	0	wh2_dlc11_skill_node_nor_throgg_battle_01	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_05	0	wh2_dlc11_skill_node_nor_throgg_battle_01	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_06	0	wh2_dlc11_skill_node_nor_throgg_battle_01	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_07	0	wh2_dlc11_skill_node_nor_throgg_battle_01	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_08	0	wh2_dlc11_skill_node_nor_throgg_battle_02	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_08	0	wh2_dlc11_skill_node_nor_throgg_battle_03	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_08	0	wh2_dlc11_skill_node_nor_throgg_battle_04	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_08	0	wh2_dlc11_skill_node_nor_throgg_battle_05	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_08	0	wh2_dlc11_skill_node_nor_throgg_battle_06	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_08	0	wh2_dlc11_skill_node_nor_throgg_battle_07	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_09	0	wh2_dlc11_skill_node_nor_throgg_battle_08	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_10	0	wh2_dlc11_skill_node_nor_throgg_battle_08	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_11	0	wh2_dlc11_skill_node_nor_throgg_battle_08	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_12	0	wh2_dlc11_skill_node_nor_throgg_battle_08	1	1	0.0	0.0	REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_13	0	wh2_dlc11_skill_node_nor_throgg_battle_09	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_13	0	wh2_dlc11_skill_node_nor_throgg_battle_10	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_13	0	wh2_dlc11_skill_node_nor_throgg_battle_11	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_13	0	wh2_dlc11_skill_node_nor_throgg_battle_12	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_14	0	wh2_dlc11_skill_node_nor_throgg_battle_09	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_14	0	wh2_dlc11_skill_node_nor_throgg_battle_10	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_14	0	wh2_dlc11_skill_node_nor_throgg_battle_11	1	1	0.0	0.0	SUBSET_REQUIRED
wh2_dlc11_skill_node_nor_throgg_battle_14	0	wh2_dlc11_skill_node_nor_throgg_battle_12	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_02	0	wh_dlc08_skill_node_nor_throgg_campaign_01	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_03	0	wh_dlc08_skill_node_nor_throgg_campaign_01	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_04	0	wh_dlc08_skill_node_nor_throgg_campaign_01	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_05	0	wh_dlc08_skill_node_nor_throgg_campaign_01	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_06	0	wh_dlc08_skill_node_nor_throgg_campaign_02	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_06	0	wh_dlc08_skill_node_nor_throgg_campaign_03	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_06	0	wh_dlc08_skill_node_nor_throgg_campaign_04	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_06	0	wh_dlc08_skill_node_nor_throgg_campaign_05	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_07	0	wh_dlc08_skill_node_nor_throgg_campaign_06	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_08	0	wh_dlc08_skill_node_nor_throgg_campaign_06	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_09	0	wh_dlc08_skill_node_nor_throgg_campaign_06	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_10	0	wh_dlc08_skill_node_nor_throgg_campaign_06	1	1	0.0	0.0	REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_11	0	wh_dlc08_skill_node_nor_throgg_campaign_07	1	1	0.0	0.0	SUBSET_REQUIRED
wh_dlc08_skill_node_nor_throgg_campaign_11	0	wh_dlc08_skill_node_nor_throgg_campaign_08	1	1	0.0	0.0	SUBSET_REQUIRED
