key	building	unit	xp	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/!!!ovn_troll						
444001	elo_troll_1	wh_main_chs_mon_trolls	0	0		false
444002	elo_troll_2	wh_dlc01_chs_mon_trolls_1	0	0		false
444004	elo_troll_2	wh_main_chs_mon_trolls	0	0		false
444020	elo_troll_2	elo_mountain_trolls	0	0		false
444005	elo_troll_3	wh_main_chs_mon_trolls	0	0		false
444006	elo_troll_3	wh_dlc01_chs_mon_trolls_1	0	0		false
444010	elo_troll_3	wh_main_nor_mon_chaos_trolls	0	0		false
444011	elo_troll_3	elo_armoured_icetrolls	0	0		false
444021	elo_troll_3	elo_mountain_trolls	0	0		false
444034	elo_troll_3	elo_bile_trolls	0	0		false
444035	elo_troll_3	elo_snow_troll	0	0		false
444216	ovn_grn_agent	elo_carrion_gobbo_bow	0	0		false
444217	ovn_grn_agent	elo_carrion_squig_hoppers	0	0		false
444218	ovn_grn_agent	elo_carrion_gobbo_melee	0	0		false
980031123	ovn_troll_Wyvern	ovn_troll_mon_wyvern	0	0		false
444025	ovn_troll_creatures_1	elo_forest_trolls	0	0		false
260589074	ovn_troll_creatures_1	wh_main_grn_mon_trolls	0	0		false
444007	ovn_troll_creatures_2	wh_dlc08_nor_mon_norscan_ice_trolls_0	0	0		false
444026	ovn_troll_creatures_2	elo_forest_trolls	0	0		false
444037	ovn_troll_creatures_2	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	0	0		false
444214	ovn_troll_creatures_2	wh2_dlc15_grn_mon_river_trolls_0_no_scrap	0	0		false
260589075	ovn_troll_creatures_2	wh_main_grn_mon_trolls	0	0		false
444012	ovn_troll_outpost_stables_1	elo_southern_trolls	0	0		false
444013	ovn_troll_outpost_stables_2	elo_southern_trolls	0	0		false
260589071	ovn_troll_outpost_stables_2	elo_forest_trolls	0	0		false
260589072	ovn_troll_outpost_stables_2	wh_main_grn_mon_trolls	0	0		false
444014	ovn_troll_outpost_stables_3	elo_southern_trolls	0	0		false
444019	ovn_troll_outpost_stables_3	elo_river_trolls	0	0		false
444038	ovn_troll_outpost_stables_3	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	0	0		false
444215	ovn_troll_outpost_stables_3	wh2_dlc15_grn_mon_river_trolls_0_no_scrap	0	0		false
260589073	ovn_troll_outpost_stables_3	wh_main_grn_mon_trolls	0	0		false
260589076	ovn_troll_outpost_stables_3	elo_forest_trolls	0	0		false
444163	wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_1	elo_southern_trolls	0	0		false
444110	wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_2	elo_southern_trolls	0	0		false
444147	wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_3	elo_southern_trolls	0	0		false
444151	wh2_dlc15_special_settlement_massif_orcal_norsca_1	elo_southern_trolls	0	0		false
444171	wh2_dlc15_special_settlement_massif_orcal_norsca_1	elo_southern_trolls	0	0		false
