diplomacy_negotiation_string_options_tables	4
key	string	option	group
accept	Warp_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Warp_&_Negative
accept	Warp_Dip_Acceptance_Negative_02	1	diplomacy_Subcult_Warp_&_Negative
accept	Warp_Dip_Acceptance_Negative_03	2	diplomacy_Subcult_Warp_&_Negative
demand_payment	Warp_Dip_Demand_Payments_Negative_01	0	diplomacy_Subcult_Warp_&_Negative
generic_offer_demand	Warp_Dip_Generic_Offer_Negative_01	0	diplomacy_Subcult_Warp_&_Negative
generic_offer_demand	Warp_Dip_Generic_Offer_Negative_02	1	diplomacy_Subcult_Warp_&_Negative
generic_offer_demand	Warp_Dip_Generic_Offer_Negative_03	2	diplomacy_Subcult_Warp_&_Negative
generic_reject	Warp_Dip_Rejection_Negative_01	0	diplomacy_Subcult_Warp_&_Negative
generic_reject	Warp_Dip_Rejection_Negative_02	1	diplomacy_Subcult_Warp_&_Negative
generic_reject	Warp_Dip_Rejection_Negative_03	2	diplomacy_Subcult_Warp_&_Negative
receive	Warp_Dip_Greet_Neg_01	0	diplomacy_Subcult_Warp_&_Negative
receive	Warp_Dip_Greet_Neg_02	1	diplomacy_Subcult_Warp_&_Negative
receive	Warp_Dip_Greet_Neg_03	2	diplomacy_Subcult_Warp_&_Negative
accept	Warp_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Warp_&_Positive
accept	Warp_Dip_Acceptance_Positive_03	1	diplomacy_Subcult_Warp_&_Positive
demand_payment	Warp_Dip_Demand_Payments_Positive_01	0	diplomacy_Subcult_Warp_&_Positive
generic_offer_demand	Warp_Dip_Generic_Offer_Positive_01	0	diplomacy_Subcult_Warp_&_Positive
generic_offer_demand	Warp_Dip_Generic_Offer_Positive_02	1	diplomacy_Subcult_Warp_&_Positive
generic_offer_demand	Warp_Dip_Generic_Offer_Positive_03	2	diplomacy_Subcult_Warp_&_Positive
generic_reject	Warp_Dip_Rejection_Positive_01	0	diplomacy_Subcult_Warp_&_Positive
generic_reject	Warp_Dip_Rejection_Positive_02	1	diplomacy_Subcult_Warp_&_Positive
generic_reject	Warp_Dip_Rejection_Positive_03	2	diplomacy_Subcult_Warp_&_Positive
receive	Warp_Dip_Greet_Pos_01	0	diplomacy_Subcult_Warp_&_Positive
receive	Warp_Dip_Greet_Pos_02	1	diplomacy_Subcult_Warp_&_Positive
receive	Warp_Dip_Greet_Pos_03	2	diplomacy_Subcult_Warp_&_Positive
accept	Warp_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Warp
accept	Warp_Dip_Acceptance_Neutral_02	1	diplomacy_Subcult_Warp
accept_state_gift	Warp_Dip_Accept_State_Gift_01	0	diplomacy_Subcult_Warp
accept_state_gift	Warp_Dip_Accept_State_Gift_02	1	diplomacy_Subcult_Warp
accept_state_gift	Warp_Dip_Accept_State_Gift_03	2	diplomacy_Subcult_Warp
acknowledge_accept	Warp_Dip_Acknowledge_Accept_01	0	diplomacy_Subcult_Warp
acknowledge_accept	Warp_Dip_Acknowledge_Accept_02	1	diplomacy_Subcult_Warp
acknowledge_accept	Warp_Dip_Acknowledge_Accept_03	2	diplomacy_Subcult_Warp
acknowledge_cancel_treaty	Warp_Dip_Acknowledge_Cancel_Treaty_01	0	diplomacy_Subcult_Warp
acknowledge_cancel_treaty	Warp_Dip_Acknowledge_Cancel_Treaty_02	1	diplomacy_Subcult_Warp
acknowledge_cancel_treaty	Warp_Dip_Acknowledge_Cancel_Treaty_03	2	diplomacy_Subcult_Warp
acknowledge_reject	Warp_Dip_Acknowledge_Reject_01	0	diplomacy_Subcult_Warp
acknowledge_reject	Warp_Dip_Acknowledge_Reject_02	1	diplomacy_Subcult_Warp
acknowledge_reject	Warp_Dip_Acknowledge_Reject_03	2	diplomacy_Subcult_Warp
acknowledge_war	Warp_Dip_Acknowledge_War_01	0	diplomacy_Subcult_Warp
acknowledge_war	Warp_Dip_Acknowledge_War_02	1	diplomacy_Subcult_Warp
acknowledge_war	Warp_Dip_Acknowledge_War_03	2	diplomacy_Subcult_Warp
cancel_treaty	Warp_Dip_Cancel_Treaty_01	0	diplomacy_Subcult_Warp
cancel_treaty	Warp_Dip_Cancel_Treaty_02	1	diplomacy_Subcult_Warp
cancel_treaty	Warp_Dip_Cancel_Treaty_03	2	diplomacy_Subcult_Warp
demand_join_war	Warp_Dip_Demand_Join_War_01	0	diplomacy_Subcult_Warp
demand_join_war	Warp_Dip_Demand_Join_War_02	1	diplomacy_Subcult_Warp
demand_join_war	Warp_Dip_Demand_Join_War_03	2	diplomacy_Subcult_Warp
demand_payment	Warp_Dip_Demand_Payments_Neutral_01	0	diplomacy_Subcult_Warp
generic_offer_demand	Warp_Dip_Generic_Offer_Neutral_01	0	diplomacy_Subcult_Warp
generic_offer_demand	Warp_Dip_Generic_Offer_Neutral_02	1	diplomacy_Subcult_Warp
generic_offer_demand	Warp_Dip_Generic_Offer_Neutral_03	2	diplomacy_Subcult_Warp
generic_reject	Warp_Dip_Rejection_Neutral_01	0	diplomacy_Subcult_Warp
generic_reject	Warp_Dip_Rejection_Neutral_02	1	diplomacy_Subcult_Warp
generic_reject	Warp_Dip_Rejection_Neutral_03	2	diplomacy_Subcult_Warp
offer_cooperation	Warp_Dip_Offer_Cooperation_01	0	diplomacy_Subcult_Warp
offer_cooperation	Warp_Dip_Offer_Cooperation_02	1	diplomacy_Subcult_Warp
offer_cooperation	Warp_Dip_Offer_Cooperation_03	2	diplomacy_Subcult_Warp
offer_demand_peace	Warp_Dip_Offer_Peace_01	0	diplomacy_Subcult_Warp
offer_demand_peace	Warp_Dip_Offer_Peace_02	1	diplomacy_Subcult_Warp
offer_demand_peace	Warp_Dip_Offer_Peace_03	2	diplomacy_Subcult_Warp
offer_join_war	Warp_Dip_Offer_Join_War_01	0	diplomacy_Subcult_Warp
offer_join_war	Warp_Dip_Offer_Join_War_02	1	diplomacy_Subcult_Warp
offer_join_war	Warp_Dip_Offer_Join_War_03	2	diplomacy_Subcult_Warp
offer_payment	Warp_Dip_Offer_Gift_01	0	diplomacy_Subcult_Warp
offer_payment	Warp_Dip_Offer_Gift_02	1	diplomacy_Subcult_Warp
offer_payment	Warp_Dip_Offer_Gift_03	2	diplomacy_Subcult_Warp
receive	Warp_Dip_Greet_Neu_01	0	diplomacy_Subcult_Warp
receive	Warp_Dip_Greet_Neu_02	1	diplomacy_Subcult_Warp
receive	Warp_Dip_Greet_Neu_03	2	diplomacy_Subcult_Warp
reject_offer_demand_peace	Warp_Dip_Reject_Peace_01	0	diplomacy_Subcult_Warp
reject_offer_demand_peace	Warp_Dip_Reject_Peace_02	1	diplomacy_Subcult_Warp
reject_offer_demand_peace	Warp_Dip_Reject_Peace_03	2	diplomacy_Subcult_Warp
reject_subjugation	Warp_Dip_Reject_Join_Confederation_01	0	diplomacy_Subcult_Warp
reject_subjugation	Warp_Dip_Reject_Join_Confederation_02	1	diplomacy_Subcult_Warp
reject_subjugation	Warp_Dip_Reject_Join_Confederation_03	2	diplomacy_Subcult_Warp
war	Warp_Dip_War_01	0	diplomacy_Subcult_Warp
war	Warp_Dip_War_02	1	diplomacy_Subcult_Warp
war	Warp_Dip_War_03	2	diplomacy_Subcult_Warp
