unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;0;db/unit_set_to_unit_junctions_tables/ovn_belakor					
			kho_bloodletter	chs_all	false
			kho_bloodletter	kho_bloodletter	false
			kho_bloodletter	mp_set_kho_bloodletter	false
			kho_bloodletter	wh2_dlc11_chs_chosen_spawn_chaos_warriors	false
			kho_bloodletter	wh2_dlc11_chs_vets_trolls_spawn_dragon_ogre_shaggoth_giant	false
			Great_Deamon1_unit	chs_all	false
			Great_Deamon1_unit	chs_dragon_ogres	false
			Great_Deamon1_unit	monsters	false
			Great_Deamon1_unit	chs_giants	false
			Great_Deamon1_unit	wh2_dlc11_chs_dragon_ogre_shaggoth_trolls_giant	false
			bacr_chs_inf_daemonette	chs_all	false
			bacr_chs_inf_daemonette	chs_daemonette	false
			bacr_chs_inf_daemonette	mp_set_chs_inf_daemonette	false
			bacr_chs_inf_daemonette	wh2_dlc11_chs_chosen_spawn_chaos_warriors	false
			bacr_chs_inf_daemonette	wh2_dlc11_chs_vets_trolls_spawn_dragon_ogre_shaggoth_giant	false
			bacr_chs_inf_daemonette	def_daemonette	false
			bacr_chs_inf_daemonette	wh2_def_beasts_witchelf_rank7	false
			rbt_nurgle_daemon	chs_all	false
			rbt_nurgle_daemon	rbt_nurgle_daemon	false
			rbt_nurgle_daemon	mp_set_rbt_nurgle_daemon	false
			rbt_nurgle_daemon	wh2_dlc11_chs_chosen_spawn_chaos_warriors	false
			rbt_nurgle_daemon	wh2_dlc11_chs_vets_trolls_spawn_dragon_ogre_shaggoth_giant	false
			belakor	chs_all	false
			belakor	chs_lords	false
			wh_main_chs_inf_chaos_marauders_0_belakor_garrison	chs_all	false
			wh_main_chs_inf_chaos_marauders_0_belakor_garrison	chs_marauders	false
			wh_main_chs_inf_chaos_marauders_0_belakor_garrison	mp_set_chs_inf_chaos_marauders_0	false
			wh_main_chs_inf_chaos_marauders_0_belakor_garrison	wh2_dlc11_chs_marauders_aspiring_champions_forsaken	false
			wh_main_chs_inf_chaos_marauders_0_belakor_garrison	wh2_dlc11_chs_vets_marauders_aspiring_champions_forsaken_chaos_warriors_chosen	false
			wh_main_chs_inf_chaos_marauders_0_belakor_garrison	wh2_dlc16_chs_marauders_rank7	false
			wh_main_chs_inf_chaos_marauders_0_belakor_garrison	all_non_chs	true
			ovn_fim_mon_javelin_0_belakor_garrison	mp_cap_ranged_units	false
			ovn_fim_mon_javelin_0_belakor_garrison	dlc08_nor_fimirs	false
			ovn_fim_mon_javelin_0_belakor_garrison	all_units	false
			ovn_fim_mon_javelin_0_belakor_garrison	elo_fimir_shearl	false
			ovn_fim_mon_javelin_0_belakor_garrison	elo_fimir_useful_shearls	false
			ovn_fim_mon_javelin_0_belakor_garrison	elo_belakor_ranged	false
			ovn_fim_mon_javelin_0_belakor_garrison	elo_belakor_ranged_r7	false
