building_effects_junction_tables	3
building	effect	effect_scope	value	value_damaged	value_ruined
ovn_troll_Bridges	wh2_main_effect_force_own_campaign_movement_range	region_to_force_own_unseen	10.0	8.0	0.0
ovn_troll_Bridges	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own	20.0	10.0	0.0
ovn_troll_Bridges	wh_main_effect_economy_gdp_industry	building_to_building_own	50.0	25.0	0.0
elo_troll_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	1.0	1.0	0.0
elo_troll_1	wh_main_effect_religion_osmosis_chaos	province_to_province_own	1.0	1.0	0.0
elo_troll_2	wh_main_effect_religion_conversion_chaos	region_to_region_own	2.0	1.0	0.0
elo_troll_2	wh_main_effect_religion_osmosis_chaos	province_to_province_own	2.0	1.0	0.0
elo_troll_3	wh_main_effect_religion_conversion_chaos	region_to_region_own	3.0	1.0	0.0
elo_troll_3	wh_main_effect_religion_osmosis_chaos	province_to_province_own	3.0	1.0	0.0
ovn_troll_Wyvern	wh_main_effect_force_all_campaign_upkeep	region_to_force_own	5.0	2.0	0.0
elo_dragon_crag	ugma_river_morale	faction_to_faction_own	15.0	7.0	0.0
elo_dragon_crag	wh_main_effect_economy_gdp_culture	building_to_building_own	500.0	250.0	0.0
elo_dragon_crag	wh_main_effect_character_mod_ancillary_drop	faction_to_character_own	15.0	7.0	0.0
elo_dragon_crag	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	4.0	2.0	0.0
elo_troll_2	wh2_dlc15_grn_river_troll_hag_wintertooth_availability	province_to_province_own_unseen	1.0	1.0	0.0
elo_troll_2	wh2_dlc15_grn_river_troll_hag_wintertooth_cap	faction_to_faction_own_unseen	1.0	1.0	0.0
elo_troll_2	elo_troll_champ_cap	faction_to_faction_own_unseen	1.0	1.0	0.0
elo_troll_2	elo_troll_champ_availability	province_to_province_own_unseen	1.0	1.0	0.0
elo_troll_3	wh2_dlc15_grn_river_troll_hag_wintertooth_availability	province_to_province_own_unseen	1.0	1.0	0.0
elo_troll_3	wh2_dlc15_grn_river_troll_hag_wintertooth_cap	faction_to_faction_own_unseen	2.0	1.0	0.0
elo_troll_3	elo_troll_champ_cap	faction_to_faction_own_unseen	1.0	1.0	0.0
elo_troll_3	elo_troll_champ_availability	province_to_province_own_unseen	2.0	1.0	0.0
ovn_troll_offerings_1	wh_main_effect_force_all_campaign_recruitment_cost_all	region_to_force_own	-5.0	-5.0	0.0
ovn_troll_offerings_1	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	5.0	5.0	0.0
ovn_troll_offerings_1	wh_main_effect_unit_recruitment_points	province_to_province_own_unseen	1.0	1.0	0.0
ovn_troll_outpost_stables_2	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	5.0	5.0	0.0
ovn_troll_outpost_stables_3	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	10.0	10.0	0.0
ovn_troll_worship_1	wh_main_effect_public_order_base	province_to_province_own_unseen	2.0	1.0	0.0
ovn_troll_worship_1	wh_main_effect_public_order_neighbouring_wars	province_to_province_own_unseen	1.0	1.0	0.0
ovn_troll_worship_1	wh_main_effect_religion_conversion_chaos	region_to_region_own	2.0	1.0	0.0
ovn_grn_agent	elo_carrion_boss_cap	faction_to_faction_own_unseen	1.0	1.0	0.0
ovn_grn_agent	elo_carrion_boss_availability	province_to_province_own_unseen	1.0	1.0	0.0
