character_skill_nodes_tables	5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	wh_main_skill_all_lord_battle_inspiring_presence	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_01	0.0		0	0	true
	Desert_Wind	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_02	1.0		0	0	true
	Sand_Dwellers	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_03	2.0		0	0	true
	ovn_buff_araby_nomads	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_04	3.0		0	0	true
	ovn_buff_araby_gunpowder	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_05	4.0		0	0	true
	ovn_buff_araby_bows	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_06	5.0		0	0	true
	ovn_buff_araby_state_inf	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_08	6.0		0	0	true
	wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_09	8.0		0	4	true
	ovn_araby_nomads_r7	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_10	9.0		0	0	true
	ovn_araby_state_inf_r7	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_11	10.0		0	0	true
	ovn_araby_beasts_r7	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_12	11.0		0	0	true
	ovn_araby_magic_r7	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_13	12.0		0	0	true
	wh_main_skill_all_lord_battle_stand_your_ground	wh_main_skill_node_set_ovn_araby_ll		4.0	wh_main_skill_node_ovn_araby_ll_battle_14	13.0		0	2	true
	wh_main_skill_all_lord_campaign_route_marcher	wh_main_skill_node_set_ovn_araby_ll		5.0	wh_main_skill_node_ovn_araby_ll_campaign_01	0.0		0	0	true
