campaign	source	target	attitude_base	negative_attitude_multiplier	positive_attitude_multiplier
#campaign_cultural_relations_tables;0;db/campaign_cultural_relations_tables/ovn_warp_sc					
	wh2_dlc11_sc_cst_vampire_coast	wh_main_sc_nor_warp	-30.0	1.0	1.0
	wh2_main_sc_def_dark_elves	wh_main_sc_nor_warp	-5.0	1.0	1.0
	wh2_main_sc_hef_high_elves	wh_main_sc_nor_warp	-50.0	1.0	1.0
	wh2_main_sc_lzd_lizardmen	wh_main_sc_nor_warp	-30.0	1.0	1.0
	wh2_main_sc_skv_skaven	wh_main_sc_nor_warp	0.0	1.0	1.0
	wh_dlc03_sc_bst_beastmen	wh_main_sc_nor_warp	0.0	1.0	1.0
	wh_dlc05_sc_wef_wood_elves	wh_main_sc_nor_warp	-60.0	1.0	1.0
	wh_main_sc_brt_bretonnia	wh_main_sc_nor_warp	-60.0	1.0	1.0
	wh_main_sc_chs_chaos	wh_main_sc_nor_warp	20.0	1.0	1.0
	wh_main_sc_dwf_dwarfs	wh_main_sc_nor_warp	-55.0	1.0	1.0
	wh_main_sc_emp_empire	wh_main_sc_nor_warp	-50.0	1.0	1.0
	wh_main_sc_grn_greenskins	wh_main_sc_nor_warp	-30.0	1.0	1.0
	wh_main_sc_grn_savage_orcs	wh_main_sc_nor_warp	-30.0	1.0	1.0
	wh_main_sc_ksl_kislev	wh_main_sc_nor_warp	-50.0	1.0	1.0
	wh_main_sc_nor_warp	wh2_dlc11_sc_cst_vampire_coast	-30.0	1.0	1.0
	wh_main_sc_nor_warp	wh2_main_sc_def_dark_elves	-5.0	1.0	1.0
	wh_main_sc_nor_warp	wh2_main_sc_hef_high_elves	-50.0	1.0	1.0
	wh_main_sc_nor_warp	wh2_main_sc_lzd_lizardmen	-30.0	1.0	1.0
	wh_main_sc_nor_warp	wh2_main_sc_skv_skaven	0.0	1.0	1.0
	wh_main_sc_nor_warp	wh_dlc03_sc_bst_beastmen	0.0	1.0	1.0
	wh_main_sc_nor_warp	wh_dlc05_sc_wef_wood_elves	-60.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_brt_bretonnia	-50.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_chs_chaos	20.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_dwf_dwarfs	-55.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_emp_empire	-50.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_grn_greenskins	-30.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_grn_savage_orcs	-30.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_ksl_kislev	-50.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_nor_warp	-10.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_teb_teb	-50.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_vmp_vampire_counts	-30.0	1.0	1.0
	wh_main_sc_teb_teb	wh_main_sc_nor_warp	-40.0	1.0	1.0
	wh_main_sc_vmp_vampire_counts	wh_main_sc_nor_warp	-40.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_nor_norsca	0.0	1.0	1.0
	wh_main_sc_nor_norsca	wh_main_sc_nor_warp	0.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_nor_fimir	-10.0	0.0	0.0
	wh_main_sc_nor_warp	wh_main_sc_nor_troll	-10.0	0.0	0.0
	wh_main_sc_nor_warp	wh_main_sc_nor_albion	-40.0	0.0	0.0
	wh_main_sc_nor_warp	wh_main_sc_emp_araby	-25.0	1.0	1.0
	wh_main_sc_nor_warp	wh_main_sc_lzd_amazon	-35.0	1.0	1.0
	wh_main_sc_nor_warp	wh2_dlc09_sc_tmb_tomb_kings	-30.0	1.0	1.0
	wh2_dlc09_sc_tmb_tomb_kings	wh_main_sc_nor_warp	-30.0	1.0	1.0
