faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_cod				
	cr_hef_veh_lothern_skycutter	cr_hef_veh_lothern_skycutter	cr_hef_lothern_skycutter_rider	cr_hef_skycutter
	cr_hef_veh_lothern_skycutter_ror	cr_hef_veh_lothern_skycutter_ror	cr_hef_lothern_skycutter_rider	cr_hef_skycutter_ror
	ovn_stormrider	ovn_stormrider	ovn_stormrider	ovn_stormrider
	ovn_stormrider_mount	ovn_stormrider	ovn_stormrider	ovn_stormrider
	ovn_hef_cav_ellyrian_reavers_shore	ovn_hef_cav_ellyrian_reavers_shore	ovn_hef_cav_ellyrian_reavers_shore	ovn_hef_cav_ellyrian_reavers_shore
	ovn_hef_inf_archers_sea	ovn_hef_inf_archers_sea	ovn_hef_inf_archers_sea	ovn_hef_inf_archers_sea
	ovn_hef_inf_archers_fire	ovn_hef_inf_archers_fire	ovn_hef_inf_archers_fire	ovn_hef_inf_archers_fire
	ovn_hef_inf_archers_wind	ovn_hef_inf_archers_wind	ovn_hef_inf_archers_wind	ovn_hef_inf_archers_wind
	ovn_hef_inf_spearmen_falcon	ovn_hef_inf_spearmen_falcon	ovn_hef_inf_spearmen_falcon	ovn_hef_inf_spearmen_falcon
	ovn_hef_inf_spearmen_sapphire	ovn_hef_inf_spearmen_sapphire	ovn_hef_inf_spearmen_sapphire	ovn_hef_inf_spearmen_sapphire
