character_skill_nodes_tables	5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	wh_dlc08_skill_chs_lord_unique_belakor_0	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	1.0	wh_dlc08_skill_chs_lord_unique_belakor_0	0.0		0	0	true
	wh_dlc08_skill_chs_lord_unique_belakor_1	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	1.0	wh_dlc08_skill_chs_lord_unique_belakor_1	1.0		0	0	true
	wh_dlc08_skill_chs_lord_unique_belakor_2	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	1.0	wh_dlc08_skill_chs_lord_unique_belakor_2	2.0		0	0	true
	wh_dlc08_skill_chs_lord_unique_belakor_3	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	1.0	wh_dlc08_skill_chs_lord_unique_belakor_3	3.0		0	0	true
	wh_dlc08_skill_chs_lord_unique_belakor_4	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	1.0	wh_dlc08_skill_chs_lord_unique_belakor_4	4.0		0	0	true
	wh_dlc08_skill_chs_lord_unique_belakor_5	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	1.0	wh_dlc08_skill_chs_lord_unique_belakor_5	5.0		0	0	true
	wh_main_skill_chs_lord_battle_dominating_presence	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_01	0.0		0	0	true
	elo_belakor_here_to_die	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_02	1.0		0	0	true
	elo_belakor_ranged	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_03	2.0		0	0	true
	elo_belakor_cav	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_04	3.0		0	0	true
	elo_belakor_chaos_infantry	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_05	4.0		0	0	true
	elo_belakor_conjured_monsters	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_06	5.0		0	0	true
	elo_belakor_conscripted_beasts	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_07	6.0		0	0	true
	fimir_swamp_warriors	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_07_2	7.0		0	0	true
	wh_main_skill_all_lord_battle_rally	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_08	8.0		0	6	true
	elo_belakor_r7_fimir_all	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_09	9.0		0	0	true
	elo_belakor_ranged_r7	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_10	10.0		0	0	true
	elo_belakor_cav_bog_r7	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_11	11.0		0	0	true
	elo_champions_chaos_r7	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_12	12.0		0	0	true
	wh_main_skill_chs_lord_battle_stand_or_die	wh_main_skill_node_set_chs_belakor	wh2_main_nor_harbingers_of_doom	4.0	wh_main_skill_node_chs_belakor_battle_13	13.0		0	1	true
